NAME	PVL Differentiated	Macrophage	GenMod4	T cells CD8+	T cells CD4+	Endothelial RGS5	B cells Memory	GenMod1	Myoepithelial	CAFs MSC iCAF-like	CAFs myCAF-like	Plasmablasts	B cells Naive	GenMod3	GenMod2	GenMod7	DCs	GenMod5	Endothelial ACKR1	Monocyte	Mature Luminal	GenMod6	Endothelial CXCL12	NK cells	PVL Immature	Luminal Progenitors	NKT cells	Endothelial Lymphatic LYVE1
EFHD2	1	138.141166760475	38.3660043602031	1	1	63.6051407517904	1	1	1	1	1	1	1	61.6200319800507	1	1	85.4985093048745	1	64.9165463460315	189.452226461472	1	1	52.0279333776856	1	1	1	246.811311099474	1
EFNA1	1	1	114.253734420999	1	1	326.83854019485	1	871.775134790876	168.981747187252	1	1	1	1	98.6739056654938	135.616507020903	278.29634336426	1	258.740154546568	132.829614792187	1	659.937638021895	248.099223956613	384.965584122412	1	1	215.242847824122	1	167.997614065383
EFNA3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.2701894684645	45.629708278142	1	1	1	1	1	32.6519597132847	1	1	1	1	1	1
EFNA4	1	1	35.0030279697362	1	1	1	1	45.6837306018832	1	1	1	1	1	30.1100991790114	43.583507742643	48.4753579135186	1	1	1	1	1	46.2000110746613	1	1	1	1	1	1
EFNB1	1	1	1	1	1	103.766041321425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EFNB2	1	1	1	1	1	136.081695598369	1	1	1	1	1	1	1	1	1	1	1	1	91.7691436607226	1	1	1	438.086655032369	1	1	24.4791171281788	1	10.8933723322005
EFS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.4082049175063	1	1	1	1	1	1	1
EFTUD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.0460225076485	1	1	1	1	1	1	1
EGFL6	171.331918336111	1	1	1	1	1	1	1	1	1	99.447467074833	1	1	1	1	1	1	1	1	1	1	1	1	1	108.935623024132	1	1	1
EGFL7	1	1	1	1	1	1125.23113037003	1	39.309425731396	1	1	1	1	1	1	1	1	1	1	736.195826373945	1	1	44.4168448301919	972.829755108431	1	1	1	1	961.897652937238
EGFLAM	121.204978773637	1	1	1	1	1	1	1	1	71.2358136976415	72.8731262118306	1	1	1	1	1	1	1	1	1	1	1	1	1	189.512844313399	1	1	1
EGFR	1	1	31.4881557213575	1	1	1	1	1	140.976775951625	99.4499189051087	1	1	1	42.0556142485669	1	1	1	1	1	1	1	1	1	1	1	35.3713253038087	1	1
EGLN1	1	1	1	1	1	64.3082463932483	1	1	1	1	1	1	1	1	1	1	1	1	69.4363343095273	1	1	1	1	1	1	1	1	1
EGLN2	1	1	1	1	1	37.8441943059341	1	1	1	1	1	1	1	1	40.9477701180534	1	1	54.6491080161456	1	1	1	1	1	1	1	1	1	29.6028046072899
EGLN3	1	1	125.318728090148	1	1	1	1	90.8163720846332	1	1	1	1	1	58.9930029182229	90.2723552127566	209.767183155213	127.364679549486	1	1	1	71.0051064369495	166.743031185624	1	1	1	1	1	1
EGOT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.9714711767998	1	1	1	1	1	1	1
EGR2	1	102.162251725964	1	1	1	1	1	1	153.446021016712	128.933139444615	127.708643793585	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.6006264450277	1	1
EGR3	1	1	1	1	1	55.724259100794	76.973763982275	77.0914491661575	95.6108885576604	1	63.2672929163019	1	1	1	1	1	1	1	1	1	1	1	77.5875495674327	1	1	64.5328214494666	1	1
EHBP1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.8284114963642	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EHBP1L1	1	53.1522988176048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.5478940259508	1	1	1	1	1	1	1	1
EHD1	67.7585119821804	1	1	1	1	1	1	1	1	1	1	1	1	29.5273111888932	1	1	1	1	1	65.9087284398167	1	1	1	1	48.9964180869972	28.9972774364045	92.2315258263098	1
EHD2	235.989245160915	1	1	1	1	115.308466111933	1	1	77.3863376973987	76.6452533442801	92.5905364877019	1	1	39.919163207365	1	1	1	1	136.357881326686	1	1	1	170.408558822337	1	238.927038880874	1	1	38.2736234549602
EHD4	1	62.3049510273128	35.6774228218484	1	1	209.66287477207	1	43.0197807378335	69.3130967822066	1	1	1	1	53.9664503204969	1	1	1	1	173.886815513768	39.1480400556139	75.9012994550847	24.1145008520935	106.813531084865	1	1	73.5137048164836	1	1
EHF	1	1	100.017168477502	1	1	1	1	92.1164195652801	1	1	1	1	1	71.9746218676513	67.3444320908989	115.550531137041	1	67.3146863886418	1	1	72.6796555445912	122.772657281843	1	1	1	151.627337241598	1	1
EHMT1	1	1	39.9079266088643	1	1	92.5320625859549	1	33.4535435890061	1	1	1	97.214594907633	94.7692303994525	1	34.5328531267306	45.8850005561734	1	45.3391055402091	1	1	51.8142160065395	31.2358173117975	32.7290319907765	1	1	37.0253906991303	1	1
EHMT2	1	1	54.1035950244731	1	1	66.8539013371846	1	1	1	1	1	1	1	34.0205556022222	32.5929436907466	49.3749161484025	1	1	1	1	1	1	1	1	1	1	1	1
EIF2AK2	73.9738455121698	103.598298505752	59.4359072224182	174.006255984562	93.5857112088803	109.948814083678	122.337173990839	43.253889660168	116.726461160492	92.3695649492565	103.504475809718	1	368.288774344418	89.5445064328847	50.7647997076403	47.8177216137154	90.1606092771436	46.3762201309015	98.1154784449608	73.525442002296	76.702658221928	48.8712728713076	130.569169519269	117.458297236005	85.4846350738951	41.0924221501437	116.213394191994	68.4350140313046
EIF2AK3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.8139674077087
EIF2AK4	1	45.365990116229	73.9454213902871	1	1	66.4948117022445	1	34.8560596288472	59.5123807456324	1	33.2313891719185	47.32168042244	1	83.3399435406008	42.5090796235596	65.2734195729622	59.2725289096164	1	63.7416358542243	47.1936066327092	73.1494889028301	36.6624691105156	75.3052465647952	1	1	35.125829444632	1	1
EIF2B3	1	1	30.7975029414485	1	1	1	1	1	1	1	1	1	1	41.6361773379474	25.8617342166585	1	1	1	1	1	53.1410974358929	1	1	1	1	25.0040521028192	1	1
EIF2B4	1	1	32.8339565685705	1	1	1	1	1	1	1	1	1	1	1	33.9236681057486	36.9368566637887	1	1	1	1	42.6950257782272	29.5365296712069	1	1	1	1	1	1
EIF2D	1	1	30.1968948611325	1	1	1	1	38.8640066602321	1	1	1	1	1	29.421142723831	41.6631969946824	1	1	1	1	1	44.6066351137056	36.3196151752792	1	1	1	48.6932845833278	1	1
EIF2S1	48.5013168096059	36.5724908691935	81.0226005452736	1	1	50.9897144701245	1	32.3498378696502	1	1	46.615568653218	1	1	42.0198093560086	58.4791180056908	46.1651396148391	69.059874539563	1	60.4568968591642	1	58.1072393364072	49.4487787231382	46.7703447308132	99.2349686693234	108.528851107819	55.6305220471531	1	169.08293237768
EIF3J.AS1	1	1	1	1	1	34.0181985297557	1	1	63.4701889261778	1	1	1	1	1	1	1	1	1	1	1	41.5217555124393	1	1	1	1	53.7732494507479	1	1
EIF4EBP3	1	1	1	1	1	1	1	54.2603103630606	1	1	1	1	1	1	1	1	1	79.2722918296236	1	1	45.0014191043165	1	1	1	1	44.4119736455404	1	1
EIF4G3	1	1	1	1	1	58.6579056322065	1	1	1	1	33.8756626513698	1	1	1	1	1	1	1	42.3670351259539	1	34.8846189938048	1	51.8573830549895	1	1	1	1	97.7973632428983
ELAC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.8635586020588	1	1	1	1	1	1	1
ELF1	1	159.956430016587	30.9949928673534	610.470811262966	568.126977487852	94.6879691765232	492.936708382126	68.6629363011401	51.6904451282117	94.7353330204563	76.3015685342861	47.0021656297843	552.051423562308	72.8043092014108	37.1139000784997	48.9469231339033	118.598595222434	55.8676477568278	135.355318650438	164.933532110544	123.272931979393	51.5225105552901	237.731107168756	688.21304543928	64.1818185761813	56.3376982059151	280.813501225819	151.586622435988
ELF3	1	1	340.220183721259	1	1	1	1	2609.63074987571	260.62414613169	1	1	1	1	514.315020530416	438.278267143167	1172.42380007584	1	1053.56885250163	1	1	1402.39961605022	930.206496462133	1	1	1	621.749357115624	1	1
ELF5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	216.367182470493	1	1
ELK3	1	1	1	1	1	348.612018070963	1	1	1	1	1	1	1	1	1	1	1	1	264.716471705494	1	1	1	173.056601990837	1	1	1	1	183.231095936524
ELK4	1	1	1	1	1	45.6953200684303	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ELL2	62.8329802403015	125.320850347536	1	84.9901153246824	106.358957248634	1	1	53.9183600306694	40.3091412714959	1	1	137.20379018017	1	1	1	1	44.5477534409872	1	1	153.954384797802	88.4253715826378	42.7178799459388	1	171.853047513233	1	43.1306748521243	1	1
ELMO1	1	50.1441061324598	1	1	1	93.1799017091497	1	1	1	1	1	1	1	1	1	1	72.819763378915	1	95.89856028357	39.5894718115305	1	1	126.940685867666	1	1	1	1	28.3621611648301
ELMO3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.234933724015	1	1	1	1	1	1	1
ELMOD2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.2010821035682	1	1	1	1	1	1	1	1	1	1
ELMOD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.0118583347015	1	1	1	1	1	1	1	1	1	1	1	1	56.7205305960682
ELMSAN1	1	1	1	1	1	53.1960796304729	1	54.7638945978069	1	1	1	1	1	1	1	52.7722663585708	1	1	44.3936502187434	1	105.850300505376	1	1	1	1	1	1	1
ELN	68.4889989334437	1	1	1	1	1	1	1	1	253.521815645189	315.661258332831	1	1	1	1	1	1	1	49.8892087090786	1	1	1	156.992117063246	1	1	1	1	107.286303536772
ELOVL7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.5370689789531	1	1	1	1	1	1	1	1	1
ELP2	1	1	36.8465722300791	1	1	1	1	65.1931577140876	59.9961283335834	1	1	1	1	47.9952325079859	114.040229907286	74.3998570636932	1	268.866948348485	1	1	83.0182059697	48.0513605847069	42.25822612611	1	1	43.7598654981635	1	1
ELP6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.9704829407301	1	1	1	1	1	1	1
EMB	1	61.9120261419085	1	197.786355617068	178.539822002873	1	94.4547883237116	1	1	1	1	1	97.4338430814193	1	1	1	59.4713346926723	1	1	69.505860980169	1	1	1	163.71055269433	1	1	173.253047878774	1
EMC8	1	1	68.8649885954162	1	1	83.5820045695597	1	34.2398058863916	1	1	1	1	1	78.7175029932605	41.9626532842288	1	1	1	1	52.4720392963164	1	36.0850825265837	70.6721497541045	1	1	1	1	63.9763060945268
EMC9	1	1	43.9833176101008	1	1	1	1	1	1	1	1	1	1	1	25.7508633220038	1	1	1	1	1	1	24.451395869481	1	1	1	1	1	1
EMCN	1	1	1	1	1	507.379862680436	1	1	1	1	1	1	1	1	1	1	1	1	556.905426121861	1	1	1	553.415937165991	1	1	1	1	592.092072099012
EMG1	1	1	38.2304991609334	1	1	1	1	1	1	1	1	1	1	29.0577925723444	34.4675909345146	1	1	1	1	1	1	1	1	1	1	1	1	1
EMILIN1	1	1	1	1	1	1	1	1	1	120.63956896565	202.453365172532	1	1	1	1	1	1	1	1	1	1	1	1	1	85.4528298569154	1	1	1
EMILIN2	1	93.8911964666652	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	82.7415015166967	1	1	1	1	1	1	1	1
EML2	1	1	1	1	1	1	1	31.2919024125331	58.5010379328539	1	1	1	1	1	56.0236515961712	1	1	47.4098008078667	1	1	65.52169464752	35.8865139008106	1	1	1	1	1	1
EML3	1	1	1	1	1	55.2524827469147	1	1	1	1	1	1	1	1	1	1	1	1	38.7850144197199	1	1	1	38.7405487060802	1	1	1	1	1
EML4	1	124.899509157762	86.7238088910273	268.89338250546	289.411030531619	88.4977302702614	198.084420057873	42.1027041204471	1	91.1748410896074	67.6201888666627	1	205.788234014714	112.910562302072	38.1639150415393	77.0114784956309	82.0440141130967	1	67.9945309614926	110.731045457461	41.8623230136254	40.0832371227864	82.0465853718948	283.99222256952	51.0868003680185	74.0769447468829	1	1
EMP1	54.5147212895743	1	47.6339139204709	1	1	493.288171099103	1	101.640098502739	1	327.846784966932	297.96250354045	1	1	146.709409294546	1	77.2398170062375	1	74.8846262589635	726.783588139997	1	228.990057057358	66.5058174870996	572.088071020955	1	136.422499883343	333.312556497094	1	784.94321599556
EMP3	106.37853932661	423.788235026135	1	407.012952235173	359.958545320366	42.4151384830221	315.413390793997	1	63.3917184626111	274.83305614132	346.604249076371	140.095432469483	210.793580481311	175.167197413261	1	1	208.141152844526	1	1	525.392570123358	1	1	91.7822142377462	346.835210785772	221.507609402883	1	825.908305033274	1
ENC1	1	1	1	1	1	1	1	1	1	1	84.1285085839831	1	1	40.8444812393812	1	1	1	1	1	1	1	30.4098509144007	1	1	1	1	1	1
ENDOD1	1	1	1	1	1	36.8766452897792	1	1	83.492766510753	1	1	1	1	48.3414829746974	1	1	1	1	54.9246157359382	1	1	1	46.5271363405467	1	1	1	1	1
ENDOV	1	1	37.5143252007479	1	1	1	1	1	1	1	1	1	1	47.3166857964596	35.5621372011345	50.8477407434365	1	44.423541666041	1	1	37.1594780611321	29.0142265875074	1	1	1	1	1	1
ENG	57.3478642893783	152.42229129804	1	1	1	889.199486182916	1	1	1	130.347865246865	125.998720884989	1	1	1	1	1	1	1	1110.60201180137	80.429630980049	1	1	889.762171459534	1	107.465333662393	1	1	411.904687775541
ENPEP	131.4910066767	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	140.98878638269	1	1	1
ENPP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.9445803119048	1	1	1	1	1	1	1
ENPP2	1	57.454280680544	1	1	1	122.036906410693	1	1	1	1	1	1	1	1	1	1	44.2801334806004	1	128.239631101397	1	1	1	448.423975583296	1	1	1	1	1
ENTPD1	113.219682779043	59.8854217544889	1	1	1	145.461461357957	1	1	1	92.139050059401	71.5152395312242	1	88.048898068482	1	1	1	46.7909212724128	1	148.312759275252	61.8491629464076	1	1	106.501846355562	1	1	1	1	102.441902223126
ENTPD2	1	1	1	1	1	1	1	30.2312156701803	1	1	1	1	1	1	1	1	1	1	1	1	1	27.3160619450704	1	1	1	34.5341492260446	1	1
ENTPD3	62.0357093400012	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ENTPD5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52.2348498197925	1	1	30.9162484382147	1	1	1	1	1	1	1
ENTPD6	1	1	1	1	1	1	1	31.5203944381007	1	1	1	1	1	46.1471959357697	1	1	1	1	1	1	1	33.7758019816964	1	1	1	44.3795736303268	1	1
EPAS1	419.130209916466	1	1	1	1	491.771268939259	1	1	1	1	1	1	1	68.4912284533083	1	1	1	1	477.165348063308	1	76.4622436327219	43.5136174286866	912.849846530718	1	348.456520685031	1	1	115.794930602578
EPB41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.2361242318846	1	1	1	1	1	1	1
EPB41L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.9463380936462	1	1	1
EPB41L2	1	63.5249709896385	1	1	1	49.4307754193382	1	1	1	100.856724434834	94.4938846252508	1	1	1	1	1	1	1	1	1	1	1	1	1	126.327919139044	1	1	1
EPB41L3	1	107.083312882725	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.8690193425529	53.8411333388438	90.6382456494276	1	1	1	1	1	1	1	1
EPB41L4A	1	1	1	1	1	55.5363493543285	1	1	1	1	1	1	1	1	1	1	1	1	61.3403218109444	1	1	1	1	1	1	1	1	1
EPB41L4A.AS1	65.4835408212668	1	1	80.6071461141591	1	53.2887252960072	115.5847197651	68.1544165110521	164.860077249395	164.58327472587	77.8040701281403	1	109.826383509866	45.2634988640362	57.9938431060009	83.6907952508059	1	66.3013044968874	72.5234917685953	1	75.3985533544765	46.3999065229054	1	113.761242912055	71.8608428461058	157.358369397393	1	59.2308855581123
EPB41L5	1	1	1	1	1	1	1	43.8247469069158	1	1	1	1	1	1	1	42.6607610579886	1	53.7919868190971	1	1	69.6416383855262	34.5741255541309	1	1	1	34.015324415472	1	1
EPCAM	1	1	510.14551815214	1	1	1	1	207.04330515103	53.4510069433986	1	1	1	1	522.006429377759	402.694529256588	279.724599093671	1	246.120514857796	1	1	281.169831065585	390.617752488859	1	1	1	326.546182086723	1	1
EPHA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61.5457741413771	1	1
EPHA4	1	1	1	1	1	41.1365641249946	1	1	1	1	1	1	1	1	1	1	1	1	60.792191574096	1	1	1	91.847074521651	1	1	1	1	1
EPHB4	1	1	1	1	1	70.9470344079927	1	1	1	1	1	1	1	1	1	1	1	1	88.1133596492066	1	1	25.8929778650861	54.9551848709506	1	1	1	1	28.3621611648301
EPHX2	1	1	1	1	1	1	1	31.9277527016527	64.3193490681944	1	1	1	1	1	1	1	1	47.2622472563352	1	1	32.6444350800901	33.8416020939986	1	1	1	34.8339090363723	1	1
EPM2AIP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.8289355149356	1	1	1	1	1	1	1
EPN2	50.1628888670451	1	1	1	1	36.2055475764044	1	1	1	1	1	1	1	1	1	35.4858599704918	1	1	1	1	31.2019763714873	30.4785433289862	1	1	1	1	1	1
EPS15	1	80.2824068007391	1	1	1	1	1	1	1	1	44.9785532888817	1	1	1	1	1	41.0332333829574	1	37.8845843856845	46.5618070069191	1	1	1	1	1	1	1	158.657867768206
EPS8	284.079726042311	1	44.8735405249509	1	1	95.6988626856605	1	1	120.376668089967	68.6051770247534	56.3748764504779	1	1	56.8509810451433	1	1	1	1	57.9570760686086	1	1	1	100.765580520944	1	423.984303683245	53.8400650265247	1	1
EPS8L1	1	1	1	1	1	1	1	32.8550392849861	1	1	1	1	1	1	24.5084423086978	49.2807279268394	1	46.8029337645466	1	1	1	37.6518705048875	1	1	1	1	1	1
EPS8L2	1	1	38.6541116717278	1	1	1	1	55.8877760082596	96.6673442887828	1	1	1	1	39.6511480156045	41.224701602928	62.0288200581947	1	57.4002367030081	1	1	37.0215123089791	53.5317111796439	1	1	1	75.0188206426332	1	1
EPSTI1	1	216.972606944321	1	148.805130700341	127.670908282238	1	142.790256356895	1	1	90.2470624501531	118.167131426492	1	161.457684965585	1	1	1	204.087526683108	1	1	159.28621041059	1	1	1	117.524154733426	88.7494465809051	1	1	1
ERAL1	1	1	40.3452213502509	1	1	1	1	34.1439553425711	1	1	1	1	1	1	43.8034287728356	1	1	1	1	1	36.3679497624177	27.3379995965038	1	1	1	33.2063500148922	1	1
ERBB2	1	1	79.3389080740118	1	1	1	1	155.616147782097	1	1	1	1	1	1	142.77664331381	200.989861246273	1	126.833989628131	1	1	107.908439939583	401.68220223817	1	1	1	32.5497439637589	1	1
ERBB2IP	1	51.1603178759702	1	1	1	94.8325419996665	1	34.831754240751	1	1	48.825991380839	1	1	1	1	39.3215972754072	1	65.133189582614	54.4843077854223	1	41.4737606709205	32.7066136344757	38.3360315808603	1	1	1	103.662424027001	1
ERBB3	1	1	31.5040776626112	1	1	1	1	115.504873464484	1	1	1	1	1	31.6030358865663	57.3629792410638	123.755188861209	1	149.281286781691	1	1	172.209622966879	102.765944972233	1	1	1	52.5890425332607	1	1
ERBB4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	101.803897471359	1	1	139.240470155828	1	1	1	1	1	1	1
ERC1	1	1	1	1	1	55.5832473642846	1	1	1	1	1	1	1	31.6679797758652	1	1	1	1	1	1	50.9822886120149	1	67.6994908734926	1	1	1	1	1
EREG	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	571.451957413405	1	1	1	1	1	1	1	1
ERF	67.0051952742406	1	1	1	1	47.5207802446878	1	33.201610468771	44.1175633850775	1	1	1	1	1	1	1	1	1	55.5900583203964	1	62.6118385442519	1	65.2892818099107	1	1	52.4220543742671	1	1
ERG	1	1	1	1	1	146.842123399926	1	1	1	1	1	1	1	1	1	1	1	1	118.564035812958	1	1	1	197.104750624982	1	1	1	1	87.9986472939717
ERGIC1	1	44.6278552666991	61.4025977543325	1	1	50.8088935461479	1	126.696585566891	1	72.4916139700707	76.888472803232	1	1	42.6300591046485	104.80944301109	91.6661373454811	1	131.012668191647	1	53.7514889266687	91.3141608896474	100.699552485285	70.5187628516313	128.268359000902	1	27.2406088253146	1	99.2051499334757
ERICH1	1	39.4360549301095	1	1	1	100.121218578973	1	33.6466506696492	1	1	41.1400184254599	1	74.0153227556215	28.495313844305	1	1	86.1945160170801	1	90.8862121787189	45.7035141600597	58.4051826344437	30.0903482853331	84.9558346697513	1	1	34.0303237387071	1	1
ERLEC1	75.0517306641963	78.6192845755254	112.184700522632	1	1	113.092972372951	1	125.920956474722	69.5596760072841	134.959740302656	203.405331009172	283.153070011276	1	195.895188659812	96.7634392804951	131.573934046831	48.8873176379543	112.815153833881	70.8216910279283	47.6358155941089	98.8293895981932	136.756187118	78.4809702266306	1	122.596445499747	46.4087481378757	1	189.847494341869
ERLIN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.4245804065116	1	1	33.8124987019931	1	1	1	1	1	1	1
ERN1	1	42.1355581685681	1	1	1	36.1964324984772	1	1	1	1	1	69.9158778120518	1	1	1	43.2764607653438	102.173092429174	1	1	78.2286777497361	43.9851356308282	1	1	1	1	1	101.603669044481	1
ERO1A	1	52.5028512343879	49.5180588036538	1	1	93.260491418706	1	1	1	1	1	1	1	40.7236032597692	44.9886835041056	91.9306517360264	1	1	1	48.9143939221008	1	83.588079515274	1	1	1	1	1	80.4504465625115
ERO1B	1	1	1	1	1	61.2912481358233	1	1	57.4885069607864	1	1	1	1	1	1	1	46.2653816937915	1	1	1	46.1336045020915	1	1	83.1041355306897	1	38.9224389486407	1	1
ERRFI1	65.5142102458883	1	83.7467549574011	1	1	1	1	129.155006882347	134.689864680671	133.964744469096	65.3222939107324	1	1	129.354748771102	52.0955992923098	89.8308435500894	1	52.9016966401612	74.9222704730238	1	322.636485686471	99.8659528543562	1	1	117.025068464733	218.169797670374	1	1
ERV3.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.4123782872532	1	42.0293544112081	1	1	1	1	1	1	1	1	1	1
ESAM	275.536486735018	1	1	1	1	806.40903370194	1	1	1	1	1	1	1	1	1	1	1	1	452.678926966466	1	1	1	855.071189031141	1	213.911393062037	1	1	167.121702343394
ESCO1	1	1	37.6196543986569	1	1	1	1	1	1	1	1	1	1	35.9372446684037	1	32.0838325816393	1	1	1	1	1	32.4529569666081	1	1	1	1	1	1
ESF1	1	59.8188391361589	53.1166825217808	1	1	61.7534392355573	1	48.481262044075	106.279509425093	98.043047669786	84.2694425211427	1	121.321744057958	74.6468276088358	51.8598492950305	57.0525025182979	1	55.5126290632384	102.797956804455	1	57.1690862631085	49.171198844846	65.123432164258	1	67.2260263572984	58.8994702424366	1	81.2223278494064
ESM1	1	1	1	1	1	434.345332350518	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	172.175540021654	1	1	1	1	1
ESR1	1	1	1	1	1	1	1	134.02320946365	1	1	1	1	1	1	53.2296213309556	79.9825607320152	1	771.732329753484	1	1	226.580573411858	50.43151666631	1	1	1	1	1	1
ESRP1	1	1	49.401169229211	1	1	1	1	43.1926331301303	1	1	1	1	1	47.2672079437069	39.2081695690665	63.3138691507251	1	85.596588973922	1	1	39.5174244593077	56.2651869793353	1	1	1	1	1	1
ESYT1	1	1	1	1	1	1	1	1	51.278410416242	1	1	1	1	1	1	1	1	1	54.7684501339125	1	1	1	1	1	1	1	1	1
ESYT2	1	1	1	1	1	1	1	37.9154856125605	1	1	41.1844203606873	1	1	1	1	1	1	1	44.4509490927968	1	1	28.9803727447169	1	1	1	33.6052214993323	1	1
ETNK1	1	52.6371908933603	41.6428450686776	1	1	76.5988607920167	1	82.8201510793877	73.3810165614399	1	1	1	1	56.0021409218629	35.9113356097212	68.0882757641596	48.0247373388432	50.1009944154281	56.4581341092005	44.3147460751879	61.1145509257506	63.9326217208251	43.6248901845913	84.8912594633224	1	44.0992607507581	1	28.3712523729731
ETNK2	1	1	1	1	1	1	1	32.9910407046909	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ETS1	1	1	1	116.657991385232	157.270168457744	178.28416829103	1	1	1	1	1	1	1	1	1	1	1	1	86.290914952331	1	1	1	149.888487349781	122.134326876467	96.5852779260145	1	196.401157534615	17.0691653834642
ETS2	113.520271257171	149.175785709305	1	1	1	414.514189841378	1	88.7347830137305	94.8744055743542	1	1	1	1	56.3231961331873	1	37.1182768418999	124.282161133171	1	580.252165583184	252.668394903784	179.232112908511	62.9217888635176	285.419666315022	1	1	158.386661622573	1	280.46781771154
ETV1	1	1	1	1	1	1	1	1	1	1	53.3846600482281	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ETV3	1	1	1	1	1	1	1	36.5576836198866	1	1	1	1	1	1	1	1	110.407139703782	1	1	50.2013926811796	1	1	1	1	1	1	1	1
ETV5	1	77.4096684752319	1	1	1	1	1	1	47.7019009220573	1	1	1	1	35.7599055895658	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ETV6	1	77.463315168471	1	1	1	43.0127069773562	1	1	1	1	1	1	1	30.8154819018797	1	1	113.273574199813	1	52.2041339578663	62.0313912360896	50.8511144651601	1	1	1	1	54.3646964503666	1	1
ETV7	1	1	1	1	1	1	1	1	1	1	1	1	1	39.9316847935777	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EVA1A	1	1	1	1	1	1	1	1	1	1	78.6925708667002	1	1	38.9424445030719	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EVA1B	68.3422475201137	1	1	1	1	66.6509698342294	1	34.8407866759593	1	1	82.6693275363955	1	1	1	1	1	1	56.5396858936943	1	1	1	1	65.2809323743547	1	110.830908496256	1	1	1
EVA1C	1	1	1	1	1	41.8472273784848	1	1	62.8332699855939	1	1	1	1	1	1	1	1	1	143.339852952368	1	33.5696629986572	31.2653698717157	116.656790189332	1	1	62.5907360244716	1	1
EVI2A	1	58.9936235979607	1	108.189341350526	119.684555986714	1	1	1	1	1	1	1	1	1	1	1	61.732879122228	1	1	48.1629383155613	1	1	1	1	1	1	1	1
EVI2B	1	97.9593398050105	1	1	87.2416208929066	1	125.962266090731	1	1	1	1	1	89.6299099503233	1	1	1	47.8016385836357	1	1	158.616005723787	1	1	1	1	1	1	194.226582527581	1
EVI5	1	33.1453507159535	1	1	1	46.4873487933062	1	1	1	1	34.248962395534	1	1	1	1	1	1	1	1	33.0966313217256	1	1	47.2375609728438	1	52.1024959884537	1	1	1
EVL	1	87.2652929490234	1	620.457816210211	412.514690049839	76.4450196613103	204.459278583742	82.3654146331987	1	1	88.5936736460622	1	331.093358925301	1	73.106089520038	75.4321642240518	94.7496534107745	269.900639076043	1	74.8987678898804	168.320593661357	58.7289748409219	63.6808692896986	544.649494821022	1	1	570.658639953292	169.070437697807
EXOC1	1	1	1	1	1	46.4439955446884	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
