NAME	T cells CD8+	T cells CD4+	Endothelial ACKR1	B cells Memory	CAFs MSC iCAF-like	B cells Naive	NKT cells	GenMod1	GenMod3	GenMod6	Monocyte	CAFs myCAF-like	PVL Immature	GenMod7	Endothelial RGS5	GenMod2	Plasmablasts	GenMod5	Macrophage	GenMod4	Luminal Progenitors	Mature Luminal	Myoepithelial	PVL Differentiated	NK cells	DCs	Endothelial CXCL12	Endothelial Lymphatic LYVE1
CREB3L1	1	1	1	1	1	1	1	70.1702021197653	56.6284351647792	78.8996428699751	1	123.543999438737	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CREB3L2	1	1	1	1	1	1	1	34.5764029405416	31.6584897024661	32.3988598044313	1	58.982454149588	49.7863983777111	37.2126462927895	47.6554465108922	1	73.9828233892899	66.7671044776434	31.5282060065192	36.647884578108	1	38.9106546981913	1	51.5103145234265	1	1	1	1
CREB3L4	1	1	1	1	1	1	1	126.350331690316	1	128.502369128503	1	1	1	101.043185439239	1	92.0637327773249	1	185.197812999467	1	59.4097719769139	42.4406705469083	138.085501836614	1	1	1	1	1	1
CREB5	1	1	1	1	1	1	1	1	1	1	70.7619489144073	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CREBBP	1	1	1	1	1	1	1	37.9735741330729	27.2469831428728	1	1	1	1	46.7251652885448	69.5702815737883	1	1	41.8636685797868	1	26.4732512397431	24.6635190510018	54.2299892821725	1	1	1	1	58.1713095255245	230.240378486992
CREBL2	1	1	1	1	1	1	1	1	1	1	41.9792283489891	1	1	1	1	1	1	1	95.1903444843687	1	1	1	43.9131888056978	1	1	1	1	1
CREBZF	1	1	1	1	1	1	1	36.8412914005472	45.0568108526343	31.6606425557017	1	1	1	49.1633200343438	1	1	1	49.5659265861039	1	31.0046049995736	1	31.9480427480469	1	1	1	1	1	1
CRELD1	1	1	37.3857942518948	1	1	1	1	39.3897334532996	31.5251375498141	34.1306341152946	1	1	1	52.3261973792405	38.4508257978534	36.001847012988	1	70.5051943846676	1	1	27.4337492355312	43.9979536941072	1	1	1	1	30.877076497161	95.792591787096
CRELD2	1	1	47.6008998466204	1	1	1	116.703586124704	48.6174979231517	127.216105487693	84.5307196904762	40.6465807638575	83.2401753342592	1	73.0661433771112	56.9512457456294	57.6190398504579	269.718988690344	40.8389960321245	49.1521816165277	100.565227067503	34.4407003793415	63.9755094129301	1	1	1	46.3119768325734	49.6041636040237	1
CREM	724.901186320985	1066.75890418525	69.1157733744895	386.474785898957	74.9274394947935	586.059823081955	1077.93913962577	31.6918264332056	52.3751168192304	26.5684131597821	427.630185308645	40.9231758622644	69.1819424126097	1	76.3426829592383	35.7464323708879	1	1	292.764020477243	37.4267702629706	1	1	1	125.853090879154	1077.99431163224	551.260071736674	111.232160677955	74.7597004689496
CRIM1	1	1	94.5527318596042	1	1	1	1	1	1	29.8361907920768	1	1	54.2030260367398	1	86.0906385085857	1	1	1	1	1	30.4748082150316	32.8672439812796	107.712599075912	155.350239426617	1	1	72.7178344145037	1
CRIP1	314.739758438154	224.389913390786	1	140.99467352892	1	1	212.228123462317	176.350328001039	1	131.774378542613	77.9324009925397	1	146.231831488758	101.169995233877	1	84.2901663973518	1	244.010237817943	1	1	1	1	1	355.158271575537	227.400768317067	93.5461093089807	1	1
CRIP2	1	1	1055.87388183329	1	1	1	1	455.434397154136	367.805183750133	485.673561238879	1	132.454659872566	473.960036061798	603.831130027403	1400.52950379669	552.605599374448	1	369.356917779471	1	743.739544553607	222.258870220772	164.248878484122	525.845271470829	927.161965756615	1	1	1704.52748307308	1454.88169716054
CRIPT	1	1	1	1	1	1	1	46.2345500338805	81.9570935784169	44.6998923635815	1	50.8904332829723	1	56.0854254002376	1	60.2606959463236	1	66.7647843600643	1	71.6213087966015	50.4824348061623	66.4106834099884	1	61.592136597451	84.7589708376456	1	1	94.7228694117455
CRISP3	1	1	1	1	1	1	1	278.017611012319	1	501.063125230244	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRISPLD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	102.675279147607	1	1	1	1	1
CRISPLD2	1	1	1	1	235.54744879364	1	1	1	1	1	1	279.24330864338	319.823842165472	1	1	1	1	1	1	1	1	1	1	387.417340235709	1	1	1	1
CRLF3	1	1	1	1	1	100.478295149968	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRNDE	1	1	1	1	1	1	1	132.37805839716	80.5913190184004	116.296333633491	1	47.8553415558853	1	119.236412941995	1	98.4611355146932	1	280.804221377351	1	124.990806507157	126.815550132616	231.303036063696	196.107269007871	1	1	1	1	137.224319090119
CRNKL1	1	1	1	1	1	1	1	53.3192766937806	1	30.6248464412159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CROT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	134.202508317451	1	1	1	1	1	1	1	1	1	1
CRTAM	285.642743851363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	401.778421955826	1	1	1
CRTC3	1	1	1	1	1	1	1	1	1	1	1	1	46.9545518209642	1	38.0415194734709	1	1	1	1	42.4826987837854	1	1	1	91.2501931612954	1	1	1	1
CRY1	1	1	45.4528104271053	1	1	1	1	55.0117714000332	1	35.1064217936367	1	43.3860984732135	1	68.6252905204604	41.3197754107524	1	1	1	1	1	70.3374040343178	80.6113826389373	1	1	1	1	1	1
CRYAB	1	1	1	1	117.914255248339	1	1	1	278.163305423075	156.181508707556	1	82.8131976849424	166.893533839284	281.527976345494	1	107.566918818798	1	1	1	94.7867849113263	819.102563853638	1	1565.45175741968	691.102318008166	1	1	1	1
CRYBG3	1	1	79.3369121447323	1	1	1	1	1	1	1	1	1	1	1	51.522111122932	1	1	1	1	1	1	1	1	1	1	1	200.616156184541	1
CRYL1	1	1	74.3684175533746	1	1	1	1	1	1	1	1	60.8544140919893	1	1	40.6688606970489	1	1	1	60.4420664384676	1	1	35.7412848873038	1	1	1	1	1	1
CRYZ	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.8980706891214	1	1	1	1	1	36.5579645149962	54.2272864598473	1	1	1	1	1
CRYZL1	1	1	1	1	1	1	1	1	1	29.5522274011741	1	1	1	1	33.8351272893767	25.7259294919873	1	1	1	1	31.6113744964432	35.9600758557493	1	62.5948133824399	1	1	1	555.668717792347
CSAD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.5383914033426	1	1	1	1	1	1	1	1	1	1
CSE1L	1	1	1	1	1	1	1	1	32.7782750917838	1	1	1	1	1	1	33.7533515769474	1	1	1	60.3703405176587	1	1	1	1	1	1	1	1
CSF1	1	1	1	1	52.9798200753284	1	1	1	39.0486965688128	1	1	40.9855986333681	66.9353587644601	1	1	1	1	1	1	1	1	1	1	73.8040492248497	334.631984328684	1	1	1
CSF1R	1	1	1	1	1	1	1	1	1	1	198.039494308128	1	1	1	1	1	1	1	338.742053127936	1	1	1	1	1	1	53.4985235082021	1	1
CSF2RA	1	1	1	1	1	1	1	1	1	1	66.7747466147667	1	1	1	1	1	1	1	75.9102017416815	1	1	1	1	1	1	146.20680922459	1	1
CSF2RB	1	1	69.4047679737509	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.452732549683	1	1
CSF3R	1	1	1	1	1	1	1	1	1	1	131.274354940845	1	1	1	1	1	1	1	100.932371315486	1	1	1	1	1	1	1	1	1
CSGALNACT1	1	1	44.6487134867302	1	1	1	1	1	1	1	1	1	1	1	93.3217579456693	1	1	1	1	1	1	1	1	1	1	1	108.863761260072	96.1383682945644
CSGALNACT2	1	1	1	1	1	1	1	1	1	1	46.1857215880358	50.2706214011127	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSK	140.253800572694	108.751535714881	1	135.844566731795	1	120.378885532547	120.501579661615	1	1	1	71.1389845945362	1	1	1	1	1	1	1	79.9943402249627	1	1	1	1	1	66.0839058081933	68.8418307786093	1	1
CSNK1G2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.0481665511997	1	1	1	1	1	1	1	1	1	1	39.4392750956393	1	1
CSNK1G3	1	1	1	1	1	1	1	1	1	1	1	44.0100648845499	1	1	61.7228654195982	1	1	1	1	1	1	1	1	1	1	1	59.149591462934	1
CSPG4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109.12245636737	1	1	1	1
CSPP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.6447291375142	1	1	1	1	1	40.1621723588961	1	1	1	1	1	1
CSRNP1	282.000496670433	267.304697738958	148.859811486994	1	189.085552794324	1	310.502305968077	188.41503063434	1	51.77509023486	139.259602555249	110.388460152945	94.1048796538523	40.8136442119112	154.167921640256	1	1	66.953772614655	123.142422815403	1	190.76790998094	205.43678287589	233.859615153034	199.17495752442	252.428105937817	169.621275681779	265.062482206735	157.193762312282
CSRP1	1	1	117.16945817103	1	169.30805082896	1	1	108.307522755629	204.381330488838	124.267256939237	59.4748839124995	250.341556298793	366.933153721533	102.794141647643	195.361588213602	134.572906116631	43.1639421138597	109.58546483552	83.699405565915	169.908930547145	296.003741178285	186.035173031805	2112.75423530599	783.362000301486	1	73.9559743629171	221.627562233	1
CSRP2	1	1	259.738354767674	1	112.944729089111	1	1	1	69.404164324139	1	1	78.7088095288119	311.833727574145	1	100.379610657637	82.3038197595156	1	1	1	136.848061468392	1	1	126.928185454256	660.841564409551	1	1	51.40456462686	356.815976421956
CST2	1	1	1	1	1	1	1	1	1	1	1	103.441330686288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CST3	1	1	2158.14167717323	1	3088.63239050586	1	1	931.951173844533	513.789121638163	844.914096486707	4866.88073452088	3907.55758478409	2926.05240348908	570.824068746001	1041.82387042726	1146.9766012756	90.3738304820425	1728.05514098944	5185.02160419503	386.6468561146	172.206440861871	1281.62041356317	599.853372842273	1295.25026540186	1	6250.42452101615	973.269472133688	1636.08598509124
CST6	1	1	1	1	1	1	1	1	1	58.2682464680019	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CST7	1027.58780523949	273.682488119403	1	1	1	1	2029.18358731322	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	806.810357003963	166.237315483463	1	1
CSTA	1	1	1	1	1	1	1	1	48.9992197243686	1	294.419741961524	1	1	1	1	82.4863298069106	1	1	108.011718398864	45.1957108503561	1	1	1	1	1	122.99474946423	1	1
CSTF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.4783301926499	1	1	1	1	1	1	1	1	1	1	1	1
CSTF3	1	1	1	1	1	1	1	1	1	1	1	1	1	39.1244866246955	1	33.2354096167089	1	42.8642576321868	1	38.5188626216079	1	1	1	1	1	1	1	1
CTA.292E10.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.7018802411019	1	1	1	1	1	1
CTA.29F11.1	1	1	66.4502372419787	1	1	1	1	1	1	1	1	1	1	1	85.2911652787455	1	1	1	1	1	35.2024148064311	37.6267247803577	61.3003202293609	1	1	1	1	1
CTA.392E5.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	208.208419805356	1	1	1	1	1	1	1	1	1	1
CTAG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.2336187097315	1	1	1	1	1	1	1	1
CTB.133G6.1	1	1	1	1	1	104.389752372568	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTB.50L17.10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.5685136443805	1	1	1	40.8650990438029	1	1	1	1	1	1	1	1
CTBP1	1	1	1	1	1	1	1	1	31.2812678326169	1	1	55.0382047638284	1	1	1	1	1	54.1324673877024	1	1	1	1	1	1	1	1	1	1
CTC.444N24.11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.7421899888654	1	1	1	1	1	1
CTCF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.5601777856621	1	1	1	1	29.979468794482	1	33.0780825579011	1	1	1	49.37985454814	1	1
CTD.2015H6.3	1	1	1	1	1	1	1	65.9306708936686	1	48.6414975197667	1	1	1	51.5010905641726	1	55.8756752337384	1	89.1099804644354	1	42.8072353001364	1	62.9102891311386	1	1	1	1	1	1
CTD.2020K17.4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.5067646615566	1	1	1	1	1	1	1
CTD.2336O2.1	1	1	1	1	68.5151668989635	1	1	67.3303663868174	1	35.5564637422694	51.1142389798747	1	1	1	1	27.6993965129563	1	86.275176585222	44.2822710431188	1	1	37.0049751417673	1	1	1	1	1	1
CTDP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.3653456207067	1	1
CTDSP1	1	1	58.1087679884841	1	1	1	104.942561555232	1	33.1958440832532	1	1	36.8079571608369	54.9688756708279	1	72.892219473907	22.6702783783489	1	1	1	1	1	63.216526009014	52.9354903073938	72.9827936834583	1	1	94.2242084595734	41.5696847938943
CTGF	1	1	563.911723855803	1	1427.91732155503	1	1	1	79.6157026423985	1	1	2366.25243228798	372.20603036253	1	164.049292423704	1	1	1	1	1	113.406220666759	1	417.58238074864	219.951188017945	1	1	145.884622210358	1092.4702185714
CTHRC1	1	1	122.365793803066	1	834.975021068079	1	1	1	162.956036207427	1	1	2863.30819244456	1	1	158.029234005422	1	1	1	1	1	1	1	1	1	1	1	1	66.3948623901686
CTLA4	1	235.421368267783	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTNNAL1	1	1	123.708222019973	1	1	1	1	1	49.1879368734656	1	1	1	1	1	104.312310898811	1	1	1	1	40.1536155260203	1	1	64.8604533372477	1	1	1	1	40.3892634013502
CTNNBL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.8988997191491	1	1	46.352086344748	34.0044013747034	1	1	1	1	1	45.8922753810807	1	1
CTPS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.1896932201016	1	1	1	1	1	1	1	40.0484405780705
CTSC	309.082679557632	227.497837547314	447.765565713827	1	76.8025333727719	1	485.716098923804	1	380.458597153073	1	373.13877904132	145.769758109431	437.65139308272	1	172.955082617325	48.9289646440744	1	1	1008.48452317472	158.804126539878	1	1	1	1	145.407044213584	323.78594561534	126.193461515082	10.8421886902856
CTSF	1	1	43.1272994094874	1	237.577858035753	1	1	65.9279944199192	1	77.049263593048	1	149.485917568063	118.088406192089	55.0593852519243	50.4466142819441	46.6748008477251	1	60.5925173105919	1	1	76.3588999719433	96.7691499677573	134.791676172551	89.307116490706	1	1	52.4024135668622	1
CTSH	1	1	247.747108122501	307.013326918963	182.37809559582	196.974002008736	1	50.2041629660543	49.0706694976205	76.5113248005454	477.373436316804	63.075308797132	1	57.7639101726396	161.999582283425	79.1428538601368	72.5905834084119	48.3471493120895	520.621160888237	75.0665589875912	55.4981343409946	76.9778754177587	1	1	1	281.467331813738	240.59683113108	333.561834603273
CTSK	1	1	1	1	1287.3062557098	1	1	1	95.0958772553741	1	1	1489.10258807802	134.352232691268	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTSL	1	1	115.459801256996	1	274.065766193451	1	1	1	81.4637608831908	70.1827697516951	198.583336149814	246.652536703758	143.219041802229	1	109.702456610349	25.232369244898	1	32.2408450943121	751.144584585191	1	1	45.0182343200262	90.3557125159297	141.581303740928	1	1	140.302244651467	745.945454381476
CTSO	1	1	1	1	68.0278585510904	1	1	1	1	1	1	78.1687985602732	37.8228524256201	1	43.476632960277	1	1	1	1	1	1	1	1	67.801379160248	1	1	86.2918797050356	1
CTSS	98.3166613939456	90.4660981189093	83.8185033321095	231.918100617064	1	255.788888214115	1	1	51.5550413142686	1	924.701482965834	1	1	1	1	1	70.8550022135462	1	833.686215088449	1	29.6362257840614	1	1	1	101.20634474994	286.040853206719	75.2218023807133	284.720744920594
CTSW	618.1003912318	1	1	1	1	1	1063.80377623743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1098.98131661658	1	1	1
CTTNBP2NL	1	1	60.0547556378006	1	1	1	1	1	1	1	1	1	1	1	41.1205003462283	1	1	1	1	1	1	1	1	1	1	1	87.0527750425741	1
CTXN1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.7260344390001	1	1	1	1	1	39.4785202013777	1	1	1	1	1	1	1	1
CUBN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.0624341664909	1
CUL1	1	1	1	1	1	1	1	30.0997904804795	28.0482055527606	1	1	1	1	35.4228826845375	44.1622910199158	27.6829176609897	1	1	1	30.6906914896446	26.2840339765049	35.8297925609428	58.2599228689	1	1	38.5265595013201	1	596.848429909546
CUL2	1	1	1	1	1	1	1	1	27.8549751076722	1	1	1	1	1	1	30.4272483341679	1	1	1	1	1	1	1	1	1	1	1	1
CUL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.5211781794977	1	1	1	1	1	30.4354197159061	32.8083274617525	1	1	1	1	1	1
CUL4A	1	1	45.642106855407	1	1	1	1	45.827661938958	41.029598271546	52.0328400112572	1	1	1	75.0276130062465	1	42.3327719912482	1	1	1	55.7143053337945	46.1558073655148	58.9050139568959	1	1	1	1	1	1
CWC22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.615551624329	1	1	1	1	1	1
CWC27	1	1	1	1	1	1	1	1	35.4467856065141	29.5790662536133	1	1	1	1	42.8957918525591	25.9249886269719	1	1	1	23.6531657247387	27.4707716251492	38.762027906752	1	64.4854115584488	1	53.3333313574542	57.2625432677003	1
CX3CL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	96.0518367802566	1	1	1	1	1	292.116564615402	149.087409743444	62.6473244142507	1	1	1	154.434287826553	1
CX3CR1	1	1	1	1	1	1	167.217687166567	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CXADR	1	1	1	1	1	1	1	46.0756595635775	1	71.2308832700999	1	1	1	61.0696000739904	1	50.7179524879127	1	1	1	56.5168695383917	96.659883776	56.4469954782881	73.3600513188474	1	1	1	1	1
CXCL1	1	1	1	1	220.040984514792	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109.210459593828	1	1	1	1	1	1	1
CXCL10	1	1	1	1	1	1	1	1	498.720881740121	1	1403.51623782393	443.317747333801	1	1	1	1	1	1	1261.55574141665	1	1	1	1	1	1	1	1	1
CXCL12	1	1	1	1	1475.61435135088	1	1	1	1	1	1	543.549264984418	431.999359870118	1	273.389628645839	1	1	1	1	1	1	1	1	165.781996929434	1	1	1184.80797232371	1
CXCL13	667.388265878579	981.33052406024	1	1	1	1	1	175.150859229444	1	654.426481639431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CXCL14	1	1	1	1	2027.40361351441	1	1	1	1	1	1	1367.78726539335	1	1	1	1	1	1	1	1	1	1	2834.75813883825	1	1	1	1	1
CXCL16	1	1	1	1	1	1	1	54.425926850587	58.4500944926422	42.2416651653377	224.002208356842	1	1	50.1144713408407	1	33.0670411930754	1	1	300.965788139802	61.6285803745597	166.787220667953	56.6068838077328	57.613937767707	1	1	229.637092803242	1	1
CXCL17	1	1	1	1	1	1	1	1	74.9695413933863	137.246450441435	1	1	1	1	1	1	1	1	1	55.8797276513302	87.9358676057886	1	1	1	1	1	1	1
CXCL2	1	1	108.37369804976	1	469.51996307902	1	1	1	332.796140017088	1	1132.1701707768	1	1	1	1	1	1	1	808.67318157172	80.52441885628	1553.98041302471	648.160105075532	150.259340238694	1	1	1	619.51737221979	1
CXCL3	1	1	1	1	1	1	1	1	134.491754765901	1	528.807946156679	1	1	1	1	1	1	1	368.791632445449	1	372.243590065664	46.0135304122937	1	1	1	1	148.463393350009	1
CXCL8	1	1	1	1	1	1	1	1	58.4946667064026	1	1385.16511809798	1	1	1	1	1	1	1	1616.81253617761	1	1	1	1	1	1	474.28847388155	1	1
CXCL9	1	1	1	1	1	1	1	1	1	1	211.07865346767	338.557038367257	320.023038056707	1	1	1	1	1	650.757007354387	1	1	1	1	1	1	183.731361332234	1	1
CXCR3	199.363141166437	130.614461771677	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	91.8893894360801	129.684448609801	1	1
CXCR4	2999.88317095056	2727.92530063173	1	2042.75090042598	1	2355.07589777504	1284.1611447298	1	65.255644362692	1	624.561186260063	1	1	1	89.4554266255442	1	145.135372694612	1	437.06131081169	1	31.121008394824	1	1	1	2891.75353129858	1629.84340324944	1	1
CXCR5	1	1	1	86.024013512578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CXCR6	222.104897086132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CXXC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.9910064944269	29.6296043413079	1	1	1	1	1	1
CXorf21	1	1	1	1	1	1	1	1	1	1	50.4706565008348	1	1	1	1	1	1	1	49.3579924239004	1	1	1	1	1	1	154.385160682361	1	1
CXorf36	1	1	383.260194565311	1	1	1	1	1	1	1	1	1	1	1	253.347248974329	1	1	1	1	1	1	1	1	1	1	1	204.633262345005	372.216966579628
CXorf40A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.7812347220098	1	43.0404157765401	1	1	1	1	1	1	1	1	1	1
CYB561A3	1	1	1	123.106386881805	1	121.505651465771	1	1	55.9885928466326	31.1192449677381	1	1	1	37.9896254115324	1	50.2753935289432	1	1	50.892084550713	68.9244190532656	25.7505072752564	1	1	1	1	123.234486373001	1	15.3048729266261
CYB561D2	1	1	1	1	1	1	1	50.9823487838338	1	63.36352322547	1	1	1	1	1	36.8627899704569	1	100.494435919895	37.0079835454352	1	1	45.4253903089161	1	1	1	1	1	1
CYB5B	89.3209870958015	90.2106631913211	64.917658353687	66.7898137911117	1	80.8505062789927	140.014155103501	1	57.1083328245975	42.2846950220803	1	41.9682339862173	1	39.2971512860643	50.9207811286532	50.6756905250097	1	1	34.9472690701561	66.5914563597162	21.9816910807246	45.5393942786028	63.6789533798094	1	124.411101280598	76.4720557409289	73.1919874566937	76.2320715187987
CYB5R2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.1859008274294	1	1	1	1	1	1	1	1
CYB5R4	1	1	1	1	1	1	1	1	1	1	79.5900459610657	1	1	1	1	1	1	1	49.6224156454678	1	1	1	1	1	1	41.3408913952751	1	1
CYBA	622.62983734455	420.061282429164	1	823.876282444532	176.378221930182	1181.73976006513	1267.36416405511	42.5873520689407	499.440416474628	234.267906783587	1484.55565245303	241.898679982234	254.37320732187	46.3851538668502	157.144198401641	127.065261984306	651.717777526155	1	1242.75784913115	280.680287288014	104.925458129927	178.446285356462	93.4925795152557	110.513570154144	505.823122077971	1083.89946343867	100.795228284661	1
CYBB	1	1	1	133.160988808225	1	141.489944524229	1	1	1	1	410.818268560761	1	1	1	1	1	1	1	566.896179332014	1	1	1	1	1	1	168.625030178101	1	1
CYBRD1	1	1	1	1	263.189362080022	1	1	85.0092744682493	45.3125462258619	67.8278567873377	1	184.8682677483	121.262713663212	1	38.2612925826028	1	1	204.379356803171	1	1	41.2073420429697	74.8417993560468	81.3897202401845	58.9945109421727	1	1	1	1
CYFIP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.1855491200006	1	1
CYGB	1	1	1	1	1	1	1	1	1	1	1	71.6442931648309	226.853185485638	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CYLD	126.580166738347	117.680306252281	1	105.298075536037	1	1	84.4326929577356	1	38.2064856715033	1	64.3567578065765	1	1	1	1	1	1	1	42.2031184922696	1	32.4824976126474	1	1	1	130.98549799215	68.8228313477826	1	1
CYP1B1	1	1	115.862397779469	1	419.257639642144	1	1	1	1	1	1	231.233679094873	1	1	1	1	1	1	1	1	1	1	1	1	1	1	85.4985071461318	1
CYP27A1	1	1	1	1	1	1	1	1	43.2052718473971	36.4571866839474	1	1	1	1	1	63.1062476309874	1	1	79.6374533501017	35.6825700909887	42.866771479988	1	78.3949791266919	1	1	1	1	1
CYP2R1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.9726773708607	1	1	1	44.6230878297816	1	1	1	1	1	1	1	1
CYP4B1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	247.037294439324	1	1	1	1	1	1	1	1	1	1
CYP4X1	1	1	1	1	1	1	1	62.7308979029406	1	56.2103545140363	1	1	1	1	1	1	1	315.125341235668	1	1	1	228.457765273561	1	1	1	1	1	1
CYP4Z1	1	1	1	1	1	1	1	109.000645955657	1	84.6532099918663	1	1	1	92.0371647736248	1	1	1	251.458320873303	1	1	1	71.5755927910744	1	1	1	1	1	1
CYP51A1	1	1	1	1	1	1	1	54.7534486988964	1	45.9174831362131	1	1	1	61.4386790539935	1	33.2555301763851	1	1	1	38.9362224691677	1	1	1	1	1	1	1	1
CYP7B1	1	1	1	1	59.7382199643815	1	1	1	1	1	1	43.440022912773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CYR61	1	1	400.299099690492	1	1855.76068033811	1	1	189.627244273253	201.628342114878	77.8069048873344	1	1529.37836368778	869.076400377745	134.299141197911	300.582094725887	58.2372822704917	1	1	1	79.6913507110242	455.030607984029	362.928923468604	1456.64707609333	414.244457696678	1	1	470.984893310409	588.995237529839
CYSLTR1	1	1	70.4458037756331	92.4487261688471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66.623355660947	1	1
CYTH1	1	91.2203900120993	120.15215766259	88.7190067737408	1	1	1	1	1	1	60.328878054769	1	1	1	46.1147954342655	1	1	1	70.4781792471193	1	1	1	1	1	1	51.1235474910793	68.5101241702305	1
CYTH3	1	1	1	1	1	1	1	1	1	1	1	54.4183230769781	73.4267724783108	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CYTH4	1	1	1	1	1	1	1	1	1	1	42.3675223032414	1	1	1	1	1	1	1	69.5017188208477	1	1	1	1	1	1	61.3893535640987	1	1
CYTIP	738.494998893801	702.171419902255	1	368.052670904798	1	490.807622994603	427.562590023584	1	1	1	81.6195463715811	1	1	1	1	1	142.583124765925	1	55.5144198706947	1	1	1	1	1	460.998579004205	239.243519015448	1	1
CYTL1	1	1	106.317747023381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CYYR1	1	1	294.972335055521	1	1	1	1	1	1	1	1	1	1	1	293.440936919876	1	1	1	1	1	39.6319158675922	1	1	1	1	1	405.062050032865	40.3892634013502
DAAM2	1	1	1	1	1	1	1	1	1	1	1	1	77.0751667986894	1	1	1	1	1	1	1	1	1	1	103.916372813807	1	1	1	1
DAB2	1	1	113.50539718524	1	152.939811203219	1	1	1	1	1	98.5542141646257	210.298674902438	57.6427283712448	1	123.163901699677	1	1	1	633.256980371035	1	1	1	1	1	1	42.5139752793127	108.108639828505	1
DAB2IP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76.6030669797561	1	1	1	1	1	1	1	1	1	1	1	1	1
DACH1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.5302815457761	1	1	1	1	1	1
