NAME	T cells CD8+	T cells CD4+	Endothelial ACKR1	B cells Memory	CAFs MSC iCAF-like	B cells Naive	NKT cells	GenMod1	GenMod3	GenMod6	Monocyte	CAFs myCAF-like	PVL Immature	GenMod7	Endothelial RGS5	GenMod2	Plasmablasts	GenMod5	Macrophage	GenMod4	Luminal Progenitors	Mature Luminal	Myoepithelial	PVL Differentiated	NK cells	DCs	Endothelial CXCL12	Endothelial Lymphatic LYVE1
CLGN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.2775295514048	1	1	1	1	1	1	1	1	1	1
CLIC2	1	1	109.033601801552	1	1	1	1	1	1	1	1	1	1	1	64.8361614696273	1	1	1	34.6317394338488	1	1	1	1	1	1	51.976441728975	70.6049554927467	310.965597452051
CLIC3	105.160738425098	1	1	1	1	1	474.351562547168	58.9013402090107	1	112.074769905825	1	1	1	61.3991379188512	1	1	1	1	1	1	1	1	1	1	286.142865040275	312.173730899566	1	1
CLIC5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.9974678151687	1	1	1	1	1	1	1	1	1	1	1	101.128228392515	1
CLINT1	1	1	50.5241651067149	75.9072689255822	1	1	1	65.5920462771734	47.3824702052643	59.9832723923483	49.7245996915088	72.9687879147214	1	46.2894600341885	67.9614738336719	47.2835730040349	53.1156004832077	63.4304653542401	47.7745982493294	31.6056035183009	56.45310877796	65.9234718811737	1	48.3195086554232	1	72.8596895050822	61.4024461297749	60.3384129733163
CLK4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.0771882157236	1	1	1	1	1	1	1	1	1	1	1	1	1
CLMN	1	1	1	1	1	1	1	68.4009824128208	34.960192792153	47.7373848908359	1	1	98.5128731546345	77.3634163274517	1	46.8497590148034	1	58.8625693734202	1	49.3966560215609	38.2866149868137	142.098923415899	1	153.804053280104	1	1	1	1
CLMP	1	1	1	1	57.9272364327236	1	1	1	1	1	1	85.1702517168361	1	1	1	1	1	1	1	1	1	1	50.7513161900012	1	1	1	1	1
CLN3	1	1	1	1	1	1	1	89.3353576936438	33.0307611220881	89.512376755838	1	1	1	79.9827677651872	1	97.160844301731	1	95.5187942509216	1	65.350686434934	28.5250954520153	97.0933392379739	1	1	1	1	1	1
CLN5	1	1	1	1	76.5370733985423	1	1	1	1	31.2834696946361	1	47.5383525881367	1	1	1	27.1622262911945	1	1	39.9177103722534	1	1	46.2238081328112	1	1	1	1	1	1
CLN6	1	1	1	1	1	1	1	1	41.4764525039383	1	1	1	1	1	1	1	1	1	44.7066913542502	66.6765088681524	29.0439784418396	1	1	1	1	1	1	137.414747719827
CLN8	1	1	1	1	1	1	1	1	1	1	50.6921861638924	1	1	1	1	1	1	1	33.3033232542938	1	30.008028563961	38.4245981230185	1	1	1	132.946812407473	1	1
CLPTM1L	1	1	1	1	1	1	1	1	1	32.9152549658815	1	1	1	1	1	1	1	33.7561615609065	1	1	1	1	1	1	1	1	1	1
CLSPN	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.3293766511808	1	1	1	1	1	1	1	1
CLSTN2	1	1	1	1	1	1	1	1	1	1	1	1	84.0870214259945	1	1	1	1	1	1	1	1	45.5027676380314	1	1	1	1	1	1
CLSTN3	1	1	49.938609283885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CLU	1	1	1146.5247460759	1	491.224256411628	1	1	777.933008702737	251.571856649471	628.576422948125	1	149.260664984784	1	439.768551273887	138.899343093768	191.608828824957	1	565.850064085353	1	85.196595017199	983.832637713497	655.780239287113	1218.91718217463	197.417119312807	1	1	403.124253691031	290.792435895528
CLUH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.1867211884368	1	1	1	1	1	1	1
CMAS	1	1	1	1	1	1	1	35.0927805268067	96.2606244598342	45.5893950497246	1	1	1	50.4784766234453	34.931610483462	91.4126014353822	1	44.994353419871	1	102.759054819226	46.9626393336825	32.4235397877151	46.5707562077089	1	1	1	1	1
CMBL	1	1	1	1	73.1046505205125	1	1	69.0512279660789	38.5316755575914	52.5407891336471	1	1	1	49.4186494761739	1	62.8654571386871	1	128.747089897955	1	36.3320128901402	1	120.444065365943	1	1	1	1	1	1
CMC1	120.305128222531	1	42.1716454587648	1	1	1	288.193350822826	45.5648253247466	48.304758681506	46.8057247147158	1	1	1	37.9483341770144	58.2465553503077	51.6883424408009	1	85.4040493584226	52.3854126676428	42.985454947954	29.734048898273	43.7721454250262	1	1	541.041464718106	1	40.4395831461707	1
CMC2	155.293969969159	113.238814982992	1	1	1	1	128.586572705862	36.5821287148718	74.331036781519	40.7005264877143	103.343450611411	56.3572273308127	70.4531376358408	37.0300970763058	34.3661757254831	33.0095975240097	1	1	66.9416131087999	111.235069243397	41.0777405887024	44.36238915344	1	1	135.439267302052	62.0075399126175	65.6724855752768	40.2286524310317
CMIP	1	1	212.7467762833	1	1	1	1	1	29.8543011379632	1	48.6248018641068	1	1	1	113.187123649301	1	1	1	52.0553965636312	1	1	1	1	1	1	24.1071058642638	116.164967097365	1
CMKLR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	78.2707947983649	1	1	1	1	1	1	1	1	1
CMSS1	1	1	1	1	1	1	1	1	70.3479535704316	1	1	1	1	1	1	48.135009134193	1	1	1	84.4104494722997	1	1	1	1	1	1	1	1
CMTM3	95.3194862958216	77.3844154301562	1	1	98.5541086234517	1	1	1	43.44232795265	1	93.3805079390896	181.980423347746	53.5764395333601	1	75.5705429678826	1	1	1	119.837120304758	1	1	1	61.7259369788623	1	1	70.0363599153112	1	74.7597004689496
CMTM7	1	91.5093026363274	1	1	1	1	1	1	57.6425675685436	1	104.137185011725	1	1	1	1	1	1	1	128.315234168772	1	148.571010690741	1	87.334310731549	1	1	56.465940820143	1	69.8735564272962
CMTM8	1	1	64.0888976184034	1	1	1	1	53.4370902621028	39.7949350141672	52.4145681047552	1	1	1	56.6390150654423	61.7806279051502	58.5366806119448	1	81.4697698872267	1	35.6976888682807	113.364968885486	43.2971577625642	1	1	1	1	86.1721178662007	1
CMTR2	1	1	1	1	1	1	1	1	1	1	1	1	1	46.1343514617948	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CMYA5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.0263904242179	1	1	30.5010232572791	41.050016975701	1	1	1	1	1	1
CNFN	1	1	1	1	1	1	1	36.0586278802915	1	36.5230750117015	1	1	1	53.2800908872	1	48.6347631640847	1	1	1	50.5090058739252	1	1	1	1	1	1	1	1
CNIH4	1	1	140.573268441654	1	143.695816791265	1	1	129.435176341336	161.391337361263	181.516827375748	39.8541089647641	124.107055055132	76.3597300624087	99.3526474789533	80.4518954774154	144.28979057762	1	104.814920701631	70.5803183647513	213.162289393035	44.7661334177245	68.9459020137635	102.329680231916	104.775877838136	1	1	86.3743398745782	1171.81797810749
CNKSR1	1	1	1	1	1	1	1	38.5363919780358	1	31.0494393455512	1	1	1	38.2417845389604	1	1	1	1	1	1	32.1561655299234	45.3083218336264	1	1	1	1	1	1
CNKSR3	1	1	167.290096627683	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.3210983283831	1	1	1	1	1	82.084982996242	1
CNN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1111.87955211303	265.995649059217	1	1	1	1
CNN2	401.695689993398	281.609804598328	1	227.570651402677	259.87554144155	280.286416802543	207.697721676575	66.2582370983851	237.265561678887	68.6453512999771	128.806854511441	358.435674573133	112.967595520505	94.3346688550951	59.8256232688749	91.0984308545876	1	1	91.6020669466536	121.290886494818	131.48134213002	85.8910488452123	621.738685765869	138.430854716255	258.932102295645	229.186634470372	1	1
CNN3	1	1	435.377421776971	1	317.422857033034	1	1	126.166354587785	224.680117199553	184.252201115929	1	505.255929830689	422.327562374036	135.414600897209	353.976797764478	128.284376070104	1	112.035990285606	1	166.419254724479	144.901810261408	251.529002954945	247.043109145613	422.640551734751	1	1	232.281667415638	577.652052967811
CNOT1	1	1	1	1	1	82.2345217094462	1	1	36.9417316315071	1	1	1	1	1	1	1	1	1	36.5945880651337	35.0938765580519	25.64768830611	1	1	1	1	1	42.0995511452317	1
CNOT2	131.574221049872	103.305049580014	60.7931916645029	80.5326694934595	89.8828959077986	111.061664223646	109.934640561337	42.0962064011874	42.4740953169514	47.3671561507277	45.358872210803	72.7748597315981	82.1736247051166	47.3480295637941	82.4701638454244	36.4510807237409	1	61.5471650645469	45.1286561235144	31.3084796894245	46.0383135690539	70.5560794661963	83.7422532363222	70.3873847187232	258.485333059312	75.7488994643908	74.5883828504612	1
CNOT3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.0721732488244	1	1	1	1	1	1	1	1
CNOT4	1	1	1	1	86.4901577927936	92.4015016852475	1	51.1402011438661	46.8846819494255	42.0693269201159	1	45.8765803615685	1	56.7134389050701	57.811005553692	38.1729675340133	1	57.0767929930021	41.9365666044603	35.5405564059989	35.3321823588412	58.4300464638459	82.2348722369199	1	78.1101263233196	39.6386450847243	56.4391738571696	1
CNOT6L	196.36081447926	198.352371253938	65.9000347528798	1	1	129.97315286575	1	1	1	1	1	1	1	1	86.3776760669379	1	1	1	1	1	1	1	1	1	230.820940251707	62.5300515380399	105.442095738263	1
CNOT8	1	1	43.9851702606378	1	1	1	1	1	1	1	1	1	1	1	32.8582689195265	27.4480847858146	1	1	1	1	1	33.8537682657047	1	1	1	1	99.729152277999	1
CNPPD1	1	1	53.5335801667905	98.5153259200119	1	147.871653087427	1	52.3186915863213	38.840238082801	47.8739724110857	1	1	106.649089247321	54.5640347493491	47.7174795792158	49.0028111257946	1	61.4062604738369	41.38999882028	55.3172213649946	34.0102360947933	51.4940814303055	51.6384792153523	1	1	85.2443602994493	50.1112755315228	1
CNPY2	1	1	1	1	1	1	1	81.4903934617942	69.8593778794191	132.57662377541	1	79.830286429957	1	88.739091983685	71.7554250533444	98.2880674246015	1	110.593804221403	1	60.0183178043741	66.6209495411698	49.0387300715078	1	1	1	36.3792213226439	1	1
CNPY3	105.348170568567	91.4374579794612	54.4313254253859	230.945471055039	82.551928887753	225.134083415606	92.6520940417744	45.0236471081375	71.4967393042889	51.9167066513693	199.457632455294	81.6061320600101	1	59.3140982333067	58.2237044097556	57.6117708616545	1	69.9305003198793	228.678629262481	74.8633192185542	26.7985871701511	51.0750065823909	58.5751013858369	1	1	202.109540251038	58.0858136000598	1
CNPY4	1	1	1	1	1	1	1	1	1	1	1	47.1336695630461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CNRIP1	1	1	81.5702011578442	1	63.9321777966972	1	1	1	1	1	1	58.887351674667	86.6540416413112	1	87.1380437466685	1	1	1	1	1	1	1	1	56.0776350397503	1	1	83.2536739800683	1
CNST	1	1	58.6286062917434	81.7148183356358	1	1	1	50.5006353230112	1	1	1	1	1	53.8419931652786	46.7548108882829	1	1	1	1	1	1	1	1	1	1	1	1	111.053268544495
CNTLN	1	1	45.1957187925479	1	1	1	1	1	1	1	1	1	1	1	35.9326927310821	1	1	1	1	1	1	1	1	1	1	1	39.1186397098222	1
CNTNAP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.390612577087	1	1	1	1	1	1	1	1
CNTNAP3B	1	1	71.1758474039026	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CNTRL	1	1	1	81.8737884196369	1	134.910072953063	1	1	1	1	1	1	1	1	1	1	1	1	48.6906368568672	1	1	1	1	1	1	80.9589293156203	1	1
COA1	1	1	39.1376254497805	1	1	1	1	50.7547085457705	75.6209876502091	46.3633250885756	48.7215696140564	1	1	53.9966200677021	37.608249083775	68.515576206357	45.9861303553398	61.2470902520722	1	88.3837874300987	27.243652075151	45.1257509315556	1	1	1	64.2292307128623	1	1
COBL	1	1	1	1	1	1	1	49.2693681063746	1	56.1864433970047	1	1	1	61.8860414483824	1	28.3860730716167	1	1	1	37.6725767941177	78.256650934213	52.2515075284756	1	1	1	1	1	1
COBLL1	1	1	1	103.506705389077	1	117.981643176446	1	1	1	1	1	1	46.6259787986953	1	1	1	1	1	1	1	1	1	1	95.9050439748302	1	1	99.3529223496835	1
COG2	1	1	1	1	1	1	1	1	1	30.5155168833379	1	1	1	1	1	1	1	39.7481324506178	1	1	1	1	1	1	1	1	1	1
COG7	1	1	1	1	1	1	1	1	1	30.6561968735015	1	1	1	1	1	23.9746969557762	1	36.7878951069158	1	1	1	1	1	1	1	1	1	1
COIL	1	1	1	1	1	1	1	34.8319821480338	1	1	1	1	1	44.9835990356912	1	41.3771090367679	1	51.8107878722507	1	41.1479109626094	1	37.3479976295816	1	1	1	1	1	130.836544913808
COL10A1	1	1	1	1	1	1	1	1	1	1	1	448.029580962199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COL11A1	1	1	1	1	1	1	1	1	1	1	1	331.306061067148	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COL12A1	1	1	1	1	136.662453165305	1	1	1	1	1	1	587.307651773726	65.9361803609603	1	46.4694118582439	1	1	1	1	1	1	1	1	76.4119562989657	1	1	1	1
COL14A1	1	1	1	1	393.080103660136	1	1	1	1	1	1	517.644524849747	198.051641807861	1	1	1	1	1	1	1	1	1	1	249.562384995939	1	1	1	1
COL15A1	1	1	504.579790425718	1	147.192737619256	1	1	1	1	1	1	172.302942020384	1	1	520.418816945511	1	1	1	1	1	1	1	1	1	1	1	210.79581207286	94.7228694117455
COL16A1	1	1	1	1	85.3827524116805	1	1	1	1	1	1	175.161576750119	1	1	1	1	1	1	1	1	1	1	58.5821713117893	1	1	1	1	1
COL17A1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	254.928975128718	1	1	1	1	1
COL18A1	1	1	136.152320507479	1	157.931861113316	1	1	1	53.4702694965407	1	1	555.746282420875	1448.11175701656	1	340.432665520383	1	1	1	1	1	1	1	1	1013.52686466455	1	1	258.977139011692	53.0111979776368
COL19A1	1	1	1	1	1	102.160372221017	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COL1A1	1	1	1	1	3128.71484769489	1	1	1	343.746904155092	1	1	16421.3583538326	1827.51174896868	1	96.039885669408	1	1	1	1	1	1	50.5326170368995	69.9142148037165	703.5034749946	1	1	1	68.6037693989059
COL1A2	1	1	1	1	2876.32086714562	1	1	1	391.1712310965	1	1	12037.9414900838	1965.08838902571	1	158.126983557291	1	1	1	1	1	1	1	1	620.864964355421	1	1	1	1
COL3A1	1	1	1	1	2621.32307988495	1	1	1	238.386635563619	1	1	9931.30156157645	1756.26862340197	1	153.415076227463	1	1	1	1	1	1	1	1	390.440352293936	1	1	1	1
COL4A1	1	1	328.688085194514	1	139.797906098125	1	1	1	1	1	1	344.876023482803	856.729112214953	1	1315.26217369937	1	1	1	1	1	1	1	1	393.008318979945	1	1	522.302368292414	376.863717383552
COL4A2	1	1	356.604800678576	1	256.202339119936	1	1	1	1	1	1	348.260020047969	786.501124076034	1	1136.25083215457	1	1	1	1	1	1	1	68.6463203826506	551.888899035923	1	1	422.574166487538	257.626340487093
COL4A5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.3731188530303	1	1	1	1	1
COL5A1	1	1	1	1	177.810779284395	1	1	1	1	1	1	653.02772705233	154.599083998698	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COL5A2	1	1	1	1	356.25202058558	1	1	1	45.6823092607606	1	1	1202.40865505121	391.276127643905	1	1	1	1	1	1	1	1	1	1	107.586000804048	1	1	1	1
COL5A3	1	1	1	1	1	1	1	1	1	1	1	96.8000612837921	140.195302369857	1	1	1	1	1	1	1	1	1	1	74.5422077373167	1	1	1	1
COL6A1	1	1	1	1	970.733751988248	1	1	1	424.504700724116	1	1	1930.35898635396	708.181686834361	1	58.7148400918854	1	1	1	1	1	1	1	122.363031963494	255.688858988303	1	1	1	30.5265660708569
COL6A2	1	1	1	1	1385.96162213318	1	1	1	260.947540129236	1	1	2497.7193366621	1232.06717507706	1	202.620820148549	1	1	1	1	1	61.0322069049544	1	67.9731430416547	561.969999676444	1	1	1	154.206424265121
COL6A3	1	1	1	1	828.581456004003	1	1	1	167.985150252586	1	1	1990.27781785353	430.659565796026	1	46.6063978119151	1	1	1	1	1	1	1	1	1	1	1	1	1
COL8A1	1	1	1	1	89.3962845620636	1	1	1	49.4740158739629	1	1	403.519501620574	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COL8A2	1	1	1	1	1	1	1	1	1	1	1	55.6769678182817	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COL9A2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	78.4524775766807	1	1	1	1	1
COLEC12	1	1	1	1	125.042049612744	1	1	1	1	1	1	56.5737201118718	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.6100723838276
COLGALT1	1	1	1	1	1	1	1	1	57.9264669450131	1	45.690693702778	69.3834494589632	1	1	100.338250089051	1	1	1	120.465327535633	1	1	1	1	1	1	1	1	67.8344966611625
COMMD3	1	1	1	1	1	1	1	50.4656655276888	1	64.0795443302833	1	1	1	1	1	49.0897358032457	1	48.7704879201039	1	1	1	1	1	1	1	39.7111400983339	1	1
COMMD8	85.7583890704947	1	1	1	1	1	1	1	36.5056911389603	1	66.3159979557811	1	1	1	1	24.2102542209262	1	1	55.4232507046861	33.9288553565927	1	1	1	1	84.4045423183837	47.6442382143896	49.0751186838473	1
COMP	1	1	1	1	1	1	1	1	1	1	1	343.748157877048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COMTD1	1	1	1	1	1	1	1	120.242881993788	42.9878566045466	158.731766678463	1	1	1	119.10533624652	1	93.2440872591932	1	72.3701922685347	1	76.2910427746647	23.0133120769913	1	85.9281525515682	1	1	1	1	1
COPA	1	1	63.3021971215116	73.9564068772419	1	1	1	105.828052958998	62.4284238610413	95.5000580809479	57.9816253154059	96.0191189017214	1	106.47385208776	59.9969563419022	64.9371638874378	1	146.540767464291	65.4167975390782	64.5791458362389	34.5173277752446	65.2615826739169	1	1	1	72.6378424454248	36.2875724038883	120.622429746204
COPB1	1	1	46.0909879128008	1	54.3483150164352	1	126.682619862215	76.1093129513398	46.150475003504	65.2655747896766	1	71.4747174011793	39.1216075818382	56.91142377515	47.3779093649205	54.8827661794322	1	95.8576640624839	1	42.7266402080471	32.9408173900995	63.3440611507426	1	1	1	44.0368126167013	73.2205288539327	1
COPS4	1	1	1	1	51.0103179917962	1	1	1	1	1	1	37.4014864480718	1	1	1	34.2510628241052	1	1	1	29.1101247657339	1	42.8413764329807	1	1	1	1	41.9557664665127	545.442570349967
COPS7B	1	1	1	1	1	1	1	1	39.8329376142537	1	1	1	1	1	1	32.9267429960605	1	1	1	52.4777985451064	1	1	1	1	1	1	1	1
COPZ2	1	1	1	1	1	1	1	1	1	1	1	63.6132268205593	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COQ10B	130.321170071004	110.935819798021	63.2522825730262	1	74.230949955542	1	124.883538696135	47.3773284587138	34.4878333873846	41.7955668714859	1	42.3689375372507	57.6502397468575	34.4552238686507	45.9904419951739	38.0284367639853	1	37.1983402209025	1	1	32.3792781756169	73.5762081144685	1	54.6922004491818	75.9200806881432	35.7344599570497	67.7697247774022	1
COQ2	1	1	1	1	1	1	1	1	1	1	64.3299750791029	1	1	1	1	1	1	1	42.8750362569502	1	1	1	1	1	1	1	1	1
COQ5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.5960102749261	1	1	1	1	1	1	1	1	1	1	1	1
COQ7	1	1	1	1	1	1	1	45.9477788462676	1	29.6227576680027	1	1	1	40.9534436380969	1	21.5417593720962	1	1	1	43.2430936882552	1	30.1251151968093	1	1	1	1	1	1
CORO1A	884.753718553061	646.831020191911	1	775.663598981101	1	823.301076548081	953.429787312135	1	1	1	403.034147088561	1	1	1	1	1	70.3669895487109	1	212.616312303227	1	1	1	1	1	487.967592435174	389.153657424261	1	1
CORO1B	115.314234135999	244.956905453948	105.673381219695	76.2808221239553	60.2136311985362	1	1	116.070734135093	124.940875435036	126.67753123051	126.092532139126	55.0750770944426	95.2891116138029	114.545908823854	80.4130373035048	138.434398443119	1	102.479062414389	138.05891558312	117.445300781789	51.9287958451217	113.48972644138	83.8785369383943	117.401772607861	1	85.3455548091826	111.89129981028	101.869961790234
CORO1C	1	1	46.7467153890097	1	1	1	1	1	43.5099618407313	1	79.0186191429908	1	1	1	34.7888068875458	1	1	1	75.0534116618967	25.6035608086327	1	1	54.1507089278708	1	1	92.7151948011869	1	1
CORO2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.7612520352911	1	1	1	1	1	1
CORO7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.5448863172102	1	1
COTL1	844.538532964024	517.443853732095	269.500859194994	546.039942550939	61.7945223064828	231.150580019451	143.043124204343	1	459.031166554977	47.5024443095773	1452.92036611481	78.1541870418583	1	1	129.937488871172	67.8633773886093	1	1	620.693038615816	202.147661602605	40.6405334117752	1	1	1	412.359088417842	1121.72503154535	1	175.716664408113
COX11	1	1	1	1	1	1	1	1	33.8001442941954	1	1	1	1	1	1	39.8641330473935	1	43.4016895100342	1	24.6373367056409	21.4825749364023	1	1	79.6355552608269	1	1	1	1
COX19	1	1	1	1	1	1	1	36.7314912566614	67.2043462114982	27.7643264820782	1	1	1	40.5092166201686	1	28.2690928173702	1	1	1	42.6841473859353	1	1	1	1	1	1	1	1
COX4I2	1	1	1	1	1	1	1	1	1	1	1	1	437.968207967933	1	74.8911383200935	1	1	1	1	1	1	1	1	329.982322097454	1	1	1	1
COX7A1	1	1	121.178804312812	1	117.18957380604	1	1	1	1	1	1	126.086668979222	185.64802239326	1	113.466569790837	1	1	1	1	1	1	1	38.2283810582681	190.745845183593	1	1	137.847162428581	1
CP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	132.058544368495	1	1	1	1	1	1
CPD	1	1	72.6902667934367	1	1	1	1	38.6109784213211	1	34.0210889150385	1	1	1	38.5668069587373	56.0629600979957	1	1	1	1	1	1	51.9953045047903	1	1	1	1	65.9675922712429	1
CPE	1	1	1	1	419.165903171345	1	1	1	1	111.130676362846	1	272.666945621378	963.690433124303	1	175.23396128411	1	1	1	1	1	1	1	221.928803685016	537.966696805199	1	1	1	1
CPEB4	1	1	1	1	1	1	1	53.8927607715696	1	29.3178013028235	1	1	1	64.1473275242487	50.2271759419987	31.6833606632534	76.0797228147821	74.0154888239013	60.4039657134843	1	1	96.9155505277697	1	1	1	1	1	256.643676392788
CPED1	1	1	1	1	67.0155200681956	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPLX1	1	1	56.1297584059927	1	1	1	1	1	1	1	1	1	1	1	34.8721847666973	1	1	1	1	1	1	1	1	1	1	1	1	1
CPM	1	1	1	1	1	1	1	1	1	1	78.6076562366888	1	146.073046388641	1	60.6356377924725	1	1	1	120.046426065111	1	1	1	1	152.708825971392	1	1	58.6463947315358	1
CPNE1	1	1	34.6943032655473	1	1	1	1	35.0615816020056	43.3248753797842	46.6941436154951	1	56.4555747072444	97.3387165210634	61.797553452483	1	56.6774678448609	1	59.0293108152418	1	51.3425187167306	23.2601815311631	37.6484433361832	74.4642722772791	62.0930608514409	87.2794585147464	28.8417529674421	1	95.1065920242852
CPNE2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.5995195441818	1	1	1	1	1	1	1	1	1	1	1	93.7387328234327	1
CPNE5	1	1	1	95.2642777041526	1	1	1	1	1	1	1	1	1	1	1	1	83.5866562631147	1	1	1	1	1	1	1	1	1	1	1
CPNE8	1	1	82.2311281636812	1	1	1	1	1	1	1	1	1	1	1	65.5894627930841	1	1	1	1	1	1	1	1	1	1	1	112.95827932046	72.4834980494883
CPPED1	1	1	1	1	1	1	1	1	1	1	91.3509552019045	1	1	1	1	1	1	1	44.9402947616457	1	1	1	1	1	1	61.8650935597368	1	1
CPQ	1	1	39.8562430918852	1	141.768209194501	1	1	1	1	1	1	117.4150788843	80.9134958493698	1	52.7188672893624	1	1	1	40.8109908704853	1	1	1	108.404677209725	78.6597530750994	1	1	1	1
CPSF2	1	1	1	1	1	1	1	1	43.6598577835516	1	1	1	1	1	1	1	1	1	1	29.0030497213313	1	1	1	1	1	1	1	1
CPSF3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.1945184045489	1	1	1	1	1	1	1	1
CPSF7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.7715163084362	1	51.355192823911	1	1	44.2843505378688	33.4437675757137	1	1	1	1	1	1
CPT1A	1	1	41.6358434565377	1	1	1	1	1	1	1	1	1	1	1	46.7963005644795	1	1	1	1	1	1	1	1	1	1	1	1	1
CPVL	1	1	51.7407051775343	1	77.624812630292	1	1	1	1	1	267.128797425799	1	1	1	1	1	1	1	209.670399601081	1	1	1	1	1	1	500.456302471518	1	1
CPXM1	1	1	1	1	170.425346208844	1	1	1	1	1	1	151.583776450497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPXM2	1	1	151.89474465514	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63.200061984542	1
CRABP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	292.560667375176	1	1	1	219.861263732957	164.310051178523	1	1	1	1	1	1	1
CRABP2	1	1	1	1	249.150109593155	1	1	582.403939134379	299.932623659911	722.206713100902	1	210.734442870488	1	422.184060581955	1	396.165654447951	1	863.543562469516	1	189.804499516267	307.106240830143	325.953843922882	59.102250894383	1	1	1	1	1
CRACR2B	1	1	1	1	1	1	1	158.280753231284	34.354475268394	169.645673525744	1	1	1	175.011091824911	67.7320267371848	127.371154286467	1	246.464741588749	1	109.820182033258	155.550048028913	403.726360538343	1	1	1	1	1	1
CRAT	1	1	1	1	1	1	1	72.4068723060875	35.8511393036054	60.7629585837452	1	1	1	53.0606897345444	1	1	1	54.2714853849402	1	1	1	1	1	1	1	1	1	1
CRB3	1	1	1	1	1	1	1	88.0665358030798	32.2869419422747	84.8521472823867	1	1	1	78.8935111905784	1	56.9170063170281	1	74.6692825918136	1	47.7117584226613	27.9725953726298	70.0518368626009	1	1	1	1	1	1
CRBN	1	1	75.1485086122271	1	93.3829844933849	1	82.7104505029012	37.1404279279937	31.6270525421007	40.2250928154625	1	99.4336327644368	50.2843028941381	49.7879001073509	74.0712787020976	51.448556277968	1	73.3094194676206	1	35.5591503108079	24.7912551953639	42.917654204772	1	77.9990525069476	1	1	123.334317648455	1
CRCP	1	1	1	1	1	1	1	1	27.7269892603854	1	1	1	1	1	1	1	1	1	1	29.075887907439	1	1	1	1	1	1	1	1
CREB1	1	1	58.3069566633658	1	1	1	87.83186770305	30.0579002597104	45.8059237123754	29.0118607871594	40.3660713699348	42.2235738298856	82.4026986106479	32.5428753584231	75.0825852087628	18.6468995129545	1	1	44.445834315765	36.7898143822396	1	43.3934848288888	1	1	1	26.1076520546695	53.5394270982236	1
CREB3	1	1	44.8407094838854	1	53.1197984289943	1	1	52.2977825287156	63.6327369021119	57.6284188672774	1	49.6533163192055	1	28.3484486334315	37.3485243733137	37.9911393018565	58.1478541262613	59.2011767193035	1	42.7763564403369	31.7085506342511	63.3968723326632	90.2556406153836	1	1	1	1	182.847742891445
