NAME	GenMod2	PVL Differentiated	NK cells	T cells CD8+	PVL Immature	GenMod7	GenMod3	Plasmablasts	GenMod5	Macrophage	GenMod1	T cells CD4+	CAFs MSC iCAF-like	Myoepithelial	B cells Memory	CAFs myCAF-like	Endothelial CXCL12	GenMod6	Luminal Progenitors	Endothelial RGS5	Endothelial ACKR1	GenMod4	Endothelial Lymphatic LYVE1	Mature Luminal	DCs	Monocyte	B cells Naive	NKT cells
SPIN1	27.0447488051412	1	1	1	1	1	26.6883325303251	1	49.8842290680371	1	1	1	1	54.9304712210037	1	52.4493344276031	60.7151781807647	40.868618258782	1	1	1	1	1	45.3825559645609	1	1	1	1
SPINT1	142.787445521682	1	1	1	1	151.050446646694	79.209251322723	1	152.103052696051	1	135.326726964139	1	1	126.65287897547	1	1	1	208.682379469499	170.30718036335	1	1	136.450769251412	1	144.097985666756	1	1	1	1
SPINT2	1070.16962176903	1	1	1	1	983.512358499485	626.668360513748	95.2683001103683	1258.26735256505	162.941817991553	1159.54167945689	1	1	750.300928816753	114.896096040638	1	1	1387.50576909995	488.321409526226	1	1	922.779379585915	43.3481633653521	1314.29622815883	234.64393675211	145.310022722186	182.260739093928	1
SPN	1	1	101.871588512824	95.049692525266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.0318956396602	1	1	208.720203666821
SPNS2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.935395185685	108.417037069323	1	1	1	1	1	1	1
SPOCK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109.15878904983	1	1	1	1	1	1	1	1	1	1	1	1
SPOCK2	1	1	123.421053205727	183.094854819162	1	1	1	1	1	1	1	325.856495750007	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPON1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108.851900918482	1	1	1	1	1	1	1	1	1	1	1	1
SPON2	1	1	1	1	123.340688806327	1	1	1	1	1	1	1	572.770420750078	1	1	738.129056348539	1	1	1	1	1	1	1	1	1	1	1	656.944516374094
SPOPL	1	1	1	1	1	47.1678695273186	1	1	71.0734666739332	1	34.4400571161345	1	1	1	1	1	1	1	1	1	1	1	1	77.438085088468	1	1	1	1
SPP1	1	1	1	1	1	1	1	1	1	2471.11286789479	1	1	1	1	1	1	1	1	1	305.918457154028	1	1	1	1	1	640.470381838854	1	1
SPPL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.4627645310301	1	42.8880925551786	1	1	1
SPR	50.4105027207551	1	1	1	1	48.9337569748724	77.2573588993503	1	58.932067661381	1	56.2096438293982	1	1	1	1	1	1	59.0250880077663	1	1	1	44.405587580707	1	50.3104623638837	1	1	1	1
SPRED1	1	1	1	1	1	1	1	1	1	104.419418762784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.6182109046672	1	1
SPRY1	1	1	103.662740060286	1	173.487907039847	1	1	1	1	1	1	1	375.187528826057	56.7073412584135	1	182.945409921512	398.215467729665	1	1	945.157602751874	1080.20543301953	1	606.000084550053	1	1	1	1	1
SPRY2	1	1	1	1	1	1	1	1	1	1	1	1	66.3069988220212	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPRY4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	105.22740717555	1	1	149.788693351351	1	1	58.0870402353357	1	1	1	1	1
SPRYD7	1	1	1	1	1	1	27.6924355340759	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.5407266851487	1	1	1	1
SPTAN1	25.4258647105955	1	1	96.8024048052943	87.0224005869591	57.8046299206015	54.1015049449699	1	77.2408437860833	1	31.1137985630835	103.740535354641	134.552970073994	1	1	101.512956215397	247.546447519505	31.8729122776805	42.1223165543382	121.815048350908	143.592950678414	29.2385126451081	70.757944761569	87.7472697722638	1	1	1	1
SPTBN1	31.1686974787509	115.713896785046	1	1	238.197053683751	68.2158771414223	78.075544749768	1	1	1	30.8585878086713	1	218.303304364321	120.971709009267	1	155.222256888361	606.33047141479	36.4447460774393	53.47827199325	588.905219960476	366.513648008428	72.5175106981934	750.854293403053	85.9631849049022	1	1	1	1
SPTLC1	1	1	1	1	1	1	26.4660560308445	1	1	1	1	1	1	1	1	1	1	1	1	42.439669868985	1	1	1	1	1	1	1	1
SPTSSB	43.7472466381919	1	1	1	1	89.1494520880121	1	1	74.3902478937774	1	116.513374619814	1	1	1	1	1	1	148.6434198901	1	1	1	1	1	1	1	1	1	1
SPTY2D1	1	1	91.5215380713904	1	1	40.4879380191665	1	1	1	1	50.0462359418284	1	1	1	1	1	1	39.7606220467351	1	1	1	1	1	43.5276106477903	1	1	1	1
SQLE	134.264438937509	1	1	1	1	256.576754961884	76.5690682160295	1	92.7297055046247	1	90.0613923847224	1	1	1	1	1	1	158.65132786301	1	1	1	161.343151136845	1	54.4862666875825	1	1	1	1
SRD5A1	32.7911468945088	1	1	1	1	55.0515889370257	29.1373254376218	1	1	1	1	1	1	1	1	1	1	28.6376434947475	1	1	1	34.4825106576195	1	1	45.7704647327722	1	1	1
SRD5A3	57.8924981449146	1	1	1	1	57.4221687776979	54.9148339661946	1	59.1759933289803	65.617687850411	113.938198556051	1	1	1	1	1	91.0769916705435	141.164901939576	1	1	1	55.9245410854124	46.2763447275227	72.2245248712955	1	43.5678562666402	1	1
SREBF1	26.575266138445	1	1	1	1	80.6435878883507	40.9274324527216	1	251.097081183224	1	54.4536968614224	1	1	1	1	1	1	54.1649544537729	1	1	1	33.6290593779767	20.7288603288187	40.9221697240458	1	1	1	1
SREBF2	34.6434439054837	1	1	1	1	73.7750683623217	1	1	1	1	1	1	1	1	1	1	1	34.7427105782308	1	1	1	43.309504217258	1	33.4862378001789	1	1	1	1
SRF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.1265882092293	1	1	1	1	60.6882173663048	1	1	1	1
SRFBP1	25.9122045444505	1	1	1	1	1	1	1	37.1570816032556	1	1	1	1	1	1	1	1	1	42.7495853267245	1	1	1	81.3797228440968	44.4982223160358	1	1	1	1
SRGAP1	33.7380378756439	1	1	1	1	50.5020807406725	1	1	1	1	1	1	64.6790563862885	1	1	52.1327587683875	1	1	1	1	40.6807215634903	37.565813183127	20.7288603288187	1	1	1	1	1
SRGAP2	1	1	1	1	1	1	1	1	1	47.175082249708	1	1	1	1	1	1	1	1	1	1	1	1	19.1300043237073	1	1	1	1	1
SRGAP2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.5564160274584	1	1	1
SRGAP3	1	1	80.8004467801464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	87.0070341449126	1	1	1	1	1
SRGN	1	1	4995.84281240482	2887.65614045038	106.2067441748	1	346.089008255247	300.909329949814	1	2191.80040801755	1	3388.58447086945	1	1	801.946923639647	1	1987.50379322625	1	1	501.758289424391	451.013368531163	1	460.325313341027	1	2545.92031490522	3792.29362835267	168.828492963192	3414.02168503429
SRM	61.4800078737047	1	1	1	54.616875809194	1	56.9458366858034	63.0590303335241	1	1	32.0486314934057	1	1	1	1	79.8911043490664	1	46.0166566269422	32.3278799396275	1	1	68.2316914047511	42.012684169146	1	1	1	1	1
SRP19	44.8845303562274	1	1	1	1	1	31.7728718974054	1	39.6291646640497	1	1	1	1	1	1	1	1	50.7739890360842	1	1	1	49.0193411427377	23.9174338089697	26.596980278229	1	1	1	1
SRP54	54.9764312200495	1	105.39710587101	98.8549478857187	72.7511093884932	66.9292436812902	43.7466278598443	65.7649005386007	77.0659237171844	1	40.2148005065372	1	1	1	1	50.8527878062562	48.1410087422718	64.3783433796272	50.4418988673222	1	59.5053799784875	47.2021438220058	54.2171262718387	77.8119013231794	30.7662263970741	60.7931687454979	1	1
SRP68	48.7767585398107	1	1	1	1	1	37.8587030518004	1	39.4523283239001	1	1	1	1	1	1	1	1	1	46.4125727920928	1	1	50.524897513797	53.2903627167403	29.2314773397888	1	1	1	1
SRPRB	63.5183459419023	1	1	1	1	50.0064995849666	55.2832781813318	82.9781983607427	71.1212690620493	1	38.2915446388391	1	1	1	1	68.6186962084098	68.769298909389	66.7509764291814	61.7263453355729	48.8719261845876	1	70.5289095683072	43.3481633653521	66.079861986453	1	1	1	1
SRPX	1	1	1	1	121.879687657182	1	54.6012079157315	1	1	1	1	1	512.449823959254	1	1	243.709448926746	1	1	1	1	1	1	1	1	1	1	1	1
SRPX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	122.710278193148	1	1	1	1	1	1	1	1	1	1	1	1
SRRT	31.3271781354853	1	1	89.7169538074948	1	54.941728801792	49.0546521713459	1	38.9798301686934	1	37.1677502705035	1	1	48.5941843328623	1	1	1	30.9950962526219	35.3440373196286	1	1	63.5883674209285	1	41.7415051569615	1	1	1	1
SRSF8	49.110348051735	1	74.8169251151633	1	1	56.2095808873038	74.644108549062	1	1	1	40.7132709115156	1	72.1221851809225	106.759385028558	1	1	92.7321899202369	42.1858990322359	62.4653028695136	53.1699318805028	50.3832210813731	61.0523248587998	72.0640878623958	59.6784946873389	1	1	1	96.1556768343771
SS18L2	54.1322695737437	1	135.311879417088	141.750284047677	1	59.8527337584075	52.0516665440103	1	106.044219401264	38.894268828781	98.5694270402796	142.344369187142	53.1958980960684	1	99.849595481879	53.6948328056039	57.8394164413138	68.9562535723106	45.0490477251396	1	58.9610433247785	46.6147614832618	40.7569448125053	61.748541058991	92.5962314157629	46.5805117895355	101.173909934933	186.26214657571
SSBP2	27.1709695415034	132.127603265236	88.2202142714079	1	115.34433591147	1	1	1	51.8193983916006	1	43.0304612252827	1	123.459102320844	142.175922379558	1	52.0716940810089	1	26.2569324980555	52.1962948399953	1	1	1	1	31.777851790132	1	1	1	1
SSBP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.7589920093144	1	1	57.3940759349782	1	1	1	1	1
SSC5D	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.0994117471574	1	1	1	1	1	1	1	1	1	1	1	1
SSFA2	1	1	1	1	1	159.48410139794	63.9386961596202	1	84.0237309996539	38.4780528568182	185.554564564279	1	1	1	1	1	187.095090891958	165.955394590159	53.6005630290634	94.8832109276325	87.3619814960533	33.9370296262582	131.123842869121	30.4765338267756	30.7743874013932	1	1	1
SSH1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.628014741839	1	1	1	49.3469533823681	1	85.1202332173561	1	1	1	1	1
SSH2	1	1	1	1	1	1	1	1	1	41.5369158158023	1	1	1	1	110.82054259866	1	1	1	1	1	1	1	1	1	1	88.0597786903674	230.947061238533	89.043000079243
SSH3	1	1	1	1	1	1	1	1	46.488802073502	1	33.2148973718584	1	1	1	1	1	1	33.186223788727	1	1	1	1	1	25.2165178472039	1	1	1	1
SSPN	1	122.518020776249	1	1	73.918834390588	1	76.8208861547528	1	1	1	1	1	314.142545856346	340.060650231027	1	268.355119872106	1	1	50.0859866534298	1	1	1	1	1	1	1	1	1
SSR4	562.097716555399	260.225348295442	393.5589713561	396.298556569371	290.801589869839	451.776769925919	433.364180000371	4400.5123361156	485.242929764053	372.544059282437	445.665259076508	409.978055293611	367.540161588496	202.158213170503	324.929416973183	503.373623298767	517.872229226748	856.788542023566	358.955298507574	450.803891789742	371.405816149886	448.854233371147	301.015819700923	508.988609075267	504.052959307439	331.754079584984	407.202964332223	610.577314437466
SSTR2	1	93.8453584613778	1	1	188.574893345704	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SSX2IP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.3473300510706	1	1	1	1	1	1
ST14	1	1	1	1	1	40.9089388946249	30.6960179927768	1	1	35.5969100850845	1	1	1	1	1	1	1	51.391847855565	43.2026911231648	1	1	29.5159440215633	1	56.4650225847107	1	1	1	1
ST3GAL1	1	1	160.523771947792	85.5759644334592	1	1	36.1266920341301	1	1	58.6342068379789	41.376509409188	1	61.1846658024084	1	1	1	1	1	1	67.4599525498666	41.7095545472121	1	57.893320337367	33.311190054472	42.9681229832937	67.0110000017576	69.310075631725	1
ST3GAL4	72.1612274795883	1	1	1	1	51.3908130714301	121.05367795053	1	1	1	38.2394407971123	1	65.9324196368675	1	1	65.0494814818531	1	65.1643655846101	1	1	1	106.161577316	1	1	29.6296760544033	1	1	1
ST3GAL6	1	1	1	1	1	1	1	1	1	50.2964711790674	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ST5	1	1	1	1	79.9641921308109	1	1	1	1	1	1	1	106.469922968688	144.575233538197	1	81.9858882360675	1	1	1	1	1	1	73.6331741242964	1	1	1	1	1
ST6GAL1	1	1	1	1	1	1	1	64.4808601783649	1	45.1919198129469	1	1	1	1	153.812135697576	1	1	1	1	1	67.1280153782167	1	39.9157828524359	1	1	1	1	1
ST6GALNAC2	39.8462662636906	1	1	1	1	1	1	1	63.1392615289807	1	47.7485059177009	1	1	67.9254478389444	1	1	1	36.1027940074293	1	1	1	41.9474667427121	1	1	1	1	1	1
ST6GALNAC3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.2992005982746	1	1	1	1	1	1	1	1
ST6GALNAC4	1	1	1	1	1	1	1	83.6386445349847	1	1	1	1	1	1	1	1	35.6921065219468	1	1	1	1	1	1	1	91.9489762827608	1	1	1
ST6GALNAC6	1	96.17709240668	1	1	130.369211224567	1	1	1	1	1	1	1	1	1	1	62.1173618878702	1	1	1	54.6166490681068	41.7036655645451	1	1	1	1	1	1	1
ST8SIA4	1	1	1	1	1	1	1	1	1	81.4363522929984	1	1	1	1	74.2634270388122	1	1	1	1	45.2517808809365	1	1	1	1	65.192694563974	55.229943231277	1	1
ST8SIA6.AS1	45.2172254120406	1	1	1	1	1	35.1195604423379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.9665542922406	1	1	1	1	1	1
STAB1	1	1	1	1	1	1	1	1	1	365.350954098393	1	1	1	1	1	1	42.1251137724204	1	1	117.411236428578	101.870228766344	1	97.759201981015	1	1	118.101697798834	1	1
STAC2	1	1	1	1	1	1	1	1	1	1	1	1	1	193.204291780977	1	1	1	1	161.849815352694	1	1	1	1	1	1	1	1	1
STAC3	1	1	1	1	1	1	1	1	1	46.3932600972878	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.6404823242744	1	1
STAG2	31.0390341550002	1	76.3398535632187	1	49.9288524141977	48.1321548982312	23.8035871110664	1	39.710456414052	53.0500813729478	28.5569330008183	1	69.618075239501	1	1	43.2452855589083	53.8773173512411	34.1398228114978	36.200445123803	37.9432061549302	50.5838541458214	36.0761502006696	1	55.0529822248189	52.80547888031	1	1	1
STAG3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	371.119295123024	1
STAM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.1660318112217	1	1	1	1
STAP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76.4567716599703	1	1	1	1	1	1	1	1	1	1	1	177.071414252925	1
STAP2	78.8732532835734	1	1	1	1	63.3388951529324	36.5942630190967	1	50.7882406152522	1	47.7380630682091	1	1	1	1	1	1	52.9661125412858	61.0594608864615	1	1	58.4805686877877	1	56.7012187389038	1	1	1	1
STARD10	350.879777858574	1	1	1	1	181.617412443791	36.3171899424105	1	461.078167190679	1	265.569803685533	1	1	1	1	1	1	215.905592703043	1	1	1	94.8601435362545	1	166.169675343444	1	1	1	1
STARD13	1	1	1	1	57.1748566735197	1	1	1	1	1	1	1	1	1	1	1	78.9909970998477	1	1	1	58.3442503728321	1	1	1	1	1	1	1
STARD3	70.6279992836011	1	1	1	1	63.9619382494049	65.5956661333929	1	44.7744980846956	71.9485399014089	99.061705068291	1	1	1	1	1	1	138.308188789392	1	52.4760813049942	77.1515427757236	63.3543502311749	43.1182742574282	52.3057573682319	32.5575951839799	38.5907721603513	84.7332862889084	1
STARD3NL	34.8790723340922	71.2493694294259	162.693495899269	1	48.6019369808968	38.7726938455166	89.621911400834	1	59.0794049473611	80.6323450684944	48.8033000006811	1	1	50.6584763637494	1	39.8087574817481	82.5569163083468	44.5103460760756	1	88.6687311870429	79.3193752927801	50.9596692302957	65.5684661879587	52.2479538062212	35.5677364430666	74.7193551695748	1	158.654190565346
STAT2	1	1	1	1	92.2393984256733	1	1	1	1	46.0485115000576	1	1	56.4258329116925	1	1	76.9780378077582	1	1	1	1	1	1	1	45.1324824176055	71.2126081650445	49.3056930480394	1	1
STAT4	1	1	217.123526761346	188.815463373438	1	1	1	1	1	1	1	175.61680502228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	281.095068961066
STAT6	1	1	1	1	85.904764979134	1	26.6856169616889	1	1	49.0657630837676	1	1	1	1	1	1	1	1	37.7498848357029	1	63.7888800032565	1	1	38.5846093854901	40.5981677210189	57.0757620370414	1	1
STC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	473.664869382209	1	1	254.078936113363	266.341545812668	1	15.3622884557871	1	1	1	1	1
STC2	151.913794669174	1	1	1	1	1	1	1	858.756195023079	1	118.624509373113	1	1	1	1	1	1	1	1	73.1000681186016	1	1	73.6331741242964	815.046368505821	1	1	1	1
STEAP1	1	1	1	1	1	1	29.3540048333475	1	1	1	45.0165895503897	1	101.596114701939	1	1	73.8462536065042	1	73.7206763773991	1	1	1	1	1	27.9375748570917	1	1	1	1
STEAP2	1	1	1	1	1	1	1	1	1	1	44.379965913945	1	84.812679365914	1	1	59.1051968154421	1	52.6552114103658	1	1	1	1	1	1	1	1	1	1
STEAP3	1	1	1	1	1	1	42.5013252600735	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.0133478372269	1	1	1	1	1	1
STEAP4	1	123.364882746754	1	1	646.829417676506	1	1	1	1	1	1	1	1	1	1	1	1	69.6762385945064	1	63.6993264257028	1	1	1	63.8761890717823	1	1	1	1
STIM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.3458615706488	52.4217379566826	1	1	1	1	1	1	1
STIP1	80.7944573311742	62.5416108362598	147.037911910783	123.797898571496	79.7792877514645	79.3944456530806	66.0348835605206	1	40.3117661848677	55.331569886953	52.7810165601211	112.063186151062	1	83.2220546399615	1	48.9250077563922	37.7104146807723	52.6173468574876	60.4039618469302	57.622968324296	50.5810423693629	135.166609335362	24.9339584740135	65.0349154477647	1	50.9844674076545	1	1
STK10	1	1	1	1	1	1	1	1	1	36.9239083158207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61.6104868545956	1	125.409341819026
STK17A	1	1	352.32126282871	472.450083468215	1	1	122.177661238635	1	1	1	1	346.609932084506	1	203.344018845228	372.545347238292	39.7310288949331	1	1	1	1	55.7672246011207	59.8878349857788	29.7173345479716	36.767459964551	82.0773004498796	1	891.383402615171	221.559578458245
STK17B	1	1	376.906635676253	463.268137814161	1	1	1	1	1	73.3030453625654	1	449.878109602759	1	1	343.362139713242	43.888163962214	1	1	1	1	1	1	1	45.2821818185709	186.58485747087	216.515018738611	303.088391890021	355.604481017068
STK24	1	1	1	1	1	1	29.6648351028499	1	1	1	1	1	1	1	1	1	1	28.0751943732595	1	1	1	28.3051177172355	1	1	1	1	1	1
STK32C	1	1	1	1	1	1	37.1125208047005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.1290046405143	1	1	1	1	1	1
STK38L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.1303106680288	59.2126107472091	1	1	1	1	1	20.1505824000554	1	63.6795908896846	61.8028748245599	1	1
STK4	30.6712203791258	1	371.550767789212	533.219813392094	1	48.4880650705472	57.936774754464	78.1476865657578	1	92.4076466503548	46.5177169964928	633.83636105939	1	1	539.422358105316	1	1	32.9008628084512	1	1	1	39.2940585728816	1	27.7406651311535	262.373988341964	107.543729827331	459.943454078108	550.581795375011
STK40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.5997380704254	1	1	1	1	27.2796013740645	1	1	1	1
STMN3	1	1	1	1	1	1	1	1	1	1	1	1	85.1696744379017	58.0229186019131	1	58.2084616072828	1	1	1	1	1	1	1	1	1	1	1	1
STON2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.3940759349782	1	1	1	1	1
STRA6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.9339972699472	1	1	1	1	1	1	1	1	1	1	1	1
STRADB	1	1	1	1	1	1	1	1	1	1	32.5872900048866	1	1	1	1	1	1	26.8235840287126	1	1	1	1	1	24.6835139278274	1	1	1	1
STRBP	21.6303685101358	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.1063534334046	1	33.4817329216739	1	1	113.734994063484	1
STRN	1	1	1	1	1	1	33.7623309548054	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.1335212422403	1	1	1	1	1
STRN3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.2567039865522	1	1	1	1	1	1	1	1	1	1
STRN4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.7583172217051	1	1	43.9040302582083	1	1	1	1	1
STT3A	38.5132883485545	1	1	1	1	1	36.4837467516548	1	1	1	1	1	76.5025607613082	40.5937331558667	1	45.8641581016245	1	36.4753262352879	35.0458913545063	1	1	49.6858789645906	1	58.3084534619356	1	1	1	1
STX11	1	1	94.9981269347498	1	1	1	1	1	1	119.0688058263	1	1	1	1	1	1	1	1	1	1	1	1	1	1	159.689944500677	225.160219799915	1	1
STX17	1	1	1	1	1	1	1	1	1	1	1	1	62.3614630850813	1	1	38.5927981797626	1	1	36.7917527823524	36.8035689595645	1	1	1	35.530577056976	28.5431311576091	1	1	1
STX18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.2340926657363	1	1	1	1
STX3	29.7285455385183	1	1	1	1	48.3402450650238	1	1	1	1	49.912930657162	1	1	1	1	1	1	29.9541515676875	26.0016808238366	1	1	1	33.7561479425663	38.1183934906524	1	1	1	1
STX5	48.4774519159997	1	1	1	1	53.501656458221	43.1543276508434	1	1	1	43.801980537289	1	1	1	1	52.1868074308456	66.2490686161627	53.4483011438848	43.2099772835691	1	1	41.8434106429002	1	73.8451490892535	45.5188708554044	1	96.3087773614669	1
STX6	1	1	1	1	1	1	1	1	1	39.3627328353436	1	1	1	1	1	1	54.4585912952135	1	1	1	1	1	1	1	1	38.4051445796553	1	1
STX7	32.7134156496149	1	1	1	1	1	29.83524009473	1	1	118.565231652675	1	1	1	1	151.497025670322	58.0614707339249	48.5414866515683	37.4285706946445	1	1	1	32.6298684970755	101.950461115402	30.269446819056	85.2214313275699	75.0411055870014	259.849149367627	1
STXBP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.6000919853834	62.2612649216164	1	1	1	1	1	1	1
STXBP2	40.6677162974164	1	1	1	1	1	29.0166530211528	1	53.0027166693146	51.1838437760969	39.9805544397361	1	1	1	1	1	1	47.249819005366	1	1	1	1	1	30.0533017897872	1	158.301911662503	1	1
STXBP6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.9356168088455	1	1	1	1	1
STYX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.1426588885321	1	1	1	1	1	1
SUCLA2	27.3495411711945	1	1	1	1	1	29.6064044231119	1	1	1	1	1	1	1	1	37.5898581829528	1	1	1	1	1	1	1	1	1	1	1	1
SUCO	42.4852724984849	1	1	1	1	103.847176262717	46.6852446807517	1	84.4745842603063	1	89.4342679330134	1	1	65.5111882368429	1	1	1	65.7717401783984	43.0823007039754	1	1	51.3671005774704	30.5794484701293	66.3346922976756	1	1	1	1
SUDS3	72.6032005283035	1	1	1	1	75.6425506684616	68.4926818175864	1	70.3046362931841	1	78.8446128808243	1	1	53.2069331767742	1	1	1	65.5932648653789	61.5920849647819	1	1	79.57016567419	1	124.24329187629	1	1	1	1
SUGP2	1	1	1	1	1	33.4619795216497	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.2890251597865	1	1	1	1	1	1
SULF1	1	1	1	1	1	1	1	1	1	1	1	1	72.4592542734557	68.1250719081351	1	463.901513065775	200.167868300835	1	1	1	1	1	1	1	1	1	1	1
SULF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	112.930568244465	178.528786272763	1	1	96.9115764505728	108.899508497672	1	146.489257574072	1	87.2472989641657	1	1	1
SULT1A1	33.8604853040429	1	1	1	1	1	1	1	60.6884481087891	1	30.5088854539885	1	1	1	1	1	1	36.6227665486962	1	1	1	1	1	1	1	1	1	1
SULT2B1	50.9337141272824	1	1	1	1	1	1	1	1	1	39.4973295478837	1	1	1	1	1	1	41.9307262591778	1	1	1	1	1	56.9973095539882	1	1	1	1
SUMF1	29.50139398129	1	1	1	1	34.2169265966098	32.7897748120145	1	97.1583883198985	1	46.5701858096345	1	1	43.4942772639117	1	40.8186175942572	1	49.0570587463578	1	1	1	1	1	44.327444801799	1	1	1	1
SUMF2	66.9421707177471	59.8993334406741	1	1	68.052687828758	67.384524831116	64.4354181412573	1	79.3308627908091	51.9882224494632	83.0861325370313	1	82.2552451676739	1	1	90.6978653330599	37.8474853258237	91.9559775777365	51.7884985477483	55.3215875995307	74.7068011222349	53.0989417067963	42.8747980913036	92.6367745633676	41.6272128206404	45.1061664923049	1	133.204224436871
SUN2	1	1	86.4646427151129	88.3466912496588	1	1	1	1	1	1	1	1	1	1	1	1	93.7016631898836	1	29.1545770082231	55.2515501536062	46.7692460448158	1	39.9157828524359	1	1	1	1	118.598416352583
SUPT20H	22.0211049046701	1	1	1	1	1	27.3669813514273	1	1	1	1	1	1	60.1148654191113	1	45.0732171007533	1	37.5238577414216	27.8784689338747	1	1	28.5428230854686	43.4157057054927	33.457999869002	1	1	1	1
SUPT6H	1	1	1	1	1	34.7112736008802	1	1	1	1	35.8793857482642	1	1	1	1	1	1	1	1	1	57.7084951284393	1	73.5340589650512	31.6455289411203	1	1	1	1
SUPT7L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108.330820463036	1	1	1	1	1
SUSD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.2301544685259	1	1	1
SUSD2	1	77.7857204236425	1	1	69.8895843069676	1	1	1	1	1	1	1	1	1	1	1	1	39.9892699126166	1	1	1	1	1	44.0315354067394	1	1	1	1
SUSD3	1	1	1	74.9258188116455	1	1	1	1	225.963124976782	1	84.9042381665383	74.76575637368	1	1	1	1	1	1	1	1	1	1	1	70.6528915705575	1	1	1	1
SVEP1	1	1	1	1	1	1	1	1	1	1	1	1	176.204682760593	1	1	79.534041173285	1	1	1	1	1	1	1	1	1	1	1	1
SVIL	1	78.6904963454075	1	1	1	50.4663059172818	83.1117162364619	1	1	1	1	1	194.010274211881	164.41625475687	1	180.445452055125	1	25.2461342306487	107.254982238795	115.422311274351	111.575956555864	50.9365829962736	73.3605484650685	1	1	1	1	1
SVIP	42.1535333660729	1	1	1	1	55.8012917340899	50.3717823184778	64.5060644869704	74.5528926754889	1	62.6064593755898	1	1	1	1	1	66.2502356842999	59.1664594063758	34.4969299257876	87.7085103483174	67.3327322265265	61.0952618007272	82.998425771973	86.969242888776	1	1	1	1
