NAME	GenMod2	PVL Differentiated	NK cells	T cells CD8+	PVL Immature	GenMod7	GenMod3	Plasmablasts	GenMod5	Macrophage	GenMod1	T cells CD4+	CAFs MSC iCAF-like	Myoepithelial	B cells Memory	CAFs myCAF-like	Endothelial CXCL12	GenMod6	Luminal Progenitors	Endothelial RGS5	Endothelial ACKR1	GenMod4	Endothelial Lymphatic LYVE1	Mature Luminal	DCs	Monocyte	B cells Naive	NKT cells
COQ5	21.8166141339794	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COQ6	29.9002154319179	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.0111502854033	1	1	1	1	1	36.4657298867098	1	1	1	1
COQ7	27.1578652478002	1	1	1	1	50.5942410791475	1	1	41.3869045679532	1	40.8269497122422	1	1	1	1	1	1	36.6432080851526	1	1	1	41.9587385656915	1	1	1	1	1	1
COQ9	48.006314790953	1	1	1	1	1	51.3394086667758	1	1	1	1	1	1	1	1	1	1	39.4100777926912	1	1	1	59.7410725684662	1	1	1	1	1	1
CORO1A	1	1	537.414475738466	880.148021273923	1	1	1	1	1	201.821455103257	1	652.81487381689	1	1	722.049755870777	1	1	1	1	1	1	1	1	1	357.036793780934	411.334262398994	777.580866656149	749.531072686881
CORO1C	1	1	1	1	1	1	51.1907019539554	1	1	92.2740937071292	1	1	1	56.3209438772701	1	1	1	1	28.0839385337669	1	1	37.7717463656403	78.3023597595464	1	115.97195603348	61.8357198776181	1	1
COTL1	85.0140623087096	1	371.061433795985	846.724724350112	1	1	456.259689629342	1	1	675.776841609968	1	506.854592436261	1	1	520.833526392059	59.7956257536927	1	42.5874698626347	64.5711099311214	252.970252159285	238.232103969617	205.321468912437	274.408832507381	1	1269.8914409035	1548.76627467583	283.765819358853	157.220244959295
COX11	44.6369491959879	62.5013888080518	1	1	1	41.2657604081615	30.2305445844626	1	52.6639442104531	1	34.7420913581872	1	1	1	1	1	1	27.319053284617	1	40.350321367292	1	29.2693299763761	67.2205433874294	1	1	1	1	1
COX19	1	1	1	1	1	41.1511867858174	70.4620601911215	1	1	1	1	1	1	1	1	1	1	38.8786791050341	1	1	1	45.6855766499879	1	1	1	1	1	1
COX4I2	1	292.470687123292	1	1	421.288369737314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
COX7A1	1	242.212368823305	1	1	234.29352794027	1	1	1	1	1	1	1	120.385689701646	100.028977944022	1	148.577242868258	154.164349899374	1	1	130.938026428457	91.6722248380519	1	105.995640105617	1	1	1	1	1
CP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149.878749999076	1	1	1	1	1	94.8681212452631	1	1	1	1
CPE	1	486.883885614741	1	1	781.622963111458	1	1	1	1	1	1	1	408.425316778982	157.819473272772	1	322.219264442392	1	100.450445017693	1	90.4784191502517	1	1	1	1	1	1	1	1
CPEB4	27.3266937980455	1	1	1	1	79.246684949576	1	1	67.7073691044551	62.118415425836	53.7663907783918	1	1	1	1	1	1	33.1718840774133	1	1	1	1	19.1300043237073	96.4926684389624	1	69.5179550891291	1	1
CPED1	1	1	1	1	1	1	1	1	1	1	1	1	74.904697437259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CPLX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.9129806093627	88.6089760063595	1	1	1	1	1	1	1
CPM	1	128.772369850707	1	1	108.957029364973	1	1	1	1	137.610714769224	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	79.9056813177843	1	1
CPNE2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77.1196986584224	1	1	91.7354760743384	1	1	1	1	1	1	1	1
CPNE5	1	1	1	1	1	1	1	85.3097674484227	1	1	1	1	1	1	1	1	83.6369599727232	1	1	1	1	1	1	1	1	1	1	1
CPNE8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	146.230993682653	1	1	42.6972575547513	75.9094999776506	1	65.3713842455384	1	1	1	1	1
CPPED1	1	1	1	1	1	1	1	1	1	50.1568262881188	1	1	1	1	1	1	1	1	1	1	1	1	42.3112932957488	1	48.854697722755	77.2805388896139	1	1
CPQ	1	53.8805640703085	1	1	96.2101004827827	1	1	1	1	34.6204283998146	1	1	159.911511115067	124.561541294882	1	133.224574984371	46.1206877280496	1	1	54.8176843419987	1	1	1	1	1	1	1	1
CPSF2	1	1	1	1	1	1	33.9093663512881	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.5303600845153	1	1	1	1	1	1
CPSF3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.7949687087565	1	1	1	1	1	1
CPSF4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.7579672666061	1	1	1	1	1	1
CPSF7	1	1	1	1	1	1	1	1	48.9634580939963	1	1	1	1	1	1	1	1	28.9067342973442	30.632977794375	1	1	1	1	40.4639688441569	1	1	1	1
CPT1A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.6385103558827	1	1	1	44.4223814792095	1	43.3481633653521	1	1	1	1	1
CPTP	36.7385242642989	1	1	1	1	38.9382426820286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.1619409061897	1	32.671434522539	1	1	1	1
CPVL	1	1	1	1	1	1	1	1	1	260.846919817335	1	1	1	1	1	1	1	1	1	1	43.8874261937595	1	1	1	257.425479633022	223.91385056358	1	1
CPXM1	1	1	1	1	1	1	1	1	1	1	1	1	155.707941374816	1	1	118.693236008618	1	1	1	1	1	1	1	1	1	1	1	1
CPXM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.0385079547659	90.758847663548	1	1	1	137.745463528884	1	1	1	1	1	1	1
CRABP1	293.940553530544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	158.765477345695	1	1	199.743746405139	1	1	1	1	1	1
CRABP2	501.156559105021	1	1	1	1	400.834179716675	297.012903221929	1	861.540231953697	1	631.765340250871	1	215.312320859638	49.5821631426995	1	242.215062434981	1	633.241256032042	254.635006094712	1	1	204.887228578901	1	271.235900757384	1	1	1	1
CRACR2B	109.704597210509	1	1	1	1	196.203226598429	1	1	229.570338075734	1	172.161804043451	1	1	1	1	1	1	171.300236131631	221.572009997589	1	47.0428895760406	85.7153761814238	58.1616179928776	350.882303078726	1	1	1	1
CRAT	1	1	1	1	1	51.4807616186689	1	1	1	1	72.6868996519405	1	1	1	1	31.4367470149886	1	46.943493063447	1	1	1	1	39.594375220743	1	1	1	1	1
CRB3	56.4711693948031	1	1	1	1	78.3698169462592	1	1	50.7349354567893	1	86.7524712329607	1	1	1	1	1	1	94.8680912044733	24.062105825375	1	1	53.7577301224047	1	73.1977026604331	1	1	1	1
CRBN	49.8328466351081	63.1696814985861	1	1	64.5492193439506	39.500259261034	37.6716474438731	1	54.0080819116835	1	32.4580864089856	1	73.7146977766619	1	1	57.3516760657464	160.668986300865	43.8677207362255	28.9099228598867	72.0926723632523	92.6459791422158	40.8529406532389	91.1818969589865	31.3902811352445	1	1	1	127.296740754691
CRCP	24.8577133765876	1	1	1	1	1	25.9012136398227	1	1	1	1	1	1	1	1	1	1	29.0457623466012	1	1	1	1	1	1	1	1	1	1
CREB3	50.7464005172588	1	1	1	1	44.7106701847033	61.2609280683305	37.2910370223323	52.2830544985203	1	66.988522192135	1	1	72.2841548796295	1	68.0885368790874	38.6914802810984	64.2855127133512	29.1080806655696	35.3933130351037	44.8017387635054	37.5976046629352	75.8318037303159	72.39836755642	1	1	1	1
CREB3L1	1	1	1	1	1	72.7920165721755	1	1	1	1	66.6129842981223	1	1	1	1	95.2637153228408	1	52.7997513818802	1	1	1	1	1	1	1	1	1	1
CREB3L2	22.6688085002645	43.6559938547354	1	1	1	39.418419370029	37.1762326970496	92.4775893483643	54.5378179351092	41.8694923439284	30.1424252757865	1	67.6336861778287	1	1	64.2923023505167	1	38.0185090184082	1	34.0699430237157	1	29.7595726912517	1	38.4441515634523	107.826571535856	1	1	1
CREB3L4	82.7040817375456	1	1	1	1	75.1476907618266	1	1	143.826172152987	1	116.793254099242	1	1	1	1	1	1	116.663854734235	44.7810896706644	1	1	62.1706687040117	1	119.754157263093	1	1	1	1
CREB5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.4441680116122	1	1	101.81239220321	1	1
CREBL2	1	1	1	1	1	1	1	1	1	96.0019277146015	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.3591880269247	1	1
CREBZF	1	1	93.8172599273096	1	1	43.0820871376239	47.9165054524922	1	47.1127037720039	1	38.684932258919	1	1	1	1	1	1	33.6586477744636	36.9425356232337	1	1	29.2989179280898	1	31.6985652134328	1	1	1	1
CRELD2	59.3422695313088	1	1	1	60.0903603637138	67.7221035719299	103.678010676199	215.562181828418	36.4889895674268	60.8143346060479	58.7299003753353	1	1	1	1	73.8300822489571	79.6749856823075	107.023335213511	29.2197177578871	86.5409468705263	48.4967843981074	88.4484496168688	108.396253493986	48.3506848050013	47.072641972076	50.7596208733838	1	1
CREM	36.9710873521102	162.282938471566	1058.91933435297	822.628488724263	106.443833772359	37.4911390253335	59.9422710040972	1	1	303.554515882331	41.4596235480183	1158.22067127485	69.2361454582524	1	400.429944684977	49.5106549404515	74.0576508075157	30.6041951280821	1	94.3696450099956	60.8853717327861	45.6502149915386	120.045368734355	42.7100053957402	481.906686888045	488.998097894854	506.683686324746	875.626088550888
CRIM1	1	124.718941133811	1	1	1	1	1	1	66.6944088553782	1	1	1	1	64.5536299883096	1	1	211.582682097294	1	27.0434978801504	75.3071167441334	134.117533276274	1	58.4906687448243	63.841999117866	1	1	1	1
CRIP1	106.784990973927	312.609590149955	231.668872978939	285.543555278453	114.218024986077	91.3126376750447	1	1	243.854441459484	1	201.333572083983	245.456052020951	1	1	151.687269522657	1	1	137.677074541026	1	1	1	1	1	1	140.839247085586	93.7996996465294	1	145.017872543112
CRIP2	573.67805153437	1007.91953200056	1	1	523.171029552116	680.385337650774	339.897425195589	1	422.910157491323	1	485.580270659326	1	80.7252442062057	557.690924294271	1	155.493307315599	1719.1590577099	512.385382346954	211.879163609696	1652.40778793449	1025.53673384489	674.983662115812	1097.68265885284	170.425263711202	1	1	1	1
CRISP3	89.5626080591495	1	1	1	1	1	1	1	1	1	223.425467465057	1	1	1	1	1	1	551.918509292227	1	1	1	1	1	1	1	1	1	1
CRISPLD1	1	1	1	1	1	1	1	1	1	1	1	1	1	91.4541887521345	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRISPLD2	1	403.26271892064	1	1	368.079586793495	1	1	1	1	1	1	1	368.170491317697	1	1	268.674825006137	1	1	1	1	1	1	1	1	1	1	1	1
CRNDE	117.224689324106	1	1	1	1	112.769259367494	107.583419870423	1	249.976294189757	1	160.562131549733	1	1	103.886561271131	1	47.2071437705367	1	131.694802105666	138.585841038414	1	1	121.8660197077	1	240.196789756749	1	1	1	1
CRNKL1	25.6167331912986	1	1	1	1	1	1	1	1	1	38.3715828772301	1	1	1	1	1	1	1	1	1	1	1	57.3940759349782	28.4885245899351	1	1	1	1
CROT	1	1	1	1	1	1	1	1	121.877702375349	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.5054740708226	1	1	1	1
CRTAM	1	1	275.404030273114	302.71273034761	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CRTC3	1	71.7051942914484	1	1	64.1281650294376	52.6142430012774	1	1	1	1	1	1	1	1	1	1	1	35.1091082023146	1	1	1	33.1590490766601	45.586354178347	1	1	1	1	1
CRY1	1	1	1	1	1	58.1495051381033	1	1	1	1	52.3886809369581	1	1	1	1	40.1507298700176	1	33.3819889386814	73.895165133381	1	50.8347371668648	1	86.0777104749257	79.0678591028744	1	1	1	1
CRYAB	92.6932222987212	780.616888176238	1	1	175.164068884508	180.219274703454	294.094020756516	1	1	1	1	1	238.658102123358	1552.30095600613	1	94.5823224489173	1	123.430779734897	852.88772835782	1	1	162.148146351544	1	50.5185925848522	1	1	1	1
CRYBG3	1	1	1	1	1	1	1	1	1	1	1	1	51.6415888214164	1	1	1	180.805995678493	1	1	76.2502204668123	75.6792118414313	1	1	1	1	1	1	1
CRYL1	1	1	1	1	1	1	1	1	1	59.7833712946027	1	1	71.0672672434629	1	1	42.2108459056506	1	1	1	1	54.958724857208	1	1	56.619828049407	1	38.7162076151491	1	1
CRYZ	23.8364755194539	1	1	1	1	1	1	1	1	1	1	1	1	52.0371738678863	1	1	1	1	1	1	1	1	1	38.3240197949804	1	1	1	1
CRYZL1	1	78.9898186578382	1	1	1	1	1	1	1	1	1	1	1	1	1	52.708118567581	1	1	37.2815878193933	1	44.6330177019996	1	538.593869488545	34.8270197451796	1	1	1	1
CSE1L	29.2988334167917	1	1	1	1	1	29.6315922997499	1	1	1	1	1	1	1	1	1	1	27.1534707068864	1	1	1	65.2442529215145	1	1	1	1	1	1
CSF1	1	1	282.059133038181	1	60.5738540929131	1	40.8712140070189	1	1	1	1	1	1	1	1	54.6395527548318	1	1	1	1	1	1	1	1	1	1	1	1
CSF1R	1	1	1	1	1	1	1	1	1	359.044698498275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.7146079288344	217.43763806191	1	1
CSF2RA	1	1	1	1	1	1	1	1	1	75.0787015734963	1	1	1	1	1	1	1	1	1	1	1	1	1	1	192.008807296755	80.6035973539554	1	1
CSF2RB	1	1	1	1	1	1	1	1	1	39.6163109560725	1	1	1	1	1	1	1	1	1	1	100.124403851826	1	1	1	72.5327971439837	1	1	1
CSF3R	1	1	1	1	1	1	1	1	1	72.0801754957888	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.8757620958355	151.446514641719	1	1
CSGALNACT1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	115.645596075096	1	1	88.4792660077257	45.0503517052906	1	119.54247889072	1	1	1	1	1
CSGALNACT2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	73.5858750576235	1	1	1	1	1	1	1	1	1	37.9154387016969	1	1
CSK	1	1	115.581063142222	143.479776681616	1	1	1	1	1	92.5535635604433	1	115.787834521535	1	1	129.682581804638	1	1	1	1	1	1	1	1	1	96.1428753566943	81.5992461559455	182.782611773927	102.961387151895
CSNK1G2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.4291282548594	1	1	1
CSNK1G3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.8636436339213	57.1850422634914	1	1	63.3196964321171	1	1	1	1	1	1	1	1
CSNK2B	94.7501741508744	73.8768714519203	81.9477912593156	1	98.4544447241964	40.7303982522269	93.914261946702	1	93.333492253389	1	52.3422457369071	1	1	1	1	43.1365227519454	96.74920654935	60.4143708879885	1	56.6027449697366	1	81.2501865230657	1	42.6984710726385	1	60.2178338001097	1	1
CSPG4	1	83.4176235663117	1	1	123.064507262852	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CSPP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.3627178960274	1	1	1	1
CSRNP1	1	232.59486795436	435.482710468838	311.179130067451	154.170865033283	51.9588155420486	1	1	58.7894133265697	115.878803243104	181.575945948312	305.27034768474	170.991311621234	284.31458775812	107.216193828641	105.138004242265	199.962996738485	55.7167347051837	225.924136939705	141.080754944462	178.791502577393	1	74.1890410171525	251.149821354792	139.050594777179	176.378776732317	134.616048612309	299.355212091858
CSRP1	107.160472297263	854.279428628612	1	1	361.815074103528	116.105541179105	199.862869559118	50.1755917890652	92.5802727183923	80.2983228430593	124.567982644898	1	113.808614689428	2078.36056018761	1	278.784402674615	196.379109796138	104.917638775899	369.23590591644	184.439018079242	105.555488581936	172.22813115014	143.905665759424	173.223354478573	53.8095946144652	71.0390705427021	1	1
CSRP2	83.0629451539264	680.966896148376	1	1	328.381706384408	1	71.638666841673	1	1	1	1	1	60.0921251641919	131.40921982711	1	56.8476404223758	1	1	1	111.838109245449	275.795138007969	122.851659375545	74.3802620824108	1	1	1	1	1
CST6	1	1	1	1	1	1	1	1	1	1	39.2593358743279	1	1	1	1	1	1	62.4740610606836	1	1	1	1	1	1	1	1	1	1
CST7	1	1	822.441060712227	1063.56651315159	1	1	1	1	1	1	1	262.531233511739	1	1	1	1	1	1	1	1	1	1	1	1	164.77188291308	1	1	2239.27114192591
CSTA	1	1	1	1	1	1	40.5433605752539	1	1	99.6435428959928	1	1	1	1	1	1	1	1	1	1	1	62.4496763734112	1	1	91.8058076569077	251.817760326368	1	1
CSTF3	25.8279304325917	1	1	1	1	1	42.326477824631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.1887339680892	1	1	1	1	1	1
CTA.29F11.1	1	68.9216146025739	1	1	50.5384615938689	1	1	1	1	1	1	1	1	1	1	1	1	1	37.2642288000648	104.467930191624	45.829785589363	1	5.84413781496334	33.6252252061163	1	1	1	1
CTA.392E5.1	1	1	1	1	1	1	1	1	208.035109643386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTAG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.3688007691863	1	1	1	1	1	1
CTB.133G6.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.5195626084576	1
CTB.50L17.10	34.5372329433612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.1585289905083	21.0125624146553	1	1	1	1	1
CTBP1	1	1	1	1	1	1	26.3945035932881	1	61.706665038869	1	1	1	1	1	1	47.9618897615966	1	1	1	1	1	1	565.401977777477	35.4337586573085	1	1	1	1
CTBS	36.8119820583192	1	1	1	67.7983491824361	1	33.349559809725	43.7847203500881	1	70.9239130501216	33.4434556031721	1	1	1	1	60.9575872955061	1	48.4703168840868	29.4262377469298	1	59.2559160237065	35.8259469794207	49.513132547029	74.2242413385992	1	81.83954352842	1	1
CTC.444N24.11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.3972563142222	1	1	1	1
CTCF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.4026453262138	1	25.4810424856131	1	1	1	1
CTD.2015H6.3	59.1121540737367	1	1	1	1	56.4673628692142	1	1	87.1301703694321	1	66.0577879328531	1	1	1	1	1	1	52.8117417059839	1	1	1	40.0608992667776	1	60.0508066883936	1	1	1	1
CTD.2336O2.1	1	1	1	1	1	51.2634341907022	1	1	111.263641159013	45.4469617215313	81.2797235930005	1	55.7015019645148	1	1	47.5526668851411	1	44.3237971801096	1	1	1	1	72.5365813144504	50.3600625460669	1	40.5238720342486	1	1
CTD.3179P9.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.6537912395131	1	1	1	1	1
CTD.3193K9.4	1	1	1	1	66.9120789788791	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTGF	1	241.125212954926	1	1	348.585232693907	1	1	1	1	1	1	1	1917.99458013084	448.22834444545	1	2430.88893353317	236.12791430558	1	103.607989628375	134.963659427039	662.270755485504	1	155.720111793266	1	1	1	1	1
CTHRC1	1	1	1	1	1	1	139.001497966592	1	1	1	1	1	792.868702634235	1	1	2873.43642681975	1	1	1	182.214959345221	139.235794983626	1	67.7102745062004	1	1	1	1	1
CTLA4	1	1	1	1	1	1	1	1	1	1	1	258.398270506715	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CTNNAL1	1	1	1	1	1	1	1	1	1	1	1	1	1	78.2398359899346	1	1	1	1	1	110.989008346275	138.331793137418	39.3756256612231	40.5467771888293	1	1	1	1	1
CTNNBL1	28.1448977065475	1	1	1	65.0034336731134	1	29.0838726976618	1	1	41.9468366602831	1	1	1	1	1	1	61.400654857114	1	1	1	1	30.6319719162114	1	1	1	32.0143870584653	1	1
CTPS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.8451318739205	1	1	1	1	1	1
CTSC	25.6686085913149	1	209.606908958234	273.471398294966	543.084182233229	1	378.380446916663	1	1	1012.1230848186	1	230.14095571205	80.3520095680281	1	90.4636465328027	130.343706297348	151.279016126461	1	1	155.824884130841	446.60043713161	145.055666256967	1	1	284.504387979078	383.907995976389	1	433.036565792048
CTSH	71.4607309857797	1	1	1	75.8778045022597	47.0739388651502	47.7326014321752	72.3114408601038	62.7221977187038	507.309956376635	57.8413798296637	1	175.114182727073	52.2494409829687	270.443384100895	66.0576226415968	196.703638432372	75.1458228034182	61.4515620190254	176.067783480106	264.433965802944	65.2417817725431	171.209031814418	75.6601949989795	381.882695223295	418.642854826372	86.9008972527028	1
CTSK	1	1	1	1	102.152753764684	1	77.3872858502246	1	1	1	1	1	1246.28013919261	1	1	1344.09010676967	1	1	1	1	1	1	1	1	1	1	1	1
CTSL	1	178.908904147224	1	1	200.840694396068	1	81.9163155338819	1	1	681.347976469682	1	1	314.56581566754	85.4291173043874	1	224.611746720873	158.143538744824	58.065449230684	1	116.602408828712	131.056498977955	1	645.050621567757	1	1	312.520903068839	1	1
CTSO	1	1	1	1	68.4381860378333	1	1	1	1	1	1	1	88.3572422861201	1	1	77.8725357441541	82.0366053724683	1	1	1	1	1	47.0987227810112	1	1	1	1	1
CTSS	1	1	140.230534955605	88.6774292286006	1	1	55.9783306658997	66.7420517875608	1	888.796203783316	1	89.3485704284747	59.7418001641578	1	244.185284338979	49.0289062004239	72.1472694723784	1	26.7150652077559	1	55.8973360952515	1	98.4437054824819	1	305.359331095189	896.241493079243	245.449036658286	82.7842453044289
CTSW	1	1	1067.74898908516	629.868146194695	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1299.24952883305
CTTNBP2NL	1	1	1	1	1	1	1	1	1	43.5434332524855	1	1	1	1	1	1	112.032988899889	1	1	132.544652628806	69.542126472671	1	56.9374369146078	1	1	1	1	1
CTXN1	29.202723437611	1	1	1	1	43.0913816002484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CUL1	1	1	1	1	59.4949115344719	1	24.6466823304867	1	1	1	33.8064287355917	1	1	1	1	1	1	1	27.4058513304746	1	1	28.489812748172	520.815623599131	28.2671193464282	1	35.6396242807752	1	1
CUL3	1	1	1	1	1	39.7063336149466	1	1	1	1	40.2055502618332	1	1	1	1	1	1	1	29.5367457234284	69.5540413574153	1	1	1	36.2682742230976	1	1	1	1
CUTC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.8402703006811	1	1	1
CWC25	26.7104296007186	1	1	1	1	40.4282683490404	1	1	1	1	40.8688449393631	1	1	1	88.3417055724975	1	60.0391022158249	1	45.9497440168585	37.5856522707928	74.5424641882615	24.0766036693148	1	63.3206995660266	43.3397421551091	44.0164694529891	111.423014520137	1
CWC27	30.9310250487471	1	1	1	1	1	32.649391845293	1	1	1	1	1	1	1	1	1	103.872917125185	33.259634038123	1	1	1	25.1660701888801	1	45.1477243124388	1	1	1	1
CX3CL1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.2229524576104	1	1	115.483780222337	1	341.628407759674	75.3169724520821	1	1	1	117.852832044817	1	1	1	1
CX3CR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	165.162014474712
CXADR	45.5841232055531	1	1	1	1	108.734717753839	1	1	1	1	39.9731149976966	1	1	1	1	1	1	63.4140898360175	115.154462028316	1	1	53.5776216740075	1	68.9823097869039	1	1	1	1
CXCL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	133.336795215071	1	1	1	1	1	1	1	1	1
CXCL10	1	1	1	1	1	1	614.602362463095	1	1	1309.79647690533	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1118.08685408602	1	1
CXCL12	1	137.245039174942	1	1	489.37877873548	1	1	1	1	56.7272753316173	1	1	1609.45202598491	1	1	539.758347094603	1119.3467704536	1	1	324.706148915709	1	1	1	1	1	1	1	1
CXCL13	1	1	1	637.305429746743	1	1	1	1	1	1	1	833.381678674497	1	1	1	1	1	305.97863178035	1	1	1	1	212.359109890503	1	1	1	1	1
CXCL14	1	1	1	1	1	1	1	1	1	1	1	1	2284.38490167671	2492.23031720702	1	2242.65696627552	1	1	1	1	1	1	1	1	1	1	1	1
CXCL16	33.0766766290052	1	1	1	1	37.7498868640851	55.0094850671123	1	1	357.792722333822	55.7070501549681	1	1	65.3601231766235	1	1	1	49.7576712194389	166.198278952479	1	1	51.360666570913	1	57.6557439631608	180.227899149648	294.039279658079	1	1
CXCL17	1	1	1	1	1	1	77.355045941648	1	1	1	1	1	1	1	1	1	1	212.286639579351	49.5823309036681	1	1	1	1	1	1	1	1	1
CXCL2	1	1	1	1	498.799853529359	1	187.047771074861	1	1	697.357567692736	1	1	325.629379348576	126.018175410802	1	75.8206936875779	737.255257320077	1	1429.13535651486	1	133.919647450378	72.4927715149811	58.205373677611	559.758251335694	1	976.982192210072	1	1
CXCL3	1	1	1	1	1	1	96.6600978310603	1	1	327.575967828922	1	1	1	1	1	1	63.1117882591876	1	401.683030778151	1	1	1	1	1	1	348.111891726384	1	1
CXCL8	1	1	1	1	1	1	1	1	1	1367.07506271418	1	1	1	1	1	1	1	93.530474228457	1	1	1	1	1	1	236.458118140619	951.542466772617	1	1
CXCL9	1	1	1	1	227.84673376627	1	1	1	1	460.734023550423	1	1	1	1	1	318.365352373805	1	1	1	1	1	1	1	1	197.283114302566	206.085334497473	1	1
CXCR3	1	1	1	194.216263085793	1	1	1	1	1	1	1	141.434196910698	1	1	1	1	1	1	1	1	1	1	88.1359724278186	1	134.792614845367	1	1	1
CXCR4	1	1	3034.48469693665	3006.23588481837	1	1	60.8787277493092	101.61117001552	1	354.872214723187	1	2840.58738245316	1	1	2210.60968758292	1	1	1	1	139.633099133901	1	1	70.757944761569	1	1297.84096070123	618.405245035509	2224.71271551953	1511.75658620844
CXCR5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	97.4266615786736	1	1	1	1	1	1	1	1	1	1	1	109.634188283598	1
CXCR6	1	1	1	198.516806363995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CXXC5	47.8999523879297	1	1	1	1	69.7384332808827	39.1419101397393	1	117.430552253565	1	104.925058044489	1	1	50.1640869717322	75.6049576429098	34.6049860387087	1	62.2693472614899	1	85.5824747234663	1	46.9256386293813	30.1090737446988	38.4842590177039	63.6726937422084	1	1	1
CXorf21	1	1	1	1	1	1	1	1	1	62.3526031451744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	163.678778557905	72.1836643114266	1	1
CXorf36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	162.554486743129	1	1	354.087895748438	376.343475554795	1	214.57264416711	1	1	1	1	1
CXorf40A	26.2927146695224	1	1	1	1	1	1	1	49.9529632251975	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CYB561	98.3716902093763	1	1	1	1	114.049233387466	67.4364191662322	1	85.5319228429309	1	87.7695579511941	1	1	1	1	1	48.4353816053073	80.8735956189162	70.6928790813169	61.4298253722408	1	111.793474986027	1	77.5140981661152	1	1	1	1
CYB561A3	51.8274430179292	1	1	1	1	1	49.8890718386908	1	1	48.1231123041025	1	1	1	1	148.079792175944	1	1	30.2828893926594	1	1	1	58.5262246552994	1	35.5460759092432	206.380915332897	47.9285654411207	219.192083383839	1
