NAME	CAFs MSC iCAF-like	Endothelial ACKR1	B cells Memory	T cells CD4+	Monocyte	GenMod5	T cells CD8+	Endothelial CXCL12	Plasmablasts	NK cells	GenMod4	DCs	CAFs myCAF-like	GenMod2	PVL Differentiated	Macrophage	GenMod1	Mature Luminal	Endothelial RGS5	Endothelial Lymphatic LYVE1	GenMod3	GenMod7	Luminal Progenitors	B cells Naive	PVL Immature	Myoepithelial	GenMod6	NKT cells
SNX14	1	1	1	1	1	48.6731358749525	1	1	1	1	1	1	1	1	1	43.2425628925167	1	37.7526030056383	1	1	1	1	1	1	1	1	1	1
SNX2	99.947380613226	54.7225308092263	231.903323384485	1	87.8574902055709	37.3135676975984	1	50.1322521502307	1	1	53.295059768624	57.1829231389413	96.0835944900547	52.5427834455562	70.8306846471735	152.272688393832	33.1485016709955	44.1146754456571	69.3830876243869	53.5685909882412	51.8061166675532	1	49.5640131150036	440.203069384631	68.4715280740598	69.4440834651998	29.9904464445926	1
SNX20	1	1	1	1	50.885224753506	1	1	1	1	1	1	85.7710498236664	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SNX21	1	1	1	1	1	1	1	1	1	1	1	1	39.3651519400381	1	1	1	1	1	1	1	1	1	1	1	1	1	26.9991199113415	1
SNX22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104.918640721747	1	1	1	1
SNX27	1	1	1	1	1	64.6940313000682	1	1	1	1	1	1	1	25.0824896915537	1	44.462343882144	43.4920017879887	41.0268191133916	1	1	1	50.5964316795236	1	1	1	1	38.4723501942174	1
SNX29	55.2731851400758	1	67.608556714405	1	45.7459905278067	1	1	1	1	1	1	1	43.6632765055998	1	1	71.7848832762692	1	1	1	1	1	1	1	266.195273172063	1	1	1	1
SNX4	1	1	1	1	1	77.3614337082165	1	1	1	1	42.4803058261533	1	1	36.5880632059905	1	1	29.2561315351178	1	1	1	1	1	1	1	1	1	37.2430718952188	1
SNX5	71.5864331298927	57.4850891454096	142.664733990951	1	90.3282509664661	41.4213936071199	1	68.070359550121	1	1	106.920396256542	101.727571348383	67.6177429651416	51.2141652184775	48.6691208828662	117.543991413298	66.7997822750104	75.974688209782	49.8691993666392	114.706598430367	79.3778160353646	77.2613603911335	62.4739330455048	174.758357689045	1	73.0790908751893	60.9130768000531	1
SNX7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.5675175721231	1	1	1	1	1	32.6593197174738	1	1	1	1	94.9381375012243	1	1
SNX8	1	1	1	1	52.1945197348734	1	1	1	1	1	35.0487519037295	33.1196560853744	1	1	1	54.4189155652669	1	1	1	1	74.7560593489097	1	1	1	1	1	1	1
SNX9	132.46068562826	70.7659396233653	86.8717394372587	132.265527015824	66.6212806439916	1	1	115.283040004245	1	1	34.6959355305899	188.672594053435	120.743278381624	29.7593807908086	65.3701118137919	101.839731175148	36.0834282283388	50.2899796091032	104.500768621997	119.533253884025	39.8034921383096	39.3996512979745	60.0250966672868	224.608575334213	49.6620321668726	63.9606125917787	31.6121079351852	1
SOAT1	1	1	1	1	44.2751668969209	1	1	1	1	1	1	1	1	1	1	68.6904054397969	1	1	1	44.0888986474703	1	1	1	1	1	1	1	1
SOCS1	1	1	219.077109861066	339.898192231992	85.3727911004245	1	412.820346585997	1	1	436.801363930312	1	188.708743213693	50.6974286009794	1	1	81.1146716856931	48.6023594141971	1	72.2246728730549	1	58.6456929527865	1	1	181.606227343214	104.875764495566	1	1	327.47417064597
SOCS2	1	203.388224608129	1	1	1	1	1	185.884960575884	1	1	1	1	1	1	1	1	1	312.83807266171	118.951056528689	176.583174828635	1	1	1	1	1	1	1	1
SOCS5	1	1	1	1	1	1	1	1	1	1	1	1	40.1509156215797	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SOCS6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.7499595108169	1	1	1	1	36.6142652157665	34.0172820699532	1	1	1	1	1
SOD3	787.801549492284	1	1	1	1	1	1	1	1	1	1	1	210.418729578809	1	1562.31283334529	1	1	52.9501565277991	80.8799679661334	1	78.7889198606412	1	1	1	899.161037663946	1	1	1
SORBS2	1	60.4008265531259	1	1	1	55.3742898387655	1	121.665822660918	1	1	1	1	1	1	496.468650723553	1	42.06254426665	81.7908663006357	49.9198948412372	1	1	45.356328945838	185.458820977758	1	1	1	42.3327855110722	1
SORBS3	119.115508599886	86.3033210291556	1	1	1	46.8987693003967	1	196.780808536413	1	1	40.6832228365074	1	110.700521142493	1	285.303040923673	56.7901654531285	31.5042529751772	66.0709908374914	107.061265017806	162.635019723515	74.6794497885166	1	48.7392476473128	1	206.875699007442	76.6038312302193	1	1
SORL1	1	1	1	1	97.79342077037	53.0821473738485	1	1	1	1	1	1	1	1	1	80.8031519581926	1	65.9629462657471	1	1	1	1	1	1	1	1	1	1
SORT1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	102.329511267194	1	1	59.0788235794858	1	1	1	1	1	1	1	1	26.3326210716757	1
SOS1	1	1	1	1	1	1	1	147.383786585234	1	1	1	1	1	1	1	1	1	1	63.8606903144923	1	1	1	1	1	1	1	1	1
SOX15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.8305718903042	1	1
SOX17	1	183.191976762643	1	1	1	1	1	347.753323791031	1	1	1	1	1	1	1	1	1	1	252.126614592805	230.049669435219	1	1	1	1	1	1	1	1
SOX18	1	100.389222095108	1	1	1	1	1	255.099409907279	1	1	1	1	1	1	1	1	1	1	173.274147544602	31.9214753032538	1	1	1	1	1	1	1	1
SOX7	1	69.9586268426641	1	1	1	1	1	94.9982624423212	1	1	1	1	1	1	1	1	1	1	109.810754833847	48.2803189810164	1	1	1	1	1	1	1	1
SOX9	1	1	1	1	1	68.2997709530345	1	1	1	1	79.3112780413836	1	1	1	1	1	220.709021496954	47.5835526447743	1	1	128.134123241546	163.283312321582	200.773797530225	1	1	131.506138335381	89.1214810170029	1
SP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.979292172137	1	1	1	1	1	1	1	1	1
SP110	1	1	93.4155389132251	1	1	1	1	1	1	1	1	59.1769486573767	1	1	1	1	1	1	1	1	1	1	1	122.924999451541	1	1	1	1
SP140	1	1	152.698912981453	87.8805580006269	1	1	119.300193827591	1	1	98.478745450552	1	1	1	1	1	1	1	1	1	1	1	1	1	336.809349860636	1	1	1	1
SP140L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.5986877620401	1	1	1	131.112743970615	1	1	1	1
SPAG16	1	1	1	1	1	1	1	1	1	1	1	1	1	27.2850526887918	1	1	1	41.4354786148593	1	1	1	1	50.9461678313133	1	1	1	31.5645686869942	1
SPAG4	1	1	1	1	1	1	1	1	85.5927923181985	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPARC	1399.40158544654	1436.9552046966	1	1	1	1	1	1813.59318983897	1	1	1	1	7050.81395460669	1	1782.07411021602	103.442818567054	1	1	2775.2507483085	572.64143518777	512.811435404046	1	1	1	3516.12888334304	393.883055323762	1	1
SPARCL1	1320.25182563475	4323.2513445427	1	1	1	1	1	3194.29056008176	1	1	1	1	1263.0430199407	1	4662.64268892984	1	1	50.5356113910835	4332.04336598879	922.551479891336	1	1	80.825438556283	1	2323.52276282348	867.00873589018	1	1
SPATA13	1	1	1	1	1	62.9875519622275	1	1	1	1	1	1	1	1	1	1	1	55.213463793435	1	1	1	1	27.2327950896572	1	1	1	1	1
SPATA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.5571309805738	1	1	1	1	1	1	1	1	1	1	1
SPATA20	60.3640207245526	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.0814189179328	46.1263562354806	1	90.3782678178488	39.6456450380988	1	1	1	1	1	30.7713176418568	1
SPATA33	1	1	1	1	1	1	1	1	1	1	31.9105703367544	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPATS2	1	65.3403369449357	1	1	1	1	1	1	79.1714892332357	1	49.7800774440503	1	1	36.5482689367131	1	1	36.8811468113166	1	55.9161869001129	1	58.8621453291398	41.0583396874547	28.4177468626194	1	1	45.0841431495897	37.0739854448942	1
SPATS2L	89.2500911302436	1	1	1	30.8851048619114	1	1	49.1873770698127	1	1	1	33.0366870160199	184.254708915173	1	1	67.1269031505791	1	1	39.0287705066628	31.4833768658441	59.6909728375639	1	41.5108348078977	1	103.860673905683	61.1899895268629	1	1
SPC25	1	1	1	1	1	1	1	1	1	1	39.1044586626896	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPCS3	1	103.01379018786	1	84.4799501813956	122.925972116573	61.4465464900759	103.164443815094	135.016877102077	325.687572983716	1	72.1338658182829	140.048232842627	97.0328320852199	57.1515253036384	1	141.298143661673	43.1266316582927	48.0715689583579	167.349709723233	120.706959556845	96.0079714267963	68.6776425930575	40.7538553853974	1	48.4615369754567	46.5535344918966	63.4955272328164	161.321415749289
SPDEF	1	1	1	1	1	255.390348271871	1	1	1	1	172.900231187674	1	1	250.932851121631	1	1	252.843302031874	464.097871023823	1	1	1	276.589302471168	1	1	1	1	259.637167970986	1
SPECC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	71.0660499085746	1	1	1	1	1	38.9694959522927	1	1	1	77.2278985013077	1	1	1
SPG11	1	1	1	1	1	42.6426236237765	1	1	1	1	1	1	1	1	1	1	1	30.6187622045587	1	1	1	1	1	1	1	1	1	1
SPG20	83.4413576354174	53.0997023174899	1	1	1	1	1	52.5134014199027	1	1	1	46.9869821055517	51.4913272965126	1	66.6719019129202	1	1	58.5838284876824	35.5468662583463	1	1	1	52.9124839903992	1	43.5827793459404	52.4363361656992	1	1
SPHK1	72.7892546679046	125.562761027305	1	1	65.9978035623617	1	1	1	1	1	64.3240040505686	1	187.795841697388	1	1	41.4952797373175	1	1	1	177.462905447581	128.461394956719	1	74.4813888991673	1	1	136.075676136328	1	1
SPI1	1	1	123.644093294168	1	678.452621823816	1	1	1	1	1	1	428.761278728409	1	1	1	553.979327118551	1	1	1	1	1	1	1	87.7490921178671	1	1	1	1
SPIB	1	1	99.9165924955606	1	1	1	1	1	1	1	1	197.079847363357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPIDR	1	1	1	1	1	45.2694958711047	1	1	1	1	1	1	1	1	1	1	1	33.2805697814386	1	1	1	1	1	1	1	1	1	1
SPIN1	72.5110814168985	1	1	1	1	55.2566160319907	1	1	1	1	1	1	74.6431602361788	1	1	1	1	40.9657865296104	1	57.6265394144615	27.3671839154221	1	1	1	1	48.1739981886475	1	1
SPINK8	1	1	1	1	1	94.7636631081392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPINT1	1	1	1	1	1	125.055940207867	1	1	1	1	154.184990476171	57.3561878428113	1	154.280661135114	1	1	123.66020651211	126.124655307489	1	1	105.497598721303	144.058179997903	179.419153423227	1	1	83.1520618254649	187.379770772285	1
SPINT2	1	1	111.776724825771	1	160.629653329168	1172.7462622986	1	1	70.6624124938716	1	952.002923650148	248.208525123003	1	1149.72795197313	1	137.343367950376	1046.87265425193	1263.91702238637	1	32.5997557336779	690.417584620558	919.504022522645	536.898761537823	1	1	687.158858851537	1431.09737662486	1
SPN	1	1	1	1	1	1	85.346273387951	1	1	106.033760922872	1	86.9496239667213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	245.090524046861
SPNS2	1	108.629188911137	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.5936614218861	66.0844771545789	1	1	1	1	1	1	1	1
SPOCK1	1	1	1	1	1	1	1	1	1	1	1	1	100.012719924006	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPOCK2	1	1	1	376.438391568252	1	1	201.889949484415	1	1	75.6993925749889	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	112.521535573918
SPON1	50.6265179745494	1	1	1	1	1	1	1	1	1	1	1	105.530951571295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPON2	638.653855464506	1	1	1	1	1	1	1	1	1	1	1	783.402393553573	1	1	1	1	1	1	1	1	1	1	1	248.756317274303	1	1	787.569580058462
SPOPL	1	1	1	1	1	61.5750697108601	1	1	1	1	1	1	1	26.7028968155288	1	1	41.3488429859606	56.8539412218269	1	1	1	30.1570311645368	1	1	1	1	34.1489187195786	1
SPP1	1	1	1	1	1533.10165670299	1	1	1	1	1	1	1	1	1	1	1919.69749732314	1	1	366.058332699585	1	1	1	1	1	1	1	1	1
SPPL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.5100222528838	1	1	1	1	1	1	1	1	1
SPRED1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	119.346904844766	1	1	1	1	1	1	1	1	1	1	1	1
SPRY1	420.802725181602	1036.35440909506	1	1	1	1	1	559.179572308121	1	94.2382838844772	1	1	152.025883903101	1	1	1	1	1	1061.86929839606	539.580767650735	1	1	1	1	125.624165736403	1	1	1
SPRY2	68.2695929093828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SPRY4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99.1411432465304	1	1	1	1	1	1	1	1	1
SPRYD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.7340933942221	1	1	1	1	1	1	1	53.4494126298108	1	1
SPRYD7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.7032739653179	1	37.9731605465984	31.8835344470356	1	1	1	1	1	1	1
SPTAN1	99.12501828208	135.293592767852	1	96.1820816052403	1	56.6447640483788	93.2668445353786	310.510787150926	1	1	37.3082898019464	1	102.229342244859	21.0153835217944	1	53.0750423305942	36.8579570687095	73.3118366207152	147.378713372549	124.791986445205	43.7102179962398	43.662027601236	51.7220240397429	1	75.1797938955178	1	32.0503524984224	1
SPTLC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.4545159076314	29.233932928695	1	1	1	1	40.5389020551991	1	1
SPTSSB	1	1	1	1	1	62.0830832140227	1	1	1	1	1	1	1	47.0422503080178	1	1	112.816080813249	1	1	1	1	81.7039252856539	1	1	1	1	150.008369014648	1
SQLE	1	1	1	1	1	63.1643838206254	1	1	1	1	144.884798500424	1	1	137.260986137052	1	1	114.258040975518	42.9517587453136	1	1	67.9868793210064	173.361262758249	1	1	1	1	131.689462894782	1
SQRDL	1	1	1	1	46.0847656838844	1	1	1	1	1	1	1	1	47.4919365486356	1	64.2954540657927	1	33.7977629354752	1	1	51.9429626544087	31.9913299745321	1	1	1	1	56.7620065957341	1
SRD5A1	1	1	1	1	1	1	1	1	1	1	39.1839163373673	55.7143439586155	1	27.5490521373461	1	1	1	1	1	1	32.5037163661216	1	1	1	1	1	27.7791620364853	1
SREBF1	1	1	1	1	1	259.640856510122	1	1	1	1	1	1	1	41.1739324796897	1	1	58.3637249684033	52.6087164638221	1	1	31.2228821644478	95.524365448985	1	1	1	1	62.9875484956003	1
SREBF2	1	1	1	1	1	1	1	1	1	1	48.5749540894627	1	1	1	1	1	1	41.9535926074516	1	1	1	63.9196816595033	1	1	1	1	41.6015631461031	1
SRF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.8353640780907	1	1	1	1	35.5725654095717	1	1	1	1	1
SRFBP1	1	42.2962446490633	1	1	1	38.1232112186851	1	1	1	1	1	1	1	24.6778854010454	1	1	1	28.2378461429646	28.3282582931783	58.4731637085803	1	1	43.1426315078407	1	1	1	1	1
SRGAP1	62.2631973551175	36.3095599476248	1	1	1	1	1	1	1	1	36.3008920073496	1	39.3506664820238	29.018949957	1	1	1	1	33.4240460674541	48.337528338554	1	45.4554860262042	1	1	1	1	1	1
SRGAP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.3077849457817	1	1	1	1	1	1	1	1	1	1	1	1
SRGAP2B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66.1372293762374	1	1	1	1	1	1	1	1	1
SRGAP3	1	1	1	1	1	1	1	1	1	138.313562577482	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SRGN	1	395.993221857623	779.753900266736	3398.72094448791	3724.1622568019	1	2862.18911654644	1627.55814306942	344.060793717323	5326.44129994228	1	2388.02595928134	1	1	1	2316.68637957502	1	1	463.879403089512	181.535014601298	353.849824751241	1	1	310.019609624147	75.0783710718425	1	1	3255.09196367694
SRM	1	1	1	1	1	1	1	1	70.5989126115643	1	72.155432188408	1	56.7242815951155	62.9630972813178	1	1	33.3364400459383	1	57.4870578952523	1	58.5123726690849	39.0132680457549	36.02748843604	1	53.6865463138768	1	48.1301804019145	1
SRP19	1	1	1	1	1	41.1862339636668	1	1	1	1	40.8053063139361	1	1	59.7491551463685	1	1	30.0534899627647	1	1	43.4475114989175	41.9979496219991	1	1	1	1	1	45.0921613841736	1
SRP54	1	51.4706101042467	66.9007111798864	79.2458034503661	1	82.8303125273303	77.6169965026381	75.5735178596752	62.8043923692915	113.382171743922	56.5898405200022	53.7294347673306	49.4277292713964	53.8079128331854	54.016186034242	1	61.3567847339695	98.9747054192426	48.8570185552683	24.5651391220581	33.853163554467	46.8372326030709	50.4774751363102	1	47.6938814512356	1	65.9884803363414	1
SRPK2	71.9141531988464	71.0192819251018	97.3729641902246	75.9199107662264	1	115.207615302216	1	72.4414613135144	1	1	69.5736026023328	61.3901933374518	83.8473716832452	76.796007502658	1	1	84.5924735381657	89.7360569365246	45.1741920752389	1	71.815328165794	72.919530366904	37.907107616097	1	73.7713286108927	63.2548848586119	76.4294745437516	115.114436345288
SRPRB	1	42.5126564039158	1	1	1	57.8338917013486	1	1	71.2525755264481	1	56.9787241448034	1	62.8568272313769	66.9438824204407	1	1	31.0305637785467	60.2787984232139	45.1517073791939	1	83.0069887401171	43.4914728617045	29.5326448581654	1	1	44.3703979544153	64.1071567519754	1
SRPX	595.416712820681	1	1	1	1	1	1	1	1	1	1	1	208.93427141273	1	1	1	1	1	1	1	54.1960733651725	1	1	1	108.68495757918	1	1	1
SRPX2	1	1	1	1	1	1	1	1	1	1	1	1	99.7081610896179	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SRRT	1	1	1	1	1	42.9161076262315	91.3417632044191	1	1	1	59.7818700529538	64.8482405463998	1	37.1813384762501	1	1	35.3463027097821	31.0532240487831	1	82.4163014288214	43.5775891272991	56.5226173362078	37.3507673008412	1	1	76.2800453087099	33.4705040865254	1
SS18L2	51.6509072041715	48.0623791273261	107.811505650527	124.29711135159	37.2031830087835	115.488511900133	145.066784355497	1	1	72.9066929909387	75.0204492532653	63.1498938999593	39.2025080173579	61.2389547041442	1	39.6147327633782	101.148519102344	53.0484427892117	114.558112725795	164.013634630628	63.182302823914	58.6820947211327	51.926815859187	112.979025527034	1	62.7495657253237	60.1164613808501	1
SSBP2	115.368668617546	1	1	1	1	59.2390024698497	1	1	1	1	1	1	48.5577023341594	1	114.183056606832	1	39.8828540435596	46.0745940849205	1	1	1	37.1741078370242	39.1383990086464	125.07919255255	89.9556924961838	115.856940092344	34.6957652220179	1
SSBP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88.2502983364715	1	1	1	1	1	1	50.7336041419373	1	1
SSC5D	1	1	1	1	1	1	1	1	1	1	1	1	55.3992896815352	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SSFA2	1	123.124922853494	1	1	48.0016132931101	90.3811590414057	1	245.340732955286	1	1	29.3584740218399	1	1	1	1	1	195.257957540075	41.4269334026355	71.2681671536492	82.2537580199432	42.072506104268	174.539560057636	45.6805128840813	1	1	1	141.292736102155	1
SSH1	1	49.5800456087519	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	176.434717491518	1	1	1	1	1	1	1	1
SSH2	1	1	135.045659862093	1	81.8896175427618	1	1	1	1	1	1	1	1	1	1	1	1	1	35.5436887780704	1	1	1	1	274.408513270144	1	1	1	114.899729508096
SSH3	1	1	1	1	1	54.9460222014632	1	1	1	1	1	1	1	1	1	1	35.7846866180904	34.157913645379	1	1	1	1	1	1	1	1	39.2960513761913	1
SSPN	286.334873010949	1	1	1	1	1	1	1	1	1	1	1	247.306554339635	1	85.9083060828336	1	1	40.7684095526368	1	1	73.1967841127436	1	57.3971880517346	1	91.5264407648122	220.868644991166	1	1
SSR4	355.095038281339	357.08517649086	319.793355622547	400.069265887814	299.548390543117	439.296488900903	431.466946384843	404.7659763625	4290.02678463688	379.536798646199	438.827119866936	543.006086243898	544.552316392466	613.464640442273	272.240021435846	339.539106735678	443.442790432879	402.120702954809	535.620036502759	278.35882977411	438.130733483459	447.191112363869	443.05746619041	185.684218411674	372.001898433974	159.529723322216	772.142306328191	537.833115053309
SSTR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	99.739862108872	1	1	1	1	1	1	1	1	1	157.377352644706	1	1	1
SSX2IP	1	1	1	1	1	1	1	1	1	1	34.6022454758347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ST14	1	1	1	1	1	1	1	1	1	1	27.6035243031151	1	1	1	1	52.8299105887067	24.5767147129952	42.4733632521665	1	1	1	36.220550870958	53.8408435336429	1	1	1	53.1848076939111	1
ST3GAL1	1	47.3137201376132	1	1	1	1	1	1	1	144.685973067589	1	66.9654123034842	1	1	1	73.1313481840919	40.3042186493614	1	52.7104176801617	139.680531581985	35.0923703881787	43.2822203766758	1	1	1	1	32.7138752889943	1
ST3GAL4	70.2054165868858	1	1	1	1	1	1	1	1	1	101.472930283154	1	71.6427190305965	50.1444575083444	1	1	35.3161092173108	1	1	1	101.540292956276	52.300617694267	1	1	1	1	49.226579232199	1
ST3GAL6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.9338132028699	1	1	1	1	1	1	1	1	1	1	1	1
ST5	1	1	1	1	1	1	1	1	1	1	1	1	67.6310596686614	1	55.1103288709789	1	1	1	1	1	1	1	31.2137987073366	1	105.031402124968	143.204370168144	1	1
ST6GAL1	1	66.9056988203618	67.7055141110439	1	1	1	1	1	61.9003620329293	1	1	1	1	1	1	55.3423269897174	1	1	1	1	1	1	1	137.012728800636	1	1	1	1
ST6GALNAC2	1	1	1	1	1	49.0177373605223	1	1	1	1	1	1	1	29.8516620867881	1	1	39.3935853820657	1	1	1	1	1	1	1	1	89.698745124158	42.3200469635451	1
ST6GALNAC4	1	47.4897281602583	1	1	1	1	1	1	132.399153850322	1	1	91.4032943226859	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ST6GALNAC6	1	44.6082951372978	1	1	1	1	1	1	1	1	1	1	71.308501784137	1	97.2591132046022	1	1	1	27.9209883011993	1	1	1	1	1	68.2367289015271	1	1	1
ST8SIA4	1	1	1	1	48.1747161083423	1	1	1	1	1	1	47.1943950647193	1	1	1	85.0157185038824	1	1	54.229034688367	24.4918446514136	1	1	1	1	1	1	1	1
ST8SIA6.AS1	1	1	1	1	1	1	1	1	1	1	48.547148657871	1	1	37.7626531762128	1	1	1	1	1	1	1	1	1	1	1	1	1	1
STAB1	1	132.702494029819	1	1	102.137735557717	1	1	59.9228897461656	1	1	1	1	1	1	1	354.786330277633	1	1	109.6107678224	1	1	1	1	1	1	1	1	1
STAC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	169.184452929397	1	1	194.021122986315	1	1
STAC3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.8396048267687	1	1	1	1	1	1	1	1	1	1	1	1
STAG1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.5632665177351	1	1	1	1	81.0964535430546	1	1	1	1
STAG2	60.8944688314352	42.2891498044118	1	1	60.4871864020514	1	1	1	1	92.0656731365952	34.8632172751079	55.5097865580598	41.7450711107764	23.4118905184771	1	38.7092698262816	1	43.9377731068588	34.2773503417837	47.1350791549699	34.8517772863772	41.6677904730718	31.6782710102513	1	46.6842646765709	1	30.5707766305395	1
STAG3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	229.682650525041	1	1	1	1
STAP1	1	1	73.3017420145848	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	149.525773496474	1	1	1	1
STAP2	1	1	1	1	1	58.6114113281857	1	1	1	1	70.4030448678202	1	1	91.0606661570542	1	1	56.5404674467748	48.6842318215166	1	1	1	49.2319249767057	61.6180370667352	1	1	1	57.0981245567205	1
STARD10	1	1	1	1	1	358.475896619203	1	1	1	1	79.5280516994293	1	1	306.916691344174	1	1	248.743823496999	139.937852159649	1	1	42.185590139882	179.596183844278	26.9938416977888	1	1	1	201.222909690564	1
STARD13	1	53.2640645402779	1	1	1	1	1	76.1075065430396	1	1	1	1	1	1	1	1	1	1	54.2599104354339	48.6699322659276	1	1	1	1	1	1	1	1
STARD3NL	1	67.8385678893487	1	1	53.8990304650541	47.7197139412762	1	104.413894165334	1	174.656152745145	44.7825186959641	1	46.0429924735968	35.7778103361921	1	81.671451138654	46.0136761016642	37.5335811260294	62.7161472133352	78.0491767416808	59.3425493202658	1	35.4763923786168	1	1	49.9454404729631	47.6290812949659	150.831173599133
STARD7	1	67.8468197860339	1	95.3627044831244	40.4839308558912	1	89.229469527334	44.7348706189841	1	78.7512891827818	70.5933732847001	66.7964599312985	1	50.098371469856	69.4417011019589	74.305678818862	36.0420745011317	47.1371583203856	59.9083201733084	107.62774263258	41.567466755677	48.9705605971585	55.1406341195943	1	1	1	37.9170980345307	1
STAT2	63.3989872907703	1	1	1	57.629252484155	1	1	1	1	1	1	35.5400040868825	90.2890567528446	1	1	54.1403382019825	1	1	33.1451394498514	1	1	1	1	1	53.9610834350852	1	1	1
STAT4	1	1	1	167.772654077179	1	1	202.119149410005	1	1	264.922243841219	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	179.612412824295
STAT5B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	52.9802372044473	1	1	1	1	1	1	1	1
STAT6	65.1381061207215	41.208243250534	1	1	52.0905795115293	1	1	1	1	1	1	31.2719095374546	1	1	1	42.4242271577852	1	32.513137898315	1	1	1	1	34.390843896661	1	1	1	1	1
STAU2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.4824534814267	1	1	1	1	1	1	1	1	1
STC1	1	232.428825166106	1	1	1	1	1	445.534410155389	1	1	1	1	1	1	1	1	1	1	260.705836808488	55.777353655421	1	1	1	1	1	1	1	1
STC2	1	1	1	1	1	966.022748561766	1	1	1	1	1	1	1	166.246871189736	1	1	111.815684439797	805.290914451322	75.3908625627098	1	1	1	1	1	1	1	1	1
STEAP1	74.1168565591881	1	1	1	1	1	1	1	1	1	1	1	61.0069945137288	1	1	1	51.7389463530599	39.809202585627	1	1	39.7151303457729	1	1	1	1	1	69.9021488512806	1
STEAP2	76.3430389350959	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.343085669123	1	1	1	1	1	1	1	1	1	47.6061327431498	1
STEAP3	1	1	1	1	1	1	1	1	1	1	36.2158328754551	1	1	28.8530630082355	1	1	1	1	1	1	36.0967381335994	1	1	1	1	1	1	1
STEAP4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	142.390974617598	1	1	37.4044296378438	106.641546510127	1	1	1	1	1	524.134063691514	1	62.257547339314	1
STIM2	1	54.5838748266688	1	1	1	1	1	85.9270109735955	1	1	1	1	1	1	1	1	1	1	53.9651794775813	1	1	1	1	1	1	1	1	1
