Radius,ERn86Epi,ERn58Epi,ERp73Epi,ERp3019Epi
454,502.108280254777,462.398230088496,684.538983050847,1004.69937888199
455,504.082802547771,464.141592920354,687.454237288136,1009.15279503106
456,506,465.734513274336,690.457627118644,1013.57267080745
457,508.03821656051,467.699115044248,693.274576271186,1018.02049689441
458,509.859872611465,469.433628318584,696.332203389831,1022.53788819876
459,511.662420382166,471.247787610619,699.2,1026.94596273292
460,513.611464968153,473.017699115044,702.010169491525,1031.34720496894
461,515.369426751592,475,704.833898305085,1035.81118012422
462,517.248407643312,476.761061946903,707.542372881356,1040.36645962733
463,519.070063694268,478.513274336283,710.467796610169,1044.84161490683
464,521.031847133758,480.353982300885,713.471186440678,1049.25465838509
465,523.050955414013,482.256637168142,716.349152542373,1053.77950310559
466,524.949044585987,484.026548672566,719.196610169492,1058.38136645963
467,526.713375796178,485.725663716814,722.081355932203,1062.95838509317
468,528.656050955414,487.743362831858,725.074576271186,1067.46149068323
469,530.757961783439,489.601769911504,728.027118644068,1072.04534161491
470,532.68152866242,491.41592920354,730.776271186441,1076.63416149068
471,534.566878980892,493.044247787611,733.606779661017,1081.16459627329
472,536.458598726115,494.53982300885,736.464406779661,1085.73602484472
473,538.445859872611,496.41592920354,739.349152542373,1090.24285714286
474,540.369426751592,498.380530973451,742.183050847458,1094.80124223602
475,542.28025477707,500.203539823009,745.020338983051,1099.48074534161
476,544.242038216561,501.964601769911,747.95593220339,1104.14161490683
477,546.165605095541,503.805309734513,750.783050847458,1108.84720496894
478,548.044585987261,505.575221238938,753.772881355932,1113.42298136646
479,549.828025477707,507.300884955752,756.671186440678,1118.15590062112
480,551.764331210191,509.185840707965,759.677966101695,1122.78695652174
481,553.675159235669,510.938053097345,762.64406779661,1127.43416149068
482,555.764331210191,512.725663716814,765.413559322034,1132.11739130435
483,557.592356687898,514.318584070796,768.433898305085,1136.78819875776
484,559.59872611465,516.150442477876,771.298305084746,1141.38260869565
485,561.547770700637,518.079646017699,774.054237288136,1146.07950310559
486,563.305732484076,520.212389380531,777.152542372881,1150.84968944099
487,565.369426751592,521.787610619469,779.95593220339,1155.65838509317
488,567.070063694268,523.575221238938,782.84406779661,1160.38819875776
489,569.050955414013,525.486725663717,785.84406779661,1165.03726708075
490,571.057324840764,527.150442477876,788.884745762712,1169.74596273292
491,572.949044585987,528.964601769911,791.630508474576,1174.56583850932
492,574.904458598726,530.805309734513,794.579661016949,1179.35341614907
493,577.044585987261,532.548672566372,797.55593220339,1184.16211180124
494,579.114649681529,534.309734513274,800.545762711864,1188.91677018634
495,581.178343949045,536.097345132743,803.6,1193.79751552795
496,583.044585987261,537.858407079646,806.389830508475,1198.54596273292
497,584.980891719745,540.044247787611,809.396610169492,1203.30745341615
498,586.891719745223,541.902654867257,812.271186440678,1208.14658385093
499,588.891719745223,543.575221238938,815.216949152542,1212.90683229814
500,590.828025477707,545.663716814159,818.108474576271,1217.71925465839
