NAME	PVL Differentiated	T cells CD8+	GenMod4	Luminal Progenitors	GenMod3	GenMod1	Plasmablasts	B cells Memory	B cells Naive	NKT cells	T cells CD4+	GenMod7	GenMod5	PVL Immature	CAFs myCAF-like	CAFs MSC iCAF-like	NK cells	Macrophage	Monocyte	Endothelial ACKR1	Endothelial RGS5	GenMod6	DCs	GenMod2	Mature Luminal	Endothelial CXCL12	Myoepithelial	Endothelial Lymphatic LYVE1
CYB561D2	1	1	1	1	1	58.8239781382669	1	1	1	1	1	1	74.4166665681592	1	1	1	1	1	1	1	1	78.9627181070194	41.2830509535972	32.1439615779106	52.2453251498432	1	1	1
CYB5B	1	95.6515196204077	71.9244742026807	1	73.5452430766924	1	1	1	1	132.02476627938	88.1457259990663	44.0753236448781	1	1	1	47.7882725697514	87.5333850059992	1	1	77.5089117876194	78.9238290580755	30.8633831569913	41.5537509924504	39.5344101426935	45.4729517649751	105.011089241057	1	77.645680776885
CYB5D2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.2182463631267	1	1	1	46.3674236965738	51.5779857478888	1	1
CYB5R4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.6036157984242	61.2454143639637	1	1	1	63.4594831848902	1	1	1	1	1
CYBA	83.4642460436268	610.836365623907	295.89591909764	90.8436362480006	561.96359932913	55.1946166570163	608.637467199588	903.528321408811	1064.55170709095	1373.54387312382	423.127417026205	58.3883895620886	1	287.169679946787	232.042330010491	199.851284879581	435.102086257052	1208.04658665828	1327.29266537222	64.3068858609513	110.359381126194	212.042486529532	1032.74148628639	110.227553442692	140.776050499926	167.527410318724	91.5601779152317	203.066526911371
CYBB	1	1	1	1	1	1	1	111.126254022362	1	1	1	1	1	1	1	1	1	573.652713563538	497.606576971068	1	1	1	192.56396645035	1	1	1	1	1
CYBRD1	1	1	1	34.7546246279762	50.4312016814727	92.5323274484472	1	1	1	1	1	39.4069632695758	155.453381999105	98.2578738796836	149.655619594051	261.388520898875	1	1	1	1	31.297858582062	69.0912357955084	1	1	70.2906111013581	1	68.6558745173915	1
CYFIP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.2566548985523	1	1	1	1	1
CYGB	1	1	1	1	1	1	1	1	1	1	1	1	1	125.640370227424	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CYLD	1	102.0869324834	1	30.0298260536853	30.1497878130691	1	1	103.728876748321	1	1	133.562058852032	1	1	1	1	1	156.447196526645	50.7270566701776	50.3480120198798	1	1	1	59.3628635563679	1	1	1	1	1
CYP1B1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	229.206311511335	301.530999759694	1	1	1	118.889249032471	1	1	1	1	1	105.726524370108	1	256.276422698935
CYP27A1	1	1	1	64.5951526562164	1	33.3307658165524	1	1	1	1	1	1	33.5125666698999	1	1	59.6740145454677	1	73.9543453691696	1	1	1	27.6655402405191	1	46.5721829237103	1	1	34.3529843745768	1
CYP2S1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.3614273044869	1	1	1	1	1
CYP4B1	1	1	1	1	1	1	1	1	1	1	1	1	235.542701654844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CYP4X1	1	1	1	1	1	58.2117825529579	1	1	1	1	1	1	230.66927217591	1	1	1	1	1	1	1	1	61.4322660985969	1	1	194.97917576818	1	1	1
CYP4Z1	1	1	1	1	1	119.048740471605	1	1	1	1	1	89.4785794554965	227.091993841876	1	1	1	1	1	1	1	1	90.7971564547641	1	1	185.99798915436	1	1	1
CYP51A1	1	1	39.5159674757778	1	1	36.7002370333708	1	1	1	1	1	61.1964118182802	1	1	1	1	1	1	1	1	1	44.0520017493752	1	34.8444617842297	1	1	1	1
CYP7B1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.348079868167	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CYR61	363.179175213417	1	90.1772544431878	563.99455100471	201.437535333281	150.391377015552	1	1	1	1	1	75.1983887507717	73.4587945401536	801.380851005962	1578.30130201124	2213.16648741207	1	1	1	488.460780477456	370.202773948401	110.22130304478	1	45.0589741150473	143.671696404615	584.537985812888	1962.09521160957	540.962300320946
CYSLTR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.8028645151626	1	1	1	1	1	1	1	1
CYTH1	1	1	1	1	1	1	1	1	1	94.9517654081084	99.4130903317168	1	1	1	1	1	1	74.7843372132417	69.3602509871047	89.2426928498545	48.9158998807402	1	88.825944576362	1	1	79.8137606152697	1	73.2231336396552
CYTH3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.1801733484915	1	1	1	1	1	1	1	1	1	1	1	1	1
CYTH4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	92.4622319655894	1	1	1	1	96.8589419042396	1	1	1	1	1
CYTIP	1	721.313541126117	1	1	1	1	157.059628570259	384.905099276315	624.428451833638	539.165036935136	702.172167378301	1	1	1	1	1	485.940140704771	67.9171730864289	96.6593803042722	1	1	1	253.53996572726	1	1	1	1	1
CYTL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	111.496307123553	111.022308014855	1	1	1	1	1	1	1
CYYR1	1	1	1	43.5796785353377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	304.034976331514	287.083252121669	1	1	1	1	418.22138913201	1	166.283157476835
D2HGDH	1	1	1	1	1	34.900174739992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	24.873102300501	1	1	1	1	1	1
DAAM2	95.9301929358061	1	1	1	1	1	1	1	1	1	1	1	1	96.0249464941198	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DAB2	1	1	1	1	37.1052433995255	1	1	1	1	1	1	1	1	57.8537426012279	189.334478753735	212.18887588316	1	677.756479876153	110.666355364316	104.44259096637	196.41943769627	1	1	1	1	114.557408029703	53.5883879531325	77.408089107242
DAB2IP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74.1003707767327
DACH1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.1464820707677	1	1	1
DAG1	1	1	1	1	1	1	1	1	1	1	1	1	59.9240822821573	1	1	1	1	1	1	1	1	27.2745331818393	1	1	36.7273220996824	1	1	1
DALRD3	1	1	31.9293860866532	37.7984543074033	28.978531360097	72.7427925759193	1	1	1	1	1	75.926870860923	107.541741501955	1	1	1	1	1	1	1	36.8310162460528	63.1425954550343	1	39.8700474984471	60.3432940732049	1	105.703672443614	1
DAPK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	83.3270529798679	43.415106472463	1	1	1	1	1	1	1	1	1
DAPP1	1	1	1	31.8679159797527	1	1	1	139.437031914259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	125.382343013205	1	1	1	1	1
DAZAP1	1	1	64.9570653037532	1	40.2677950578878	31.6251648783358	1	1	1	1	1	49.6611168545624	42.6839711511386	1	1	1	1	1	1	46.6305388431116	38.2814792449819	33.3421829058531	46.7637449552395	50.3698518435935	46.7994639349389	1	1	184.196647231308
DBF4	1	1	88.2491155464384	1	29.0778300983452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DBNDD2	78.2105966472702	1	1	35.874853468228	1	1	1	1	1	1	1	1	1	1	1	1	1	57.3970896660831	44.9130490695397	1	1	1	1	1	35.0887468118149	1	1	1
DBNL	49.6101675037267	76.6602097708928	53.1594718875089	34.6976518925567	80.9258332415898	37.767618689329	1	150.65991899553	134.136333096659	1	1	31.3768943031439	62.1624275280033	89.9851972764684	81.8051893025668	56.5766030549967	1	126.575424816147	94.8991296567843	69.1734836773466	73.7126794381327	52.4462469421616	187.361839043276	50.202864569993	55.5133403120345	120.078444643124	59.5661375664937	53.5871496328558
DCAF10	1	1	34.1200813451476	1	38.0987020629136	35.2963964259916	1	1	1	1	1	1	76.654916175736	1	52.3679335397068	1	1	1	1	1	1	29.1476225528218	1	38.9556639621268	40.4220945261693	1	1	1
DCAF12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	19.5750151346856	34.6238620594804	1	1	1
DCAF5	1	1	1	1	1	1	1	1	1	1	1	40.7251978510894	1	1	1	1	1	1	1	47.81331727623	45.3388280709614	1	1	1	44.572994318991	1	1	1
DCAF8	1	1	33.5620442127886	28.5247735011974	32.9479465940483	47.8207770422482	1	1	81.0500024468136	1	1	51.1654444428129	71.7551020154652	1	45.8885755348553	1	1	1	1	1	1	38.1894559689062	1	26.0329304325746	44.8115700484573	93.4813896776345	1	1
DCAKD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.6643490482432	1	1	1
DCBLD2	1	1	1	1	87.4554249416856	1	1	1	1	1	1	1	1	36.2290538360412	57.3740473030641	1	1	1	1	1	1	1	1	1	1	1	1	1
DCDC2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	105.895550189337	1	1	1
DCHS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.9171698506023	63.0159707672315	1	1	1	1	1	1	23.9925892624282
DCK	1	1	1	1	1	1	1	1	1	112.037289878176	1	1	38.7636756710793	1	1	1	99.6712640706339	50.5869147693312	49.4192795288464	1	1	1	105.966021243954	1	1	1	1	161.118897216055
DCLK1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.5867228591058	86.0856351976824	1	1	1	1	1	1	1	1	1	1	1	1
DCN	102.632646152584	1	1	1	1	1	1	1	1	1	1	1	1	345.257296134576	6287.16031710246	9961.29532066903	1	1	1	1	49.7342411857457	1	1	1	1	1	1	1
DCP1A	1	1	1	50.3569455055331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.1271838011794	42.2540169479386	1	1	1	35.3930208015187	47.45656079549	48.6872404705493	1
DCP2	1	1	1	1	1	41.7563823759054	1	1	1	1	1	1	1	1	1	1	1	43.6140635636756	46.099489278655	1	1	1	30.5411887783731	1	43.3891992580297	1	1	1
DCPS	1	1	52.2269183740546	1	38.9623833278041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.6279673924346	41.554650124783	30.9483008632651	1	1	1	1
DCTN5	1	1	26.2919188756089	1	32.412776284954	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.5904741579624	1	1	1	1	1	1
DCUN1D1	1	1	1	1	37.896601099872	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21.0630014762246	1	1	1	1	1	1
DCUN1D5	1	1	114.913164037121	50.0750488408113	133.932282220266	52.5056118805577	1	1	1	1	1	69.3983818107243	43.8246640566869	39.0236405038982	51.7471848827428	1	1	1	1	1	1	70.4627956472535	1	82.0033949636048	40.169605140993	1	1	114.860281650024
DDB2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.1732793619181	60.0583056711917
DDI2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.9045717024917	1	1	1	1	1	1	1
DDR1	1	1	39.7142934165497	65.9348671877124	37.8033649262127	69.2154873650952	1	1	1	1	1	71.3171099196968	180.052928408921	1	1	1	1	1	1	1	1	83.2733278514767	1	66.4210308818716	96.5888536564105	1	92.774914336564	1
DDR2	105.225442584093	1	1	1	31.2481152734255	1	1	1	1	1	1	1	1	163.355077746983	107.983939190264	86.5008930867321	1	1	1	1	1	1	1	1	1	1	1	1
DDX1	70.0017246691516	1	71.306093013286	34.6514170088382	48.8141562364339	1	1	1	1	1	1	42.7273995087004	58.9750748262089	63.7809812491131	66.5320319625561	1	1	1	1	1	26.9496013906561	27.5456992717233	1	51.465309212806	47.4824565834942	1	1	1
DDX10	1	1	47.9718289043557	1	60.5298665498252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.3268005216605
DDX23	1	1	32.4210051382906	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.1766204717581	1	1	1
DDX27	1	85.3686351155541	61.3607547516206	32.5960027762019	50.5283896851426	36.2272083868291	1	1	1	1	1	45.1478362767241	40.2700030473112	1	1	1	103.631100787313	1	34.0484873194109	1	1	35.5707734839467	56.347263175786	50.2669740454076	37.2468527450322	1	47.2039773483877	106.747431044007
DDX39A	1	1	106.365289752399	39.0605353752756	93.724273113273	40.5738156900411	1	110.055501937385	1	122.639506341823	1	46.2332747732856	39.8710138439021	52.6543692960402	58.3104802450928	1	80.7367229855301	46.3028724978622	52.962104357896	72.7310990913689	60.4858408378353	58.875988689088	79.9534376795153	49.6695814255028	47.7231355257966	62.3974151391828	1	92.3729217835326
DDX39B	1	1	1	1	1	1	1	1	1	1	1	1	1	67.3194289675161	1	1	1	1	1	1	1	1	1	1	35.5899948038907	1	1	1
DDX41	1	1	40.2633629471041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.9597474996669	23.1264189836536	1	49.8185391954096	28.8230342915599	1	1	1
DDX49	1	1	58.7818898953246	31.4954999101413	41.3368543791355	1	1	1	1	1	1	40.6647438256685	1	1	1	1	1	1	1	1	1	27.1390257838546	1	50.4117275095501	1	1	1	1
DDX50	1	1	48.9575987721368	1	32.225410621248	1	1	1	81.287448596768	1	1	39.5906863028493	1	1	1	1	1	1	1	1	1	20.4978339863521	1	33.1405459914986	1	57.1562613770732	1	1
DDX52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.0207636991451	1	1	1	1
DDX54	1	1	39.6706432434942	51.1160597028104	28.0967179676346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.2623375316572	1	26.1375408857049	1	42.4941238036374	1	46.0856465735993	1	1
DDX56	1	1	59.5301003057989	1	49.089795365804	26.6662895042232	1	1	1	1	1	1	39.5894122201861	1	1	1	1	1	1	1	57.5214543607754	44.2056338979423	1	52.3033273524114	38.3930300503645	1	61.4418265223656	111.64329634696
DDX59	1	1	32.9758981887276	1	1	30.5553761699881	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DDX6	45.1676179239001	125.658954376848	37.2781165410299	48.8553936972978	33.4706640615352	61.2401910211113	1	159.160283382161	97.9539871750064	208.10526062671	135.042220582582	72.1648110937289	71.8060304870177	1	48.9841840714522	84.029540997482	105.306332410601	39.8607632321505	59.0941049919854	64.6242425748318	44.9767089842478	50.6807816994576	32.8594906993971	44.4034882217822	80.7911035594036	57.1506060049039	52.6959111939949	1
DDX60L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.1864849067947	58.7192926215815	1	1	1	1	1	1	1	1	1
DEDD	1	1	80.9017764242693	1	41.0661609829358	42.75598049792	1	1	1	1	1	38.2345416706663	1	1	1	1	1	1	1	1	1	24.8925323320884	1	60.2598134149917	1	1	1	1
DEDD2	1	171.633169063822	1	26.4364679924893	1	65.9649648794313	1	94.708653225426	1	1	128.937457001712	41.9817556399477	48.2566210427054	1	1	1	126.165703098836	43.2636321867089	54.9790536619539	1	1	32.8812966915031	55.7598985133189	29.341268020614	1	1	1	154.336163343363
DEF6	1	141.81753980494	1	1	1	1	1	70.3261032390623	85.3684956424085	147.256137675599	134.840335396324	1	1	1	1	1	138.221003473921	1	1	1	1	1	79.3777181040344	1	1	1	1	1
DEF8	1	1	36.887784585183	1	58.356569094405	1	1	1	1	1	1	1	1	1	67.5290042377817	1	1	1	1	1	60.7782238626327	1	1	26.4445105360759	1	1	1	1
DEFB1	1	1	96.4149375882508	126.242705058433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	121.498685930135	1	1	1	1	1	1
DEGS2	1	1	83.4897144617785	1	1	297.211308257309	1	1	1	1	1	158.709069960608	261.593059992034	1	1	1	1	1	1	1	1	296.040800556561	1	158.763921935259	119.006982718734	1	1	1
DENND1B	1	1	1	1	37.4016130144539	44.8567077565302	1	1	1	1	1	1	101.399254516688	1	1	1	1	1	1	1	1	42.5853541493653	79.7493379172593	21.9321425178096	45.2869517418258	1	1	1
DENND2D	1	121.19385237314	1	1	1	31.9186241138735	1	1	1	129.179940381224	121.837889626832	1	1	1	1	1	103.509284716407	1	1	1	1	1	1	1	1	1	1	1
DENND3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.0817885193449	54.6262829823146	1	38.8305156489399	1	1	1	1	56.957040830598	1	1
DENND4A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.2316712847083	1	1	1	1	1
DEPDC1	1	1	50.719280661259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DEPTOR	1	1	1	30.24449041172	1	24.5252787948216	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.844750584385	1	1	37.0314827293666	151.376251445442	1	1
DERL1	1	91.6821655101584	59.5781776541386	46.3959133525793	71.1987815764764	58.5131493057382	94.5782706451318	1	1	1	1	60.049676545713	85.3653733967234	43.7915603306531	68.554772109361	55.9745006173901	92.1891665978035	60.0555391896056	51.2142993873678	56.8551977611465	45.2258378912754	110.228379123539	30.9804230499794	69.3259643940985	54.1385345284993	58.1613779087019	1	1
DERL2	83.1541170534355	1	54.1494739369072	32.1395353993294	40.1926262355631	52.2146835992908	62.7417473823673	1	1	110.572796521996	1	35.3545398821017	57.0949223866573	51.3662566764023	142.697189844605	85.4700962926034	1	52.1822669885722	49.5394910551677	1	99.0521516734499	55.7677966441401	1	53.662242181184	57.6637951126403	92.3646564461809	37.6575611652613	1
DERL3	1	1	1	1	1	1	982.865386476771	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	101.756839052029	1	1	1	1	1
DEXI	1	1	1	1	36.7686237996193	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DGAT2	1	1	1	1	39.9667164566839	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DGCR2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.3706549671557	1	1	1
DGKD	1	1	1	1	1	37.9061947990669	1	1	117.866617553529	1	1	50.0913085943055	52.1223936039512	1	1	1	1	1	1	1	48.1782830077771	1	1	1	40.5289119398317	1	1	1
DGKH	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	62.8572676476623	1	1	1	1	1	1	1
DGKZ	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.3439962574137	66.9998742721	1	1	1	1	84.1554590746307	1	1
DHCR24	1	1	91.7889742062984	33.2746412188	51.6952397862128	89.1881991630632	1	1	1	1	1	122.428091492901	197.827597795942	1	1	1	1	1	1	1	1	113.667528726406	1	67.7696782195177	189.3724145278	1	1	1
DHCR7	1	1	69.3770945082518	34.8980227041251	68.8703086520732	1	1	1	1	1	1	60.3126397505909	1	1	1	1	1	1	1	1	1	53.9945169589291	1	61.2511844495758	1	1	1	1
DHFR	1	1	78.2174930348612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DHPS	78.9455078763094	1	63.5812393660666	68.5130196388734	54.6335406755293	89.474743038053	1	98.1787583912314	1	1	1	64.4015533705409	74.2036590626007	61.1171895033958	1	63.1546774497509	1	1	1	64.9749967132887	86.0077589922064	78.77855014219	39.5769501266459	86.2607409023305	66.0502713158759	46.6620260166416	105.452898893153	107.946609941217
DHRS12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.2218576449751	1	1	1
DHRS2	1	1	1	1	1	123.016242649603	1	1	1	1	1	123.779852469534	756.341948834561	1	1	1	1	1	1	1	1	1	1	397.161528408382	1	1	1	1
DHRS3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.505466326706	1	1	89.1315482717846	1	1	34.3635391378779	1	89.0332385778832	78.6176252190658	1
DHRS7B	1	1	1	27.8901042732009	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.9669947116208	68.1495685836411	1	1	1	38.0296792984859	64.4778353938293	1	1
DHTKD1	1	1	40.7438280017706	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.9328764208326	1	33.205325050129	1	1	1	1
DHX32	1	1	1	1	29.7936436448764	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DHX38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	95.2543313635232
DIABLO	1	1	34.2967762045081	39.47015501825	1	43.9120143750463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.0493249246133	33.1798402608576	33.9647614145622	38.0429216125636	1	55.938520974657	1
DIAPH1	1	77.2912074561694	1	25.8988020460128	22.0951854557105	1	1	1	1	175.425826585256	1	1	1	1	1	1	1	1	58.5591437973078	53.5015998951565	33.5853586476823	1	39.2283466555759	1	49.2944909595819	1	48.7432379211425	1
DIAPH2	1	1	1	1	1	1	1	1	1	1	1	1	1	69.2632063277656	1	1	1	1	1	51.9879416655305	71.9750812093096	1	1	1	1	65.9061555173489	1	1
DIAPH3	1	1	32.3655692656517	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DIO1	1	1	1	1	1	1	1	1	1	1	1	1	66.7952626352742	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DIO2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	174.013849917065	1	1	1	1	1	1	1	1	1	1	1	1	1
DIP2A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.7982626670968	1	1	1	1	1	1	1
DIXDC1	1	1	1	1	35.1937130007827	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.9217017069274	1
DKK1	1	1	83.3845500875747	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	169.622579134876	1	1	1	1
DKK3	300.542435443706	1	1	1	63.0441829477718	1	1	1	1	1	1	1	1	195.222706286478	152.860787284567	75.4402973814511	1	1	1	1	1	1	1	1	1	1	523.822391255838	255.857312464846
DLAT	1	1	37.8960930955152	1	41.9237669401933	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DLC1	111.519386343103	1	1	1	1	1	1	1	1	1	1	1	1	177.778015095687	93.7870854289567	133.700193182328	1	1	1	187.437932390184	176.041809624826	1	1	1	1	93.2139391957931	1	88.2190829824189
DLEU1	1	1	1	1	35.9835037339195	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DLG1	1	1	26.6608835860447	1	33.4752443719717	1	1	1	1	1	1	50.5253950545235	50.1592760478673	1	1	1	1	1	1	1	1	25.2057486916498	1	1	1	1	1	64.3960410371197
DLG3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.7425132435901	1	1	1	1	1	1
DLG5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	119.659273428076	1	1	1
DLGAP5	1	1	42.9379300322485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DLK1	1	1	151.91732270548	1	1	1	1	1	1	1	1	1	1	1	1	147.02322811817	1	1	1	1	1	1	1	1	1	1	1	1
DLK2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	110.766490900226	1
DLL1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	68.0211331933041	1	1	1	1	1	1	1
DLL4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.2584146726658	250.312872211674	1	1	1	1	289.396609636368	1	1
DLST	1	1	37.5859211896038	33.8746220965293	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	40.2541168324863	1	1	1
DMAP1	1	1	33.5486873155391	20.3523149205049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.6932478667821	29.6745789561038	53.6907618078515	51.6210181210035	1
DMD	68.9664662757006	1	1	33.5613404828396	1	1	1	1	1	1	1	1	1	65.0711408247241	1	1	1	1	1	1	1	1	1	1	1	1	88.3331409540048	1
DMKN	1	1	1	68.9095479469056	1	86.3396175735275	1	1	1	1	1	77.0129003198036	63.0570168966488	1	1	1	1	1	1	1	1	77.5728820806777	1	1	111.030987005146	1	270.378841911261	1
DMPK	62.6786291781327	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DMXL1	1	1	1	1	1	1	1	1	1	1	1	1	44.9927715611678	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DMXL2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	115.012771539832	83.8233193273269	1	1	1	1	1	1	1	1	1
DNAAF1	1	1	1	1	1	1	115.749019467685	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DNAAF2	1	1	39.7800951643519	44.0266052628204	34.0701531381364	36.8439695745083	1	1	1	1	1	49.1454014370727	1	1	1	1	1	1	1	1	1	34.5822848674547	1	38.6454927684054	42.4630377184461	1	1	97.1926323073684
DNAH14	1	1	29.5466487919871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
DNAJA3	1	1	38.5733420403403	1	35.2457053701962	1	1	1	1	1	1	44.7495344840887	41.5310467845662	1	1	1	1	1	1	1	1	31.5884335437263	1	34.8720723549933	1	1	1	1
DNAJA4	1	1	1	1	1	50.5886821795927	1	1	1	1	1	50.3694828016229	1	1	1	1	1	149.896623572555	70.3599395823143	1	1	1	1	1	1	1	1	1
DNAJB14	1	88.9686737626248	1	1	29.9215875728731	44.07980123173	1	87.9270819934804	1	1	82.0558712765094	47.2868672277501	61.7892093233922	64.3678411247974	43.2394563872886	63.1869231775588	117.229923906811	50.7345312319095	67.7325642855746	64.0684865035155	78.2421718477559	29.9489925000048	1	1	56.7016368831338	90.2211055823568	47.462026517799	153.006387479426
DNAJB2	1	1	34.8683184344032	1	38.069537378815	27.5992820495302	1	1	1	1	1	58.6619971593841	43.2153046218771	1	1	1	1	1	1	1	1	37.1847565428025	1	44.1646857576973	1	1	1	1
DNAJB4	175.867619478239	155.427623649966	1	76.4431204905163	77.2929465951259	115.024933512843	1	1	1	1	121.971723097709	62.1246195817778	1	166.349614166725	116.615460835262	174.523475836767	160.341110153028	61.2087410118822	1	172.036376361742	166.386142029397	42.7080883011748	1	1	85.9444407468588	140.799308967291	163.541871669648	137.36674875892
DNAJB9	1	156.484677673873	31.3246206682537	61.0849950644116	45.9433380996175	116.826957257967	158.517273454775	1	108.603244009008	166.369077615839	157.593935037713	75.7053087830117	70.695762523441	65.6393272612887	72.62341240621	73.0781188956826	129.314382069843	49.4210462358059	1	59.0409770961301	1	82.3098811178585	140.511175449159	41.4237391707444	197.351981914085	43.605352069354	1	143.20375945123
DNAJC10	1	1	38.1035688853365	1	49.2958174517327	44.5780778204896	1	79.3184564758555	1	1	1	64.6548116691321	64.1245734148097	1	45.0232167895956	1	1	46.57458585947	56.1037176269099	62.7108929559383	1	57.5995729806016	1	38.7376293440141	43.6912380900035	55.9526998419689	1	173.702980217829
DNAJC12	1	1	1	1	1	1	1	1	1	1	1	1	142.140400911551	1	1	1	1	1	1	1	1	1	1	100.570033051236	89.5235374985133	1	1	1
