NAME	PVL Differentiated	T cells CD8+	GenMod4	Luminal Progenitors	GenMod3	GenMod1	Plasmablasts	B cells Memory	B cells Naive	NKT cells	T cells CD4+	GenMod7	GenMod5	PVL Immature	CAFs myCAF-like	CAFs MSC iCAF-like	NK cells	Macrophage	Monocyte	Endothelial ACKR1	Endothelial RGS5	GenMod6	DCs	GenMod2	Mature Luminal	Endothelial CXCL12	Myoepithelial	Endothelial Lymphatic LYVE1
STK24	53.8328513039766	1	29.8827507719905	1	37.3427083096393	1	1	1	1	1	1	1	1	69.6061055156694	1	1	1	1	1	1	1	26.2731615967885	1	1	1	1	1	143.20375945123
STK3	1	1	28.6858522746658	40.3716128033041	35.2854468087964	35.9966271865554	1	1	1	1	1	41.4165613465376	1	80.0319537135468	1	1	1	1	1	1	1	32.8245931189681	1	1	46.9473519206106	1	1	1
STK38L	70.4040029387003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.3504787731093	71.8029209155811	1	46.5662419582719	25.4171430050023	42.841877460313	1	1	78.2914917197531	1	1
STK4	1	581.060793284566	34.3957812599566	1	41.4051543908962	49.9436613652309	114.497466954828	545.129237653201	572.736496802587	333.255342840965	569.027666453104	46.2654720606144	39.4687988157115	1	1	1	400.063634356114	82.8501356705651	111.199497758295	1	1	36.1177458651717	256.33231370366	33.5865006579717	1	1	1	1
STK40	1	1	1	35.0179786794864	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.074814526427	1	1	1
STMN3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.6026583049989	60.8334105527384	1	1	1	1	1	1	1	1	1	1	44.0058951159206	1
STRA6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66.6522422372302	1	1	1	1	1	1	1	1	1	1	1	1	1
STRADB	1	1	1	1	1	35.0649060756379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.7933193421498	1	1	1
STRN4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.0767290389861	1	1	1	1	1	1	1
STX11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	91.4511261519495	117.616984328966	210.222330284421	1	1	1	119.385197431942	1	1	1	1	1
STX17	1	1	1	35.9532377366535	34.3984062011034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.3055662098723	35.887316880087	26.5957088223955	36.6603856386934	1	1	1
STX3	1	1	1	34.6860562251805	1	44.7048868682094	1	1	1	1	1	47.6073095552046	1	1	1	1	1	1	1	1	1	29.7298421683411	1	32.1619174920053	26.802924231913	1	1	1
STX6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.0206693021417	48.2278535698377	1	1	1	1	1	1	1	1	1
STX7	1	1	35.5114411786389	23.0309391175042	1	1	1	150.335431564225	270.906436630454	1	1	42.7321321455557	1	1	55.0984851545693	1	1	115.652986487595	76.3658169597702	1	1	33.1274817815718	108.731359156521	34.4862428543932	1	54.4476004927386	45.6300607691932	83.6833313970096
STX8	1	1	49.1843932016889	58.2492812842053	32.2414021131051	49.3804045515159	1	1	1	119.889036599462	1	36.15795076946	44.6348341976067	50.2290139565492	66.7173494416992	69.6307339398117	1	52.657893282138	43.8074184685865	45.4613948724612	43.134604266436	54.2704421936359	29.2481227903877	41.0510192698009	33.1469150180565	1	55.6888680268962	53.2364464230289
STXBP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.0664400403836	1	1	1	1	1	1	1	1
STXBP2	1	1	1	1	35.8475533402351	36.680774500784	1	1	1	1	1	1	60.3639753562094	1	1	1	1	48.5406202163929	188.562523721711	1	1	44.912415311116	36.8345311947673	50.3154488203513	1	1	1	1
STXBP3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.7734425485415	1	1	78.2864303232762
SUCLA2	1	1	33.5458006619788	1	40.232620883499	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	25.0000862885568	1	30.1123166762848	1	1	1	1
SUCO	1	1	47.0821395645396	35.8032492815314	52.1151487112503	89.7999781255473	1	1	1	1	1	103.351488128697	79.8835261030514	1	1	1	90.2245105854762	1	1	1	1	65.53847439241	1	37.7279430350962	58.525885636789	1	63.3198952089359	34.9945600181506
SUGP2	1	1	29.7048808001443	1	1	1	1	1	1	1	1	39.8918809246278	1	1	1	1	1	1	1	1	1	1	1	1	42.4591556578332	1	1	1
SULF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	423.119367251101	78.5376451012766	1	1	1	1	1	1	1	1	1	167.703250862835	88.3452710004264	1
SULF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	130.345433717877	1	1	1	1	112.589752538729	118.931437775859	1	72.8152461259923	1	1	153.514374572981	1	104.767303600244
SULT1A1	1	1	1	1	1	35.9113030815571	1	1	1	1	1	56.0059796970289	68.7297377547947	1	1	1	1	1	1	1	1	33.3178899426634	1	41.0850196838648	1	1	1	1
SULT2B1	1	1	1	1	1	38.4599602642777	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.4772339972276	1	45.9635196560504	71.6861988561763	1	1	1
SUMF1	1	1	1	1	39.5122071858528	62.386359942518	1	1	1	1	1	1	80.0444229116323	1	1	1	1	1	1	1	1	48.2599886204077	50.0348238245626	27.8646555911038	64.7248782482857	1	35.6426492335427	1
SUN2	1	90.4302706491282	1	49.3423198336809	1	1	1	1	1	181.630430826689	1	1	1	1	1	1	173.29242632775	1	1	1	1	1	1	1	1	55.8032924888774	79.794235576328	136.060179470161
SUPT20H	1	1	33.4426222473742	1	36.5880108373452	1	1	1	91.7536264369933	1	1	1	1	66.8330721752638	1	1	1	1	1	1	43.1022896610746	27.2172920695419	1	1	52.8348976073172	1	1	1
SUPT6H	1	1	1	30.0882352188573	1	1	1	1	1	1	1	43.7465441479537	1	1	1	1	1	1	1	1	43.3222598169225	25.8071444913254	1	1	1	33.2947664355807	73.680357698003	111.629401983063
SURF1	86.4031490868709	1	43.4632434647497	55.1846281847018	55.1168880288996	54.5612237148645	73.5649066144418	1	1	1	1	58.4041540249146	57.5539092992246	67.3412588754105	1	52.0646082270907	1	72.4960507245793	59.9144972719261	1	1	67.8490972426948	58.1525543211322	86.2111393086098	86.3901901899042	88.9144161593587	37.0878956663643	1
SURF6	1	1	27.3965619025002	1	32.17207593393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SUSD2	69.2931131105203	1	1	1	1	1	1	1	1	1	1	1	1	89.0498680320526	53.7629470156683	1	1	1	1	1	1	1	1	1	1	1	1	1
SUSD3	1	1	1	1	1	1	1	1	1	1	1	1	231.918904553497	1	1	1	1	1	1	1	1	1	1	1	53.0278962507136	1	1	1
SUSD4	1	1	47.1248131587774	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SUSD6	1	1	1	1	1	33.9720134612157	1	1	1	1	1	1	1	1	1	1	1	61.922602669483	58.9852529293422	1	51.6551655745754	1	1	1	50.5408839694825	1	1	1
SUZ12	1	1	40.6048496210389	1	30.1705363090193	37.7477843656919	1	1	1	1	1	1	53.9546858641817	1	1	1	1	1	1	1	53.1916281194456	31.2453458063251	1	1	1	1	1	1
SVEP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	63.6022512463161	172.973342247041	1	1	1	1	1	1	1	1	1	1	1	1
SVIL	70.3885760210491	1	41.4038626652349	84.4881349222529	92.6259717394204	1	1	1	1	1	1	38.2312429465244	1	1	175.993362632413	139.204364289246	1	1	1	95.6026068929014	141.42328517427	37.0821465224148	1	1	35.8287936763453	1	148.108464245633	148.383467897093
SVIP	1	1	61.3356294277233	28.0841975152393	48.1014692209981	61.205657525552	58.302776715783	1	1	1	1	53.2197849741992	69.3404582368348	1	1	1	1	1	1	80.109640882599	81.2174485575956	64.5008379125639	1	45.3607446306549	63.6427556388768	45.5563375575956	1	64.8393597045027
SWAP70	1	1	33.3853154989012	40.539334212743	32.855636039646	35.5442910706628	1	201.442628994326	227.008089261535	1	1	37.7463827727764	1	1	1	1	1	77.2404948786675	51.7293502000398	192.465551608199	221.102164277855	31.1015978158024	50.0154285395138	1	90.0391545248487	357.974754452059	60.3536601766129	61.4098750828457
SYBU	1	1	1	1	1	1	1	1	1	1	1	1	37.9906486218873	1	1	1	1	1	1	1	1	1	1	1	30.8771536560644	1	1	1
SYCE1L	1	1	1	44.0155527037079	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SYCP2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.7556084105764	1	1	1	1
SYDE1	69.7439021982012	1	1	1	1	1	1	1	1	1	1	1	1	1	40.5801859496277	1	1	1	1	1	1	1	1	1	1	1	1	1
SYK	1	1	1	1	1	1	1	155.902841711558	135.255491735886	1	1	1	1	1	1	1	1	119.450749228663	124.252583313874	1	1	1	106.193731151495	1	1	1	1	1
SYNE1	91.4148814244811	1	1	1	1	1	1	1	1	177.601821045321	1	1	1	1	69.2518687687984	78.3698662649655	1	1	1	1	49.1011637474067	1	1	1	1	73.8475090370246	1	88.4863323540863
SYNE2	136.813353041759	209.447925027987	96.7846862386336	99.987474189898	42.4155027210441	40.68353492903	1	1	1	267.948409929263	210.522073414527	89.4991490935225	43.0951769899014	157.649999794613	1	1	111.021674809769	1	1	277.632052848225	293.107834236992	38.415727097058	1	43.5796173636418	93.9811235408385	303.045458941245	126.093707669341	176.250035714596
SYNE4	1	1	1	34.6984464319894	1	56.1590921253639	1	1	1	1	1	43.933837475972	58.5440669533943	1	1	1	1	1	1	1	1	52.29407052447	1	37.8850275280846	34.530958058417	1	1	1
SYNGR1	1	1	49.7990232831306	31.9813918653067	54.6020591213126	1	1	1	1	1	1	47.338251274368	1	72.2596910311992	1	1	1	1	1	1	1	43.1137700177401	1	32.675252306097	63.7448903745267	1	1	1
SYNJ2	1	1	1	36.1105114415578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	128.417163267989	1	1
SYNJ2BP	1	1	1	1	1	1	1	1	1	1	1	1	31.1841146424105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SYNM	80.5621454103753	1	1	128.746218886641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	495.855832906951	1
SYNPO	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.9261258351034	144.424549632394	1	1	1	1	218.665190359963	1	40.0468305908213
SYNPO2	169.701080984324	1	1	1	1	1	1	1	1	1	1	1	1	277.153057551015	1	1	1	1	1	1	71.4936214662752	1	1	1	1	1	107.498725191805	1
SYNRG	1	97.3728478849076	1	1	1	1	1	105.882141849231	135.694407059408	118.030648469867	1	1	1	1	1	1	76.8418102109505	1	1	1	1	1	1	1	1	1	1	1
SYS1	1	1	1	1	1	50.2100972741798	1	1	1	1	1	1	48.9197349163913	1	1	1	1	1	1	1	1	40.2390807970505	1	26.9639533140145	1	1	1	1
SYT11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59.712759406796	1	1
SYT15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.6800539213315	1	1	1	1	1	1	1	1
SYT17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.1190650145231	1	1	1	1	1	1
SYT7	1	1	1	1	1	1	1	1	1	1	1	1	69.5386275602279	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SYT8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	371.139183024005	1
SYTL1	1	83.4698168931525	1	39.7901570976986	1	55.5463912074738	50.9111574029903	119.105406715317	160.036882965047	262.22000036582	1	39.3832855412529	1	1	1	1	1	1	1	1	1	60.8884498562145	1	1	63.63594072584	1	108.947671092659	1
SYTL2	108.090528459401	1	1	1	1	79.62442815843	1	1	1	1	1	1	105.701484338887	124.639321010824	1	1	1	1	1	1	1	62.134901314874	1	1	99.9409033697854	1	1	1
SYTL3	1	274.380858092112	1	1	1	1	1	1	1	323.492833338171	191.591070771226	1	1	1	1	1	449.161028476427	1	1	1	1	1	1	1	1	1	1	1
SYTL4	1	1	1	1	1	1	1	1	1	1	1	1	34.2205352369743	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SYVN1	1	1	1	1	1	1	38.3913396989138	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SZRD1	90.9202100068428	78.8004499964449	60.1551148517511	36.4889572780977	57.0621750289728	39.7282014206265	1	92.080412442816	1	141.72782468943	1	43.858096151425	1	57.5464568490637	44.9585744111536	61.542255628519	1	74.6203324472336	48.4684523042531	73.9110539991279	89.9952143019577	32.4863443822072	44.5317641353384	30.5096660924839	54.9927524306264	56.1003016213182	1	1
TACC1	184.468716050655	1	1	1	46.5424207674473	1	1	1	1	1	1	1	1	249.525714158382	131.744767254365	187.038061417166	119.485116762	111.291354044748	104.421441602481	240.054001343804	279.459283675608	1	78.1044435598247	1	1	367.373465165629	93.9052304914108	182.348656809076
TACC2	1	1	44.4010294641075	1	1	1	1	1	1	1	1	67.6011892752667	1	1	1	1	1	1	1	1	1	32.6114725932495	1	1	1	1	1	1
TACO1	1	1	38.4204017312159	1	1	1	1	1	1	1	1	1	31.6759120325301	1	1	1	1	1	1	1	1	26.5132867020762	1	39.1859471043245	1	1	1	1
TACR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.5492375843486	1	1	1	1	1	1	1	1
TACSTD2	1	1	441.197028174717	1993.46888971777	981.257952963677	1056.27856919007	1	1	1	1	1	578.534682280223	546.722534637046	1	1	1	1	1	1	67.3759589325666	1	1065.43151553669	1	268.598028424413	1008.41998468334	1	1220.78576986177	151.198791959293
TAF11	1	1	63.021130756805	32.4904728347547	38.586096889593	27.7061174232711	1	1	1	1	1	36.5953706670846	1	1	47.1357858837018	1	1	1	1	1	34.6057920936326	31.1667954517547	1	44.8829966667336	27.7311447355208	47.5009627200255	1	137.884793427663
TAF1C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.7553617130695	1	1	1	1	1	1	1
TAF2	1	1	1	1	24.3569082858216	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TAF4B	1	1	1	63.1788237469428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TAF6	1	1	53.5198736083924	1	45.7391373099703	35.9010707049654	1	1	1	1	1	42.7483507743634	1	1	1	1	1	1	1	1	1	39.8462058457172	1	42.8157928544824	24.0534555879528	1	67.5294538151525	1
TAF8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.9703119347872
TAF9	51.3660055706509	1	95.401261486751	68.2387273261394	97.5514130970055	68.4619879342254	51.5734849947365	119.298150081768	1	1	1	69.6075733639002	112.329145510991	1	64.7615399650639	53.7079187551228	1	62.5915975627481	70.9089695313537	70.3367156235197	126.598753968426	72.9175575600258	26.4703045890708	104.956820218342	113.376430935363	95.6538993155428	1	62.9213412676087
TAGAP	1	506.218806041488	1	1	1	1	83.8998584206298	314.448803183629	236.537090826845	336.290474518975	360.648692031041	1	1	1	1	1	395.009005166339	101.965242760079	117.856105653799	1	1	1	66.0820950905967	1	1	1	1	1
TAGLN	9217.47623285502	1	1	181.212663051107	360.514837814528	1	1	1	1	1	1	1	1	2847.89917308044	2399.69588632089	957.677716240595	1	1	1	104.579416944776	361.594870914863	1	1	1	67.0952455126361	199.530854091179	9758.69684267532	1
TANC1	1	1	1	1	1	1	1	1	1	1	1	34.7581563969796	1	1	1	1	1	1	1	59.1009185192974	71.473439546921	1	1	1	1	62.3080974945832	1	1
TANK	1	165.996757060563	55.3857221811608	98.0992261435174	57.2717885252242	29.4265975469762	1	125.671728146315	225.383968486521	149.134934187187	191.901500459387	42.8722668184379	38.2090542229893	86.5184576573948	55.9916736120139	75.3324859751893	148.667911085867	73.3255924548892	79.6902624778546	1	1	41.1404824339725	62.5413560704731	44.2708018838016	1	1	117.202110541709	56.7629024514214
TAOK2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.2676788455593	51.0324781352775	1	1	1	1	88.9820152327171	1	1
TAOK3	1	1	43.0543059909472	40.0934351319381	76.6553786148011	54.8578108364264	1	109.188166488105	140.21580246991	184.445909869534	90.3914209194131	68.2694881711309	34.6244483467993	92.7757959519288	67.7155802402982	79.8450438137919	1	97.0917377765204	162.809022141553	41.302118482215	53.4888017655354	32.1714101439253	144.809359933979	27.2644684179633	57.8964988085548	1	71.3954303103629	1
TAP2	1	1	1	1	36.5469124621756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.8314646156583	1	1	1	1	1	1	1
TAPBPL	1	1	1	1	43.3513899384189	1	67.6745627292948	1	1	1	1	1	1	51.5380578840731	1	52.4167765783629	1	1	1	1	1	30.1407171433368	33.3296807463808	25.1657187460454	34.8446752937007	1	1	33.761132878939
TARDBP	1	1	31.6158647660842	1	1	1	1	1	1	1	1	33.2936021822559	51.6046651520314	1	1	1	1	1	1	1	1	27.1232569325179	1	22.4499437100975	1	1	1	1
TAT	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	238.876457299398	1	1	1
TBC1D1	97.0753768605901	1	1	1	1	1	1	1	107.799714958139	1	1	1	1	79.743819491858	1	1	1	40.6086539014955	1	1	39.4824735473549	1	1	1	1	92.2078527878106	1	1
TBC1D10A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.2667854547188	1	24.335438962461	46.6818507783606	1	55.4246064178357	1
TBC1D10C	1	245.459285621028	1	1	1	1	1	179.834989395622	197.527837368507	337.650622829941	165.187124689915	1	1	1	1	1	184.470227494254	1	1	1	1	1	1	1	1	1	1	1
TBC1D14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.644270000526	1	1	1	1	1	1	1	1	1	1
TBC1D15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.0815937434386	52.5876826664396	1	1	1	1	54.727068098287	1	105.440861755248
TBC1D16	1	1	1	1	1	1	1	1	1	1	1	35.8971976537691	1	1	1	1	1	1	1	1	1	1	1	1	34.8295394223381	1	1	1
TBC1D17	1	1	48.05047228952	55.0781536585827	59.4209845122778	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.4533762355184	1	44.957977186885	39.8548688521814	1	45.436223863072	1
TBC1D20	1	1	31.9213453096174	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	97.3114270502053	26.1033965075892	1	21.9000260633463	1	1	1	1
TBC1D22A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.703193642279	1	1	42.4668840592858	1	35.9286111717931	1	1	1	1	1
TBC1D4	1	1	1	1	1	1	1	1	1	1	128.615422464831	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBC1D5	1	1	1	1	31.0390059674773	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43.5209126065089	1	1	1	1	41.3738257764428	1	1	87.570334590912
TBC1D7	1	1	44.2266371322121	1	1	32.8636978438503	1	1	1	1	1	1	1	1	1	1	1	1	55.6675895823012	1	1	30.0874487017467	38.6178966540143	36.6229762408875	1	1	1	1
TBC1D8	1	1	38.957904491667	53.0287527947834	1	62.4020962777963	1	1	1	1	1	64.3276866904165	1	1	1	1	1	1	1	1	1	30.49996842702	100.506959530862	1	143.152747557954	1	1	1
TBC1D9	1	1	1	1	1	81.2414641758934	1	1	1	1	1	61.5579405911744	331.922706933095	1	1	1	1	1	1	1	1	45.6686278248903	1	53.3886140893197	116.601733086384	1	1	1
TBCC	1	118.404599310992	1	1	1	1	1	1	1	1	93.6082218839391	1	1	1	1	1	96.271710699303	1	1	1	1	1	1	26.1011133950304	1	1	1	1
TBCD	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	81.8824834833154	71.1270758904455	1	1	1	1	1	1	1
TBL3	1	1	28.1312016045386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.4737392565447	1	1	1	1
TBPL1	1	114.186713508689	44.314941884202	1	36.5025671138662	34.7466911004789	1	1	1	98.7745615977117	84.1499497791715	1	1	1	1	1	72.2093191541446	1	1	44.6331212849164	29.3770793716115	32.6379411020506	1	29.6060709841874	1	49.7339958991923	1	164.531961600237
TBX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.4194558493289
TBX2	201.286956441551	1	1	1	1	1	1	1	1	1	1	1	1	165.455523661475	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX2.AS1	214.03300801909	1	1	1	1	1	1	1	1	1	1	1	1	69.5404276485807	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX21	1	1	1	1	1	1	1	1	1	121.714476900052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TBX3	1	1	1	1	1	61.4128218707397	1	1	1	1	1	45.2740176107945	84.7192456308841	1	1	1	1	1	1	1	1	33.6114676602457	1	43.5641539369429	201.043332482456	1	116.530285570918	1
TBXAS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109.590785457513	74.9277689638689	1	1	1	1	1	1	1	1	1
TC2N	1	168.089706457095	134.408904976479	82.6597064172445	49.6049382705424	180.994840964413	1	1	1	1	120.037796794043	181.324300389873	144.405187371014	1	1	1	1	1	1	1	1	131.433722749879	1	88.4277353281713	111.765135725215	1	1	1
TCEA2	1	1	1	1	27.4566443299167	37.1776191614037	1	1	1	1	1	1	47.6103520817492	57.707593368754	1	1	1	1	1	1	80.3377793969923	29.980801528018	1	27.7124306528816	1	108.789248007324	50.1120284763887	1
TCEA3	1	1	71.079561548538	63.9024655050339	49.0559621374236	116.497358942029	1	1	1	1	1	80.7691858481554	82.149110907583	1	1	1	1	1	1	1	1	132.833282033168	1	85.0305015599624	121.340310374645	1	1	1
TCEAL1	1	1	1	1	1	49.8438819720986	1	1	1	1	1	1	74.7256625830369	82.2022715947778	1	1	1	1	1	38.5196225310728	34.3051611160062	38.7265058102792	1	28.3028494660393	90.622502118273	47.9241956989922	56.0479094189096	1
TCF19	1	1	33.0802377258844	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TCF4	233.135012058281	1	1	1	1	1	69.6179822793267	263.803870492519	132.513859442452	1	1	1	1	289.610740060661	435.97468035025	443.077060436221	1	86.5964903852928	53.4474444988213	556.753255358033	844.224741559208	1	250.399587175064	1	1	784.400666361576	1	474.788035902864
TCF7	1	1	1	1	1	1	1	1	1	1	117.672677005464	1	1	1	1	1	122.572631341537	1	1	1	1	1	1	1	1	1	1	1
TCF7L1	1	1	1	34.5672888992875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	42.586571584226	1	1	1	1	51.2320961806515	1	32.2617993155542
TCF7L2	1	1	34.0771819114465	42.242877064763	36.3630261902986	1	1	1	1	1	1	38.6503804809773	1	1	99.8289311529439	220.813564425448	1	1	1	58.5418152604799	43.0904841787916	30.1759873451076	1	1	1	45.7985363761636	97.234424570515	71.2671511413876
TCIRG1	1	1	1	1	27.3770721281167	1	42.9271081221515	99.155727765759	1	101.530225942817	1	1	1	1	1	1	104.580188787343	128.861653665749	110.199560253669	47.582010872508	28.0347599145175	28.6182444226172	104.583856903932	1	1	89.333975883794	1	53.3956133951488
TCL1A	1	1	1	1	1	1	1	1	1080.77096794942	1	1	1	1	1	1	1	1	1	1	1	1	1	425.711088866283	1	1	1	1	1
TCN1	1	1	1	81.8917330183253	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TCN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.5975893865811	1	106.389351852948	1	153.00684088918	106.369682530189	1	1	1	1	154.685894243655	1	1
TCOF1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.8352907132446	1	1	1	1	1
TCTA	1	1	1	38.4020096065338	1	33.6605041181358	1	1	1	1	1	1	50.3912945706385	1	1	1	1	1	1	1	1	31.9474511399769	1	40.9926687619773	58.9286416754072	1	53.573221544688	1
TCTEX1D2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	27.3926297828418	1	1	1	1	1	1
TCTN3	1	1	1	25.5610645807499	1	1	1	1	1	1	1	1	32.6660113802535	1	68.4218256567575	111.154656195579	1	1	1	1	1	1	36.8551407610175	22.53566765109	66.2311243112581	1	1	127.928901667269
TDO2	1	1	1	1	1	1	1	1	1	1	1	1	1	156.240918795596	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TDP2	1	1	32.8340393008669	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.8675682092153	1	1	1	26.9084964245544
TDRP	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.4556980739258	1	1	1	1	1	1	1
TEAD1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.5481877615118	1	1	1	1	1	1	1	1	1	1	1	49.5912312589531	1
TEAD2	51.8766896873162	1	42.7722683264083	33.7988082805109	38.0716929908828	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.7342766246806	1	1	1	42.2946792557541	1	78.2655901274422	1	1
TEAD3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.513594007592	1	67.2461889785142	1
TEK	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	75.0342674424483	59.2551028029314	1	1	1	1	162.518747008929	1	33.7026502220433
TERF1	54.7698621331546	1	35.4715098889501	30.2593284306689	40.4826166928344	37.3297938193763	1	1	1	107.009397776635	1	1	48.743673847202	104.995086795774	88.3342063362049	76.0156425422115	1	1	1	48.3999070580741	56.9884900242877	32.7492963048271	1	35.3105082353809	51.2404483477583	43.5551781232166	59.5895775621968	53.4962760496062
TES	1	1	53.1910789296583	105.297017324895	112.57196711739	1	1	1	1	155.634212778794	1	65.4126969639696	1	60.7853514812346	52.430634489438	1	79.2170500997648	1	77.9993711659216	78.5193996657983	54.8925828388604	40.2531750188072	67.7936426660687	37.3764956142779	58.1349379554458	94.6056464905039	181.148980641195	1
TESC	1	1	1	1	1	1	1	1	1	1	1	1	1	98.450609246618	1	1	1	1	1	68.2265601057629	1	1	1	1	1	1	162.468931235726	1
TET2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.4859925809298	108.34432951742	1	1	1	50.7293949853308	1	1	1	1	1
TEX261	1	1	1	1	25.7847015488395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TEX30	1	1	87.6988237469442	1	59.5074626126987	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22.0944395103034	1	1	1	1	1	1
TEX41	1	1	1	1	1	1	1	1	1	1	1	1	1	95.8680188798949	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TEX9	1	1	73.5045055336602	1	35.0289206012673	1	1	1	1	1	1	56.8645034753613	1	1	1	1	1	1	1	1	1	30.4472431807689	1	42.8584933853327	1	1	1	1
TF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	83.7067225687058	1
