NAME	Myoepithelial	GenMod1	PVL Differentiated	B cells Naive	T cells CD4+	T cells CD8+	Macrophage	Endothelial CXCL12	Endothelial ACKR1	GenMod4	NKT cells	GenMod2	Plasmablasts	GenMod5	GenMod3	Monocyte	B cells Memory	GenMod6	GenMod7	CAFs MSC iCAF-like	DCs	CAFs myCAF-like	Mature Luminal	NK cells	Luminal Progenitors	Endothelial RGS5	PVL Immature	Endothelial Lymphatic LYVE1
RNASEH2B	1	30.1215316587218	1	57.7384790349904	1	91.5430629262836	68.627836429838	1	1	70.6899303158627	1	28.8692333596998	41.7340178899207	1	57.7335503523243	65.1092571037919	109.079108683242	30.1381423778547	1	66.645357830089	68.9164017808331	47.2467525648946	34.0499620004403	1	51.1812081875271	49.8983539388281	1	1
RNASET2	1	204.43450127938	1	217.43009122591	210.689584757066	143.264842697014	564.556885840149	1	1	74.4838094870641	1	126.047812343362	155.748835021562	128.474692270363	89.0972853805665	440.912166472383	385.363317477837	213.759376194738	102.283254939702	77.2342559537232	479.190236564701	64.2707153973686	119.23965000534	1	76.7440796378415	1	1	128.819085851658
RND1	1	160.258045810788	1	1	1	1	1	74.6886598757119	143.577505963668	1	1	1	1	1	1	1	1	62.4379506689045	93.3703111353939	1	1	1	289.657960981256	1	1	45.5753675318485	1	1
RND3	136.382043503088	1	80.3189781170168	1	1	1	1	1	1	1	1	1	1	1	117.35736914337	1	1	48.0766191602226	44.2224387791224	273.448891205289	1	123.61204417853	74.3140124379389	1	77.0181412180742	1	66.7593916973019	1
RNF103	1	40.3513292467864	1	1	1	1	1	1	1	1	1	1	1	62.0362175671092	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNF113A	1	1	1	1	1	1	1	1	1	1	1	24.0188292776198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNF115	1	68.2478429352517	62.8210575405827	1	1	1	45.7794734805244	62.4238915439897	102.465477089177	66.8587847576548	1	46.118291735701	1	58.998218305828	60.5668005900021	1	1	68.268786531654	81.226279069192	77.4052140870013	43.8134864878164	61.5169583299292	86.8858714933514	166.71517990244	41.1273273919473	90.7174547601481	82.0395634601744	64.4876977580017
RNF125	1	1	1	1	122.68419040444	132.725986518065	1	67.5860333312676	63.1122209188162	1	214.535516462751	1	1	1	1	1	1	1	1	1	1	1	1	174.469849709085	1	52.1725693533075	1	1
RNF135	1	33.3212779321986	1	1	1	1	61.8712543817377	1	1	34.8905662619	1	29.2459128267496	1	1	1	55.6148596964214	1	28.1854962801868	1	1	1	1	1	1	1	1	1	1
RNF138	1	44.982987757522	1	1	90.5881335610381	93.3802434217081	1	1	46.6219631795977	34.870151707031	1	1	1	1	1	1	1	27.888609813501	1	1	48.4943906510117	1	36.3471757276797	1	30.7448405706072	1	1	1
RNF139	1	55.0369570611358	1	1	1	1	1	1	1	1	118.383667770119	28.637815055378	1	55.7919055947081	1	1	1	29.4946988594047	1	1	37.752515158323	1	1	119.244003789808	1	1	1	1
RNF14	1	32.9868785824145	1	1	1	1	1	1	1	1	1	34.3553300149653	1	63.9807231784299	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNF141	1	50.9446395010237	1	1	1	1	45.2491158786332	1	1	1	1	31.4961889717957	1	34.0904920821092	1	75.1105200233361	1	48.1158209458281	44.0765405356225	1	1	1	37.3762266440199	1	1	1	1	1
RNF144A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	65.0301705121361	1	1	1	54.7857261036741	1	1
RNF144B	1	44.5231336660453	1	1	1	1	83.5382294605335	113.901939249962	1	1	1	1	1	1	1	118.269200901833	1	37.3231676885233	51.8437721305913	1	106.106806920401	1	34.6438620285851	1	1	1	1	1
RNF146	64.1555222999521	1	61.3354144423778	1	1	1	1	77.7469731368127	1	1	1	22.6366045039248	1	1	1	1	1	1	1	65.385762812862	1	41.0162611499254	1	1	1	49.6486888714155	79.2620576725276	1
RNF149	55.4492824909076	96.6364682082439	1	1	200.775931570719	221.732306803024	179.909523534659	1	1	42.1832193597972	172.188907540843	45.6655019644284	43.2980773955767	90.6252679343801	53.69540749415	289.190864214222	1	58.3559103827295	93.5255809677331	86.8757287029978	244.195345139041	72.4797485867712	74.3365597676064	119.335125776779	72.718341956459	31.9736033892025	1	35.1699277111631
RNF152	1	1	90.5357512612997	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.7517258290892	1
RNF166	1	1	1	1	1	78.0204097139097	50.1404582201473	1	1	1	137.338941297482	1	1	1	1	65.0827296697222	1	1	1	1	33.0028713921252	1	1	76.1729202888828	1	1	1	1
RNF168	1	1	1	1	1	1	1	1	1	44.9414154442631	180.932258917521	1	1	1	29.4135597050383	1	1	1	45.0350931836225	1	1	1	1	1	1	1	1	1
RNF187	63.107399170283	40.8248019528831	1	1	1	1	47.0987452658946	1	36.3476999311166	64.373992343151	1	73.3014479459592	1	48.6217186531155	70.9478773578755	1	1	30.5208151840329	50.3259837235757	53.3975342937612	27.5707478400345	57.0896152130925	53.0080229011366	74.6018128811955	1	45.0233949099394	1	69.7118110561549
RNF19A	1	109.611592190756	1	75.6974622420397	315.413389712258	335.888774676832	1	82.6675096797907	48.2631039093608	63.8222439238189	294.884681630461	46.3530156349975	1	77.0534963053521	65.2430565380721	1	109.840771575824	75.6315648025669	114.356152412171	1	47.3119700862882	38.4936966201694	86.2143128546636	241.431734274894	36.9966030311964	90.5939311375023	1	1
RNF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.2812076282605	1	1
RNF216	1	1	1	1	1	1	1	1	1	35.9963454648912	1	1	1	1	39.5054390753857	1	1	27.0741710461122	41.2256492290762	1	1	39.670851641603	1	1	1	1	1	1
RNF219	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	101.025714308213
RNF223	1	42.4234137766883	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNF24	59.834856973734	28.9171864430835	1	1	1	1	1	1	1	30.1418394364118	1	1	1	1	39.7169894748222	1	1	26.7997132631385	42.8988275090239	58.2142422975651	1	68.9199372248769	25.5917447799788	1	1	1	1	1
RNF26	1	1	1	1	1	1	1	1	1	31.337429380471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNF34	1	1	1	1	1	1	1	1	1	1	1	26.9748047894873	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNF39	111.849553990753	55.320285099265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	78.5791232549923	1	1	1	39.3130810172915	1	1	1	1	1
RNF4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28.79843387788	1	1	1	1	26.6082949516166	1	1
RNF40	1	46.8196426324177	1	1	1	1	1	1	1	1	1	19.1518532363937	1	47.1624233599744	1	1	1	38.8467138122571	47.4030461966766	1	1	1	39.5455980642969	1	1	1	1	1
RNF43	1	1	1	1	1	1	1	1	1	1	1	1	1	49.2877547122439	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNF44	1	29.1778985990875	1	1	1	1	1	1	1	1	1	1	1	46.269111872037	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNF8	1	1	1	1	1	1	1	1	1	27.1001035368116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.8782172956667
RNPC3	45.4509054764496	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	33.9858006435157	1	42.6001534004715	1	1	1
RNPEPL1	1	1	1	1	1	1	49.7826614798586	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.3524445005851	1	1
RNU12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.4292924872392	1	1	1	1	1	1	1
ROBO4	1	1	1	1	1	1	1	103.267703924963	131.248200644159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	216.832441951843	1	315.772836366213
ROCK2	1	1	87.3037881663266	1	1	1	1	52.2730757188916	49.2827296224717	1	1	1	1	1	32.9907055412182	1	1	1	33.4816965190174	1	1	43.8674775761065	1	1	1	88.593766231773	72.4780863332146	80.2905565388604
ROPN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.4769362339608	1	1	1
ROPN1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.1279550670943	1	1	1
RORA	1	1	1	1	326.007129395529	183.691814746601	1	1	66.5847770352537	1	319.718598018254	1	1	1	1	1	1	1	34.710889396629	77.095389711034	1	68.3948132694753	35.141156125234	136.380487177939	1	79.1006923951732	1	79.3291694969528
RORC	1	34.2650256372689	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26.3748435024334	1	1	1	1	1	1	1	1	1	1
RP1.313I6.12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	112.013083491467	1	1	1	50.7000182499121	1	1	1	1	1	1	1
RP11.1000B6.3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	31.7924098171916	1	44.1763451613137	1	1	1
RP11.111M22.3	1	1	1	1	1	1	1	1	1	38.070907794981	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RP11.1143G9.4	1	1	1	1	1	1	63.6991419232554	1	1	1	1	1	1	1	1	234.244774870398	1	1	1	1	1	1	1	1	1	1	1	1
RP11.117D22.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.4318305501698	1	1	1	1	1	1	1
RP11.12G12.7	1	37.4496676364767	1	1	1	1	1	1	1	42.6962069749246	1	29.6350353577732	1	1	1	1	1	41.0753550010747	60.1463793579159	1	1	1	58.7528696451935	1	1	1	1	1
RP11.138A9.1	1	31.4822062612092	1	1	131.749721658993	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.8017642353908	1	1	1	1	1	1	1
RP11.138A9.2	1	73.1597017645976	1	1	129.899892977316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RP11.14N7.2	1	1	1	1	1	1	1	1	1	1	1	34.8352721346428	1	1	81.1805555071438	1	1	1	1	102.372628705278	1	136.104560252962	1	1	1	1	1	1
RP11.160E2.6	1	1	1	1	1	1	92.070755825883	1	1	1	1	1	118.059170326773	1	1	64.5049892285503	1	1	1	1	46.103768529884	1	1	1	1	1	1	1
RP11.16E12.2	1	1	1	1	1	1	1	1	1	1	1	1	98.5106875246871	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RP11.175K6.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	80.3562569126263	1
RP11.206M11.7	1	257.567189688913	1	1	1	1	1	1	1	254.857536570563	1	215.603945677101	1	1021.46507523893	1	1	1	225.174573636767	382.366311971133	1	1	1	96.169498517694	1	1	1	1	1
RP11.231C14.7	1	1	1	265.039950668884	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RP11.290F5.1	1	1	1	1	1	1	1	1	1	1	1	1	90.0483834303285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RP11.291B21.2	1	1	1	1	1	434.154382352709	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RP11.295G20.2	1	41.7545276480346	1	1	1	1	1	1	1	67.5078654581833	1	51.7952528808749	1	60.5935056492524	42.1896175281353	1	1	68.0647132064235	37.1143932864735	1	1	1	1	1	1	1	1	1
RP11.322E11.5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	72.6655666823413
RP11.325F22.2	1	1	1	99.0862443997581	1	1	1	1	1	1	1	1	54.0616263738423	1	1	1	123.29602654356	1	1	1	1	1	1	87.8164708255493	1	1	1	1
RP11.345J4.5	1	1	1	1	1	1	1	1	1	1	1	34.883334178365	1	1	1	1	1	1	1	1	1	1	1	1	31.9818775660416	1	1	1
RP11.382A20.3	1	1	1	1	1	1	1	54.7237387946791	75.6700451690917	1	1	1	1	1	1	1	1	1	1	1	1	32.9046921330099	46.1545375615749	1	1	81.5806583346828	1	1
RP11.417E7.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89.3895304118139	1	1	1	1	1	1
RP11.467L13.7	65.9477339379067	1	1	1	1	1	1	87.7249043204784	65.0533375118979	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	32.6598585457575	1	1
RP11.49I11.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	61.3555561771363	1	1	1	1	1	1	1	1	1	1
RP11.532F12.5	101.592815974274	103.417859793868	1	1	1	1	1	1	1	118.368360071995	1	113.435807107702	1	118.913432401072	82.5158960049965	1	1	123.487495565045	132.06071970454	1	1	1	111.334648006405	1	76.1323723337384	1	1	1
RP11.536O18.1	1	1	1	1	1	1	1	1	71.9480488459913	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	93.6473737145221	1	1
RP11.53O19.1	1	1	1	1	1	1	1	1	1	1	1	66.793211300703	1	215.853940965398	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RP11.680F20.6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.8009170737158	1	1	1	1	1
RP11.693J15.5	1	1	1	251.620017891041	1	1	1	1	1	1	1	1	1	1	1	1	101.871964122073	1	1	1	1	1	1	1	1	1	1	1
RP11.796E2.4	1	1	1	173.694680995617	1	1	1	1	1	1	1	1	1	1	1	61.2503550040862	92.8505057517712	1	1	1	1	1	1	1	1	1	1	1
RP11.817J15.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	54.8192193643163	1	1	1
RP11.834C11.4	1	1	109.473689417628	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.2560284574709	1	47.6500760233229	1	1	1	1	1	1
RP11.865I6.2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109.066193995355	1	1	1	1	1	1	1	1	1	1	1	1	1
RP11.983P16.4	1	1	1	1	1	1	1	1	1	1	1	1	1	41.222063633686	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RP4.575N6.4	1	1	1	1	1	1	1	57.7941179494509	42.1646634931637	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RP5.1171I10.5	1	1	1	105.207806731099	1	1	39.0926054430941	1	1	1	138.804759098507	1	1	1	1	89.0986598849976	170.890131168076	1	1	1	119.065905081495	1	1	88.3846304862767	1	1	1	1
RP5.887A10.1	1	1	1	208.468051898991	1	1	1	1	1	1	1	1	1	1	1	1	157.767209489279	1	1	1	1	1	1	1	1	1	1	1
RP9	1	33.5803797894628	1	1	1	1	1	1	1	47.0953477661599	1	27.3467651376382	1	1	48.2258946392035	1	1	30.8825214152634	57.0108492963444	1	1	1	1	1	1	52.0367319917537	1	1
RPA1	1	1	1	1	1	1	1	1	1	31.4314847738776	1	1	1	1	38.3538344083188	1	1	1	1	1	1	1	1	1	1	1	1	1
RPA2	1	1	1	1	1	1	1	1	57.6096676941038	54.143025155071	113.353983013135	29.1140913862808	1	1	25.536373858145	1	1	32.7766356580768	1	60.4910942637302	32.1014058538681	62.2145683960761	30.0799588099854	1	30.2049163615457	38.7301252718297	1	1
RPA3	62.9501740046321	89.5253551831229	1	108.217765693552	84.8776738319281	77.6997243671281	45.7583563830639	1	1	209.851671077272	1	122.64820934746	1	147.511542492999	116.083921141985	51.9069841193321	93.3969779171431	94.5349986397242	73.0496023726302	1	62.894780544062	35.245478864619	82.4775057267837	1	38.555806099943	28.9948183907708	1	1
RPAP2	1	1	1	1	1	1	1	1	1	1	1	25.4980572031228	1	1	1	1	1	1	1	1	1	1	31.6152896873516	1	1	1	1	1
RPE	1	1	1	1	1	1	1	1	1	35.711465709098	1	1	1	1	45.5292878316772	1	1	1	1	1	1	1	1	1	1	1	1	1
RPF1	1	1	1	1	1	1	1	1	1	31.0291891316414	1	33.8105590510111	1	1	1	1	1	24.6086460514654	1	1	1	1	41.7120039634282	1	1	1	1	1
RPGR	1	1	1	1	1	1	1	62.3403839763336	86.2261802668988	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.1722694613279	1	1
RPH3AL	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	34.6916496863906	1	64.1560040701488
RPL39L	1	73.0102740015572	1	1	1	1	1	1	1	117.921366995534	1	38.9872006977728	1	52.5209875593018	1	1	1	62.2266724260687	67.3924961962317	1	1	1	26.6379872852521	1	1	1	1	1
RPP21	1	1	1	1	1	1	1	1	1	29.0888079197907	1	27.0856236218744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RPP25	1	1	1	1	1	1	1	1	1	49.3841331319636	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RPP25L	1	1	1	1	1	1	1	1	1	1	1	41.4849236631302	1	38.3533584940976	35.6171266536855	1	1	22.0071624173925	1	1	1	1	56.6487451290274	1	1	1	1	1
RPP30	1	1	55.9725730162989	1	1	1	1	1	1	41.540389767998	1	25.922755347986	1	1	41.927598903678	1	1	25.8941206149503	1	1	1	1	32.479722223513	1	1	37.8493886767649	1	1
RPP38	1	1	1	1	1	1	1	1	1	48.1585579648423	1	42.9675813335819	1	1	31.384442161065	1	1	21.4563063272467	53.9083475987705	1	1	1	1	1	1	1	1	1
RPP40	1	1	1	1	1	1	1	1	1	1	1	31.0413361633397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RPRD2	1	1	1	1	1	1	1	1	1	1	1	1	1	61.7220262367539	1	1	1	30.4341954164711	1	1	1	1	1	1	1	1	1	1
RPS6KA1	1	1	1	1	1	1	42.011570557359	1	1	1	1	1	1	1	1	47.6132366408534	1	1	1	1	46.4080857904948	1	1	1	1	1	1	1
RPS6KA2	1	1	1	1	1	1	1	113.535491408116	85.809070308928	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76.6933829002067	1	174.959590106646
RPS6KA3	1	1	1	1	1	1	1	90.7446328266177	39.9175232934172	1	1	1	1	1	1	45.8691204158836	1	1	1	1	45.4061057351562	1	1	80.3202022264719	1	65.0582414841275	1	1
RPS6KA4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	53.6439615869658	1	1	1	1	96.5210698209256	1	1	1	1	1	1	1
RPS6KA5	140.118391623569	44.9287853515443	1	1	1	1	1	1	1	49.2997131986411	1	1	1	37.9779453025938	1	1	1	30.867383524788	78.8626207966346	1	1	1	53.6552282980819	1	49.069939288873	1	1	1
RPS6KB2	51.434953953819	52.6389056237729	1	1	1	1	37.6141651063332	1	1	102.09587004017	1	88.2999031479461	83.6526829645243	48.6437008254384	53.916986492836	1	1	51.9369554829849	80.1571124263403	1	44.2190992142803	1	31.9021555312075	1	29.2918771161002	1	1	1
RPUSD1	1	31.5805609455459	1	1	1	1	1	1	1	54.4649729917865	1	37.5239049784639	1	1	39.7471848197101	1	1	32.661585838359	1	1	1	1	1	1	1	1	1	1
RPUSD3	1	31.1512645422309	1	1	1	1	1	1	1	70.0599044070856	1	76.7786956459856	1	63.7386019950856	47.5249153799712	1	1	33.7286862781534	1	1	1	1	1	1	1	1	1	72.4899987825738
RQCD1	1	1	1	1	1	1	1	1	1	47.3551459144057	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30.9398970751186	1	1
RRAD	1	1	118.777972366034	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RRAS	1	1	81.2768070493791	1	1	1	1	103.558685839383	1	1	1	1	1	1	31.1485070707113	1	1	1	1	1	1	54.597005250625	1	1	1	1	109.50056374256	1
RRAS2	1	1	1	166.289663791342	1	1	1	1	1	1	1	1	1	1	34.5223162739544	1	1	1	1	1	1	1	1	1	1	1	1	1
RRBP1	1	117.768933425934	102.650816112814	1	1	1	96.2510654071916	149.004169515922	139.792965703527	143.35283814723	1	93.7098822889642	247.741444184004	64.707997657248	164.890729028081	81.1361798626946	1	166.767113039945	201.537262761166	218.767744457942	137.936936066384	313.785252249253	88.0193393166155	1	105.498288656186	133.606037721235	108.391161560052	89.63943986875
RREB1	1	1	1	1	1	1	41.7728727994505	1	1	1	1	1	1	1	1	1	1	1	51.8175451835714	1	1	1	35.1580428448522	1	1	1	1	1
RRM1	1	1	1	1	1	1	1	1	1	54.6367376058942	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RRM2	1	1	1	1	1	1	1	1	1	195.822070175726	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RRNAD1	1	28.0559339230304	1	1	1	1	1	1	1	1	1	24.3412444724206	1	1	1	1	1	26.5946638361311	1	1	1	1	1	1	1	1	1	1
RRP1	1	1	1	1	1	1	1	1	1	45.9850147748236	1	36.2820283959851	1	1	42.9063160082658	1	1	26.6805811128788	1	1	1	1	1	1	38.0523252386825	1	1	1
RRP12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	37.6394909487085	1	33.2514177317058	1	1	1
RRP15	65.5721223333177	1	1	1	1	1	1	1	1	44.7313511886739	1	34.3179489508046	1	1	35.0062531486504	1	1	39.3554894664678	1	1	1	1	40.5503332826108	1	1	1	1	1
RRP1B	1	1	1	1	1	1	1	1	1	68.1062952060242	1	35.3546014482135	1	1	49.0194135885197	1	1	34.4091659578354	45.5498407213159	1	1	1	1	1	25.3605007712352	1	1	1
RRP36	1	1	1	1	1	1	1	1	1	26.4573228602404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RRS1	1	1	1	1	1	1	1	1	1	40.5752681824556	1	29.7772596889528	1	1	32.210577409067	1	1	1	30.5847348117633	1	1	1	1	1	1	1	1	1
RSAD2	1	1	1	1	1	1	80.0461756911539	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RSBN1	84.7561260485705	1	1	81.7941285898856	100.187956338126	92.3394000527478	1	54.3731059350014	43.7205583996103	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.3771743478622	30.9791524800365	1	87.868316854878
RSPH3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.1585688531027	1	1	1	1	1
RSPO3	1	1	1	1	1	1	1	90.5360408980193	1	1	1	1	1	1	1	1	1	1	1	151.777699354148	1	1	1	1	1	1	1	1
RTCA	1	27.2198300171213	1	1	1	1	36.0265687362177	62.7912403523914	1	55.0768585476061	1	57.9758886869207	1	46.2191614417899	68.1630997876626	1	1	39.6260025666073	1	1	1	34.6351566703753	32.9256794746155	93.7705391966157	22.3628358066381	41.4349576801582	1	60.8954552540488
RTCB	41.7746115541847	28.2853585767238	1	1	1	1	66.3923700287157	81.0883245281032	67.8510195184364	54.6296020513852	1	62.5166124961499	1	56.2852831789103	38.8148593444128	56.152330736645	86.3244035993118	42.0928703111402	36.7520194804091	1	36.3915241186209	53.4172169125394	70.9820955194189	1	58.1327694150245	63.8697725217208	53.2672839311703	166.245105830449
RTKN	1	1	1	1	1	1	1	1	1	41.5520419071122	1	34.5652719891843	1	1	28.1917363363592	1	1	1	46.8284571194037	1	1	1	38.5495622276789	1	30.0459907269864	1	1	1
RTKN2	1	1	1	1	1	1	1	1	1	32.1196151645375	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RTN2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.3541120670166	1	1	1	1	1
RTN4IP1	1	1	1	1	1	1	1	1	1	74.7298489999813	1	41.7660596416869	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RUFY1	1	1	1	1	1	1	1	1	1	1	1	22.1147104884898	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RUFY3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	69.5758281676228	1	42.4414341239196	1	1	1	52.7345803945011	43.2722428089885	1
RUNDC1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.1819372783249	1	1	1	1	1	1	1	1	63.6265894323014	1	1	1	1	1
RUNDC3B	1	1	1	1	1	1	1	41.6543293085714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	57.6509532173275	1	1
RUNX1T1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	166.112721114364	1	110.323615562667	1	1	1	1	61.2479301736577	1
RUNX2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45.6451874391073	77.923798096224	1	1	1	1	1	1
RUNX3	1	1	1	1	127.468360543148	239.093079324044	1	1	1	1	430.886222027116	1	1	1	1	1	1	1	1	1	57.5945899595117	1	1	282.494214431323	1	1	1	1
RUVBL1	1	1	1	1	1	1	1	1	1	93.2410841837402	1	64.7518277899919	1	42.3020587116061	48.2828236863124	1	1	34.2789694314258	47.0137286153941	1	1	1	1	1	1	24.4826384808085	1	34.3158209541999
RXRA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	85.0550436608962	1	1	1	1	1	1	1	1	1	23.3593361046035	1	1
RYK	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.5296207288294	1	1	1	1	1	1	1	1	1	1	37.6563887538316	1	1
S100A1	1	593.241121284893	1	1	1	1	1	1	1	1	1	1	1	315.858065579706	60.5746646452341	1	1	607.980234008553	391.884763949295	1	1	1	1	1	249.815337890709	1	1	1
S100A12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	212.209901220995	1	1	1	1	1	1	1	1	1	1	1	1
S100A14	273.18615293737	1305.82803593078	1	1	1	1	1	1	1	343.790393453979	1	413.042686858885	1	539.813093764535	373.288849936634	1	1	1449.51494717073	890.581094374498	1	1	1	231.24860730743	1	85.1937704527921	1	1	1
S100A16	226.835689004504	393.128508250444	1	1	1	1	1	297.096580135068	305.685461218664	425.87518773125	1	308.660059652881	1	302.893683242881	508.65229672121	1	1	703.026594975853	267.389589462959	112.911371794162	1	247.102942641612	205.436917327734	1	192.770225340567	372.69969371438	1	369.835980049102
S100A2	127.440169066898	1	1	1	1	1	1	1	1	301.785610535649	1	1	1	1	292.077122326792	1	1	257.231418271166	1	1	1	1	1	1	1	1	1	1
S100A4	1	1	2868.4365928579	144.473719091429	2000.53844037291	1736.83287137281	1294.36877350721	271.710497001975	1	306.536049550669	2742.85306235809	105.964969196894	70.9344464671303	1	1218.65266450981	2740.8370335945	280.906891404976	279.659693074908	1	949.488474196902	1009.82272537405	844.489069248824	1	995.71220079116	1	81.0180638354177	1157.94186533695	1
S100A7	1	1	1	1	1	1	1	1	1	635.949734277798	1	1	1	1009.5644250838	1	1	1	751.971784793141	1	1	1	1	1	1	1	1	1	1
S100A8	1	1	1	1	1	1	269.196926162265	1	1	4996.32212967927	1	2306.80780213126	1	1	1299.27673862515	2323.57583018265	1	5606.01494029133	1	1	1	1	1	1	1	1	1	1
S100A9	1	138.686370263784	1	1	1	1	652.231104378443	1	1	4348.71772639587	1	2085.46131388707	1	190.642975783961	774.490754078531	4266.38046297177	1	4389.34234811716	159.155229873151	1	1	1	1	1	255.299967647235	1	1	1
S100B	61.270131249563	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	256.230743318041	1	1	1	62.2193032783148	1	1	1
S100P	1	307.792745097105	1	1	1	1	1	1	1	301.822773989417	1	406.551763792349	1	190.095928446922	98.9675049558806	1	1	1198.87564959793	172.703348654087	1	1	1	1	1	1	1	1	1
