NAME	T cells CD8+	CAFs myCAF-like	Macrophage	T cells CD4+	Mature Luminal	GenMod6	GenMod3	CAFs MSC iCAF-like	PVL Differentiated	Endothelial ACKR1	GenMod4	Plasmablasts	NKT cells	GenMod7	GenMod5	PVL Immature	NK cells	GenMod1	Monocyte	B cells Naive	Endothelial CXCL12	GenMod2	Endothelial RGS5	Myoepithelial	B cells Memory	DCs	Luminal Progenitors	Endothelial Lymphatic LYVE1
EVA1C	1	1	1	1	1	33.2615310945381	1	1	1	162.638740479715	1	1	1	1	1	1	1	1	1	1	124.723407773664	1	1	49.7884540567552	1	1	54.0061835935798	1
EVI2A	119.253273303906	1	55.2106736104729	123.961152985941	1	1	1	1	1	1	1	1	94.523063803598	1	1	1	1	1	69.6598828883062	1	1	1	1	1	1	1	1	1
EVI2B	83.4086993618062	1	82.1162105678123	88.1702097918765	1	1	1	1	1	1	1	1	139.518398334099	1	1	1	1	1	141.775105789672	200.476541854198	1	1	1	1	122.1076377272	70.6761001293523	1	1
EVI5	1	1	1	1	33.2237046169022	1	1	1	1	1	1	1	1	1	1	44.0489170984221	1	1	55.7956665880637	1	1	1	1	1	1	1	1	1
EVL	649.582059307503	48.5237966919532	89.1025700625057	435.714240380881	146.261895064142	63.4442943161086	1	1	1	67.0743601995953	1	1	533.554138190485	90.4348910510047	269.15235006466	1	525.253010749985	84.4175016001035	61.2769572288102	373.232037720552	100.254648039277	69.8985388281785	77.2968572265961	1	255.833727846516	68.3645442767834	1	1
EXOC1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.4099097395512	1	1	1	1	1	1	1
EXOC3L1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	131.614923561465	1	1	1	1	1
EXOC4	1	1	1	1	34.1741980514768	35.3574404411301	1	1	1	1	1	1	1	1	41.1894789516303	1	1	35.9822779628872	1	1	1	1	74.609540919915	1	1	1	1	1
EXOC5	1	1	1	1	1	1	1	1	1	44.0919427357598	1	1	1	1	1	1	1	1	1	1	1	1	44.6109681193608	1	1	1	1	1
EXOC6	1	1	1	1	1	1	1	1	1	41.8205527198167	1	1	1	1	1	1	1	1	1	1	92.2447518038661	1	1	1	1	1	1	67.8565045463888
EXOSC1	1	40.4503407850826	1	1	27.855886197553	37.9906317650179	44.2613174628343	1	1	1	38.9594412349393	1	1	1	40.350278473358	1	1	1	1	100.377200548323	39.2496890511208	45.6913065956744	1	1	1	1	30.0623112942381	109.277681979811
EXOSC10	1	1	1	1	1	1	1	1	1	1	36.9538075521637	1	1	39.863636259336	1	1	1	1	1	1	1	1	1	53.3414591936552	1	1	1	1
EXOSC3	1	1	1	1	30.4447018352501	32.9108995109522	63.5688942704818	1	1	1	56.1618725798766	1	1	1	51.284506350261	1	1	1	1	1	1	43.0788912945286	1	1	1	1	1	1
EXOSC4	1	1	1	1	43.8260291592913	52.5603106005079	62.4095330172167	1	1	1	97.2477257709409	1	1	60.3603095883814	58.0801922644965	1	1	53.0495317134274	1	1	1	99.8552389203234	66.628478163397	1	1	1	48.885878809703	1
EXOSC7	1	1	1	1	43.0806396938273	25.1915491506887	41.055707022577	1	1	1	33.8538057239004	1	1	1	1	1	1	1	1	1	1	29.2221562278366	1	48.8472368153315	1	1	38.2503780332732	1
EXTL2	1	44.027362119242	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EYA2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.4321691457758	1	1	33.6226690500628	1
EZH2	1	1	1	1	1	1	1	1	1	1	55.0515708950502	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
EZR	681.119727284168	1	107.540573686055	646.848155100778	319.018175015437	295.397334477178	146.469126380915	1	51.5478365847906	1	198.925218998997	126.651172288712	285.706617387195	275.882722031212	245.317982053119	51.3042868018256	432.499818933212	482.968951560282	204.063686529131	560.333869843279	49.2366061120229	186.720146353641	1	102.115624122858	601.268000777726	415.293671573282	279.885836529878	1
F10	1	1	1	1	1	1	1	62.5975301737151	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
F11R	1	1	1	1	39.1782913156932	62.0257017168208	29.5148269834744	1	1	1	38.2435749164489	1	1	51.2930024386581	72.1073877563661	1	1	81.6387308941672	1	1	143.041406941232	29.8908632825409	1	1	1	1	1	1
F12	1	1	1	1	1	50.2354937013396	1	1	1	1	58.2803604399747	1	1	66.9760434891346	1	1	1	46.1164829164415	1	1	1	43.4740336926331	1	1	1	1	1	1
F13A1	1	1	499.047993309971	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	171.785047472301	1	1	1	1	1	1	1	1	1
F2R	1	251.780984524971	1	1	1	1	1	263.22313804536	1	53.6695033905071	1	1	1	1	1	93.476163449033	1	1	1	1	1	1	235.898281980587	1	1	1	1	94.5521802003665
F2RL2	1	71.5646108262453	1	1	1	1	1	88.8421599605784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
F2RL3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	165.411601950664	1	1	1	1	1
F3	1	56.599178657962	1	1	61.5113050275398	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	131.679322946596	1	1	44.3696932137882	1
F8	1	1	1	1	1	1	1	1	1	53.2250877255528	1	1	1	1	1	1	1	1	1	1	82.4488124613776	1	44.5917747283147	1	1	1	1	145.27979776065
FAAH	1	1	1	1	51.8424699153891	30.7008419128169	1	1	1	1	1	1	1	1	49.7273699764711	1	1	1	1	1	1	1	1	1	1	1	1	1
FAAH2	1	1	1	1	39.7504811462042	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FABP4	1	1	1	1	1	1	1	1	424.182816256476	1627.94209882634	1	1	1	1	1	1512.6009893583	1	1	1	1	3968.04634931477	1	4673.67182352756	1	1	1	1	7473.75561027953
FABP5	269.847944852773	153.00942985929	507.556944529464	115.952745996056	1	207.156161414599	350.195175749998	1	124.276473103643	794.244575228454	627.157280131254	1	1	1	1	329.589246671048	108.167739229232	1	315.733977712289	1	597.949846846155	321.441692433799	688.156099992019	1	164.626243255403	192.442303372997	1	1326.64261231067
FABP7	1	1	1	1	1	1	1	1	1	1	344.765899860345	1	1	164.799200341657	1	1	1	1	1	1	1	175.216028422725	1	1	1	1	153.025787758698	1
FADD	1	1	1	1	1	1	29.3837740625187	1	1	1	41.1954882123583	1	1	1	1	1	1	1	1	1	1	25.3231887634632	1	1	1	1	1	1
FADS1	1	1	1	1	1	1	53.1010733991763	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FADS2	1	1	1	1	1	54.3031334376817	1	1	1	1	69.4784243167348	1	1	77.985268190303	71.2062203796689	1	1	55.7854778091183	1	1	1	54.4785141194609	1	1	1	1	1	1
FADS3	1	1	1	1	1	1	32.8418257116688	1	184.28966571761	1	1	1	1	1	1	91.5400218367082	1	1	1	1	54.6029198007573	1	52.8293244662448	1	1	1	1	1
FAF2	1	1	1	1	42.9530070453911	30.5693144318108	1	50.5911684275015	1	1	32.0319766662455	1	1	37.787862490234	37.6273191718667	1	1	30.7918265851767	1	1	1	30.8603080329553	30.4956998934684	1	1	1	1	262.042319936136
FAH	1	1	1	1	64.4701700789443	36.8647483716432	34.2884051026186	1	1	1	59.3045095140699	1	1	38.6664535858443	1	1	1	36.5003687330907	1	1	1	77.7492850646609	1	1	1	1	1	1
FAHD1	1	1	1	1	1	43.8148984032411	1	1	1	1	33.9749156122151	1	1	44.3649614611389	39.126144475462	1	1	33.2406238298522	1	1	1	39.6599315512554	1	1	1	1	1	1
FAHD2A	1	1	1	1	44.7069971081675	1	51.4181316504767	1	1	1	1	1	1	1	1	1	1	1	1	1	1	21.3703080846953	1	1	1	1	44.7069210231074	1
FAHD2B	1	1	1	1	60.1892808831136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	38.3567302049997	1	1	1	1	29.154401798653	1
FAIM	1	1	1	1	31.9082954164561	1	45.7097904560519	1	1	1	46.4402073621674	1	1	1	1	1	1	1	1	1	1	37.2652621892331	1	1	1	1	26.0476396331254	1
FAM101B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	97.8756888156397	1	1	1	1	1
FAM102A	1	1	1	1	132.531816242809	38.0215130831044	1	1	1	1	1	1	1	71.6201956094366	78.7026067215828	1	1	77.958006733019	1	1	1	1	1	1	1	1	47.0371844948234	1
FAM103A1	1	1	1	1	88.6771290496507	52.9361375653616	46.1661202808387	1	1	1	76.8399078606911	1	1	40.7171108600591	79.4105423160445	1	1	56.5228653545035	1	104.146021709808	1	77.2752018410538	1	1	1	40.2660537462403	38.8483497063365	1
FAM104B	1	1	1	1	29.4953729368421	45.9316542155099	1	1	1	1	34.8025304287167	1	1	1	53.2775996534357	1	1	41.1549594388961	1	1	1	50.1650529907095	1	1	1	1	1	1
FAM105A	1	1	98.7649597102083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	76.1282471279215	1	1	1	1	1	1	113.954163865496	1	1
FAM107A	1	1	1	1	1	1	1	1	1	131.490534570535	1	1	1	1	1	1	1	1	1	1	267.280472710592	1	65.0999815241328	1	1	1	1	1
FAM107B	155.77890845672	1	42.8630824565258	221.616032943	43.6719203894883	31.229263439397	1	1	100.672038677615	1	1	1	1	1	1	1	171.044471775331	60.8650748934631	61.2432947581409	1	1	1	1	1	106.948508909004	35.6177925197744	1	99.6213811772931
FAM110A	1	1	1	1	38.7865435038078	65.2939931806926	38.6714769583694	1	1	1	62.628748689036	1	1	80.9335239090071	56.2671198981705	1	1	73.9521373575759	1	1	1	71.2316930931949	1	1	1	1	1	1
FAM110D	1	1	1	1	1	1	1	1	1	76.8852831968165	1	1	1	1	1	1	1	1	1	1	1	1	57.2655407064664	1	1	1	1	1
FAM111B	1	1	1	1	1	1	1	1	1	1	68.5173487535992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM114A2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	48.7893682273159	1	1	1	1	1
FAM118B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.4412437158094
FAM124B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	58.4356157518224	1	1	1	1	1	1	1
FAM126A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	98.9249058862312	1	1	1	1
FAM129A	114.133030718185	1	42.2529269613635	126.879012948728	65.185898357433	40.0257552702182	1	1	134.079412922288	1	1	1	1	1	46.066242854023	1	88.4337527904977	32.9571148292134	67.5812060762606	1	1	1	46.8889835888078	101.319079281904	1	51.2164010265354	1	1
FAM129C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	294.027748099886	1	1	1	1	186.471589111504	95.5929696943993	1	1
FAM134B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46.8952543457693	1	1	38.335989128821	1	1	1	1	1	1	1	1	1	1
FAM134C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.0161262081302	1	1	1	1	1	1	1	1	1	1	1	1	113.850671657683
FAM136A	1	30.2145024928881	1	1	37.329127528128	56.7476915113791	149.444462259483	1	1	1	145.046279895073	1	1	97.2201572426949	70.7858559461303	1	1	42.3774857850289	1	1	1	80.1691359355945	1	1	1	34.6123476122402	54.3231487781888	67.3232205166361
FAM13A	1	1	1	1	1	1	1	70.9991793288935	1	1	1	1	1	1	1	57.4267650910921	1	1	1	1	1	1	1	1	1	1	60.4390567008073	1
FAM13B	1	1	1	1	35.9615066964286	1	1	1	1	1	1	1	1	1	1	1	91.6955095882132	43.7071213804296	1	1	1	1	1	64.541945023893	105.561836081946	1	1	1
FAM13C	1	1	1	1	1	1	1	1	71.1147639424114	74.1757768201361	1	1	1	1	1	188.910805592895	1	1	1	1	1	1	67.4135172723861	1	1	1	1	1
FAM159A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	143.388712411267	1	1	1	1	1	1	1	1
FAM162B	1	1	1	1	1	1	1	1	165.80215740619	1	1	1	1	1	1	409.787056715679	1	1	1	1	1	1	40.6525294097413	1	1	1	1	1
FAM167B	1	1	1	1	1	1	1	1	1	199.482040114357	1	1	1	1	1	1	1	1	1	1	69.2673767916075	1	230.15734384452	1	1	1	1	1
FAM171A1	1	1	1	1	1	1	1	1	1	55.6275372947041	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM172A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22.6483911832377	1	1	1	1	26.4482191259091	1
FAM173A	1	64.0885308748394	65.8396981567166	1	82.4620260880262	170.989805795511	95.1382141425786	1	63.5017632635305	1	101.525176815417	67.9270911126204	187.014338964912	129.223454528637	152.980600512288	1	81.6948468937287	175.43150171751	81.5840707447625	1	50.8727424326865	129.26398073859	1	1	1	57.9633508416107	35.4719210442727	29.347706078649
FAM174A	1	30.2168983738928	1	1	97.6953045388227	101.498034147546	1	1	1	52.7321152748777	1	57.7881341335343	1	61.8953391613016	120.853992703876	1	1	138.952211775079	1	1	100.802574922683	67.3499152191522	51.6449020514277	39.4526211685833	1	1	52.7680706034536	1
FAM174B	1	1	1	1	59.082649997422	42.8990094632335	1	1	1	1	1	1	1	44.6392890878675	55.6825377162924	1	1	38.6394139788567	1	1	1	36.10795817187	1	1	1	1	1	1
FAM179B	1	1	1	1	40.8479598683967	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM189B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	29.2705942840154	1	1	1	1	1	1
FAM192A	1	43.8075087004177	50.2607690020273	1	32.7309609310096	36.8650986336445	54.015755165177	1	1	49.8695000867227	66.9373799017909	1	102.504790565116	45.2715714276915	46.4628491131985	48.1045510873269	1	1	1	1	46.7966033850206	37.9837073111602	44.454428369209	1	1	59.3542282742502	34.2939891687458	170.210139300808
FAM195A	1	1	52.0942425852075	1	48.8661747027028	120.487745467954	115.673028255857	1	1	1	92.5717836963753	1	1	103.618488917907	96.7695421207657	1	1	102.204755381539	60.2029434948807	1	1	113.536055338008	1	1	1	1	30.9112658002989	1
FAM198B	1	124.306634212731	88.5626564283809	1	1	1	1	50.5808686159562	1	139.704760189292	1	1	1	1	1	1	1	43.5983758944919	54.7053784653445	1	91.1036157244299	1	180.981362416627	91.7035551075625	1	1	1	170.27032463642
FAM207A	1	1	1	1	29.1294307778618	49.3946455720018	81.3052105911182	1	1	1	77.1915615224302	1	1	50.0839074369932	1	51.4558790429952	1	25.1549624962645	1	1	1	52.8510970125652	1	1	1	1	51.4334168781962	1
FAM208A	1	1	1	1	28.8031759168381	1	1	1	1	1	1	1	1	1	59.6139739199023	1	1	1	1	1	1	1	1	1	1	1	1	15.3464859457072
FAM208B	1	1	1	1	1	1	37.0470784586699	1	1	1	1	1	1	37.2961050413747	1	1	1	25.9242313441835	1	1	1	1	1	1	1	1	1	1
FAM20A	1	55.3793779358445	63.333903314745	1	1	1	1	93.2005661233336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM20C	1	56.6889305869045	1	1	1	1	58.843690238117	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM210A	1	1	1	1	1	24.4931873454856	42.444904663125	1	1	1	33.371749310744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	55.1962028781386	1	1
FAM210B	1	57.8400060463488	34.1686965426048	1	54.400084268773	97.4027763312252	83.2510845154753	85.4549232517974	83.7486952297322	56.265302282137	120.848232689527	1	1	129.789571153037	58.5476264197949	43.7898880620449	1	77.0771789057676	1	1	1	112.609040415254	37.5549472018616	328.087487136018	1	1	58.1435610997334	1
FAM213A	1	1	61.6228448230233	1	94.3248992047846	123.314995739075	57.802217752308	71.9524064725323	62.0079550004611	147.76960619965	118.228092024944	1	1	92.5075739276489	100.691095606186	176.917485907383	1	96.3591388808647	1	1	77.443078406733	138.644210686898	126.527964537583	1	1	49.9519628565863	45.0567509793048	522.423099470061
FAM213B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.0699685883881	1	1	1	1	1	1
FAM214A	1	1	1	1	60.7779345805533	40.5347088748883	1	1	1	1	1	1	1	50.4666241536785	110.59605810895	1	1	69.9238868890811	1	1	47.6312516809451	1	57.6106647039467	1	1	1	1	1
FAM217B	1	1	1	1	1	29.3222842011638	1	1	1	1	30.2214619721908	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM219A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	68.4447874385293	1	1	1	1	1	1	1
FAM229B	1	50.1906793743944	1	1	24.063466716687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	36.3371552633834	45.2177234459731	35.4535417207347	1	1	1	1
FAM234A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	49.5748389300953	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM234B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	39.9630752612931	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM26F	1	1	364.07103731366	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	362.394230459978	178.167047062718	1	1	1	1	124.001580797234	148.80714152223	1	1
FAM3B	1	1	1	1	83.1017819960996	1	43.3593376688582	1	1	1	92.6145018773809	1	1	65.1278949211023	1	1	1	1	1	1	1	73.5235912968561	1	1	1	1	94.3819829904872	1
FAM3C	1	205.552220779903	1	1	34.649985344756	62.7493275316732	291.498649323311	133.171441926072	64.0874694905296	90.4536381514321	113.757747341764	79.727784058822	1	36.8587754806204	47.3742198613988	45.0246997468393	56.6119056311279	55.1553232532219	1	145.821615744115	98.3324329849958	45.8352950368471	115.663860211612	61.9336840315799	88.6145712006977	1	46.4034105344695	148.704829084426
FAM3D	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.2830936573011	1
FAM43A	1	1	1	1	1	1	1	1	1	82.0689239920181	1	1	1	1	1	1	1	1	1	1	75.2087943047742	1	137.834964667354	1	1	1	1	40.3768749711425
FAM46A	1	114.774209140237	79.5670794908177	1	1	1	46.6500965231534	199.36837210798	90.4014832986867	1	1	1	1	1	1	210.909913802054	1	1	65.9150083262383	1	1	1	1	1	1	1	48.5140151679703	1
FAM46B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.5064548584324	1	1	1	1
FAM46C	191.134589324157	1	1	174.96498874223	53.7031900529201	1	1	1	1	1	1	175.89007477346	115.456333256384	1	1	1	113.484618900715	1	1	202.127060336112	1	1	1	1	111.979379744206	1	1	1
FAM49A	1	1	75.6480729931542	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	129.560532677065	1	1	1	1	1	1	88.6302827755987	1	1
FAM49B	192.588907214309	1	283.937861070334	154.830435072536	62.2415733816379	83.7332873928095	109.518246127241	1	1	1	101.325669939176	1	436.743538769627	100.996460442177	99.6259379137663	1	175.486063029024	93.2816208645654	287.383748381199	195.961949687265	1	72.1482391551611	38.0356036113883	1	197.761774161861	303.812573176967	44.3843700160034	1
FAM58A	1	1	1	1	1	1	1	1	1	1	34.9356820116614	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM60A	1	1	1	1	75.5411280916594	30.041188534915	68.8962036315994	1	1	55.6449532692468	100.886705873191	1	1	49.7707562655311	36.0970819006306	1	1	42.1382181259099	1	1	1	67.3627707615671	64.3135871467142	105.933940214784	118.366019379791	45.2095153205444	82.0646984386286	241.948722691244
FAM65A	1	1	1	1	1	1	1	1	1	50.7877254248436	1	1	1	1	1	1	1	1	1	1	83.3485560993828	1	72.3608034271035	1	1	1	1	135.37775878233
FAM65B	1	1	1	83.6011840700134	1	1	1	1	1	1	1	1	122.027012699767	1	1	1	1	1	1	142.318709261383	1	1	1	1	204.225341315003	1	1	1
FAM69B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	74.1088457206274	1	1	1	1	1	1	1
FAM73A	1	1	1	1	36.2663188492692	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM83D	1	1	1	1	1	1	1	1	1	1	39.0852505240994	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM84A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	50.8188020178202	1	1	1	1	1	1
FAM84B	1	1	1	1	1	26.6191901343522	1	1	1	86.9907393932018	1	1	1	1	46.3049960610249	1	1	35.3573858856186	1	1	1	1	1	1	1	1	31.5849536142386	1
FAM89A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	60.7122267426664	1	1	1	1	1	1	1
FAM91A1	1	1	50.3149221881924	1	1	33.7257240840586	1	1	1	1	1	1	1	33.0199599578001	1	1	1	36.8591282780161	1	1	1	1	1	1	1	1	1	1
FAM92A1	1	52.8966155922452	1	1	1	1	1	67.1675619884762	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM96A	98.1752742286321	50.3165036230347	231.646920908621	1	73.1819023280755	91.542101157426	99.2232621349986	1	1	70.14514392703	189.075035157169	92.3387937221414	1	89.0235165163863	150.536611513306	1	1	95.3875250967006	209.162228746273	238.669772755066	51.6092549009032	100.579593184789	54.6174975991086	1	142.894042072485	156.504595608009	67.5328560998553	36.442993185109
FAM98A	1	53.8360279884598	1	1	1	23.9896031993586	42.9886219144319	1	1	1	36.6549165219066	1	1	1	1	1	1	1	1	1	1	30.9871576575528	1	1	1	1	1	1
FAM98C	1	1	1	1	40.0223624375321	24.6739568048887	1	1	1	1	1	1	1	1	1	1	1	34.9955275285618	1	1	1	31.2313952469561	1	1	1	1	25.2385167263312	1
FANCI	1	1	1	1	1	1	1	1	1	1	44.3453233441849	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	124.219346133881
FANCL	1	1	1	1	1	1	35.0264012397314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.4412437158094
FAP	1	386.98979708498	1	1	1	1	1	133.648322494609	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FAR1	1	1	1	1	32.3103365539103	1	1	1	1	59.6125589127101	1	1	1	1	1	1	1	1	1	1	48.8302663703585	1	1	1	1	1	1	1
FARSB	1	1	1	1	1	1	28.2965636974874	1	1	1	54.2446081909296	1	1	1	1	1	1	1	1	1	1	43.7479339682106	1	1	1	1	1	1
FAS	1	63.6510264428445	1	98.3440437946137	1	1	1	97.9077258777435	48.9607544302604	1	1	1	1	1	1	1	1	1	1	1	1	1	1	41.0934643881245	1	1	1	1
FASLG	174.088187152283	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	140.107905822555	1	1	1	1	1	1	1	1	1	1	1
FASN	1	1	1	1	224.495113860157	190.14320742642	73.2502470374809	1	1	1	114.697187842915	1	1	242.815371109843	370.902381469375	1	1	245.151355545578	1	1	1	140.301496733283	1	1	1	1	36.6459136755013	1
FAT1	1	60.7378287234484	1	1	1	1	36.5672066845131	1	78.9887771869039	1	1	1	1	1	1	111.422380052488	1	1	1	1	1	1	1	83.0463168380932	1	1	1	1
FAT4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66.1186991152284	1	1	1	1	1	1	1
FBLIM1	1	62.9236973079805	1	1	1	22.8893397752464	104.31185789168	1	156.447210472751	1	50.80930776857	1	1	36.1023131540381	1	222.847581750793	1	1	1	1	139.5880041687	37.9784629155289	52.6557934368821	38.9584903802131	1	1	46.1892858739558	1
FBLN1	1	660.056157890297	1	1	1	1	65.1249794976343	1142.96618774529	1	1	51.0307217918601	1	1	1	60.5976147234382	60.4560961694731	1	1	1	1	1	1	1	114.534997454693	1	1	1	1
FBLN2	1	516.579852654716	1	1	1	1	1	354.00750116314	1	141.882093406698	1	1	1	1	1	1	1	1	1	1	264.641219044347	1	1	1	1	1	1	1
FBLN5	1	239.633627802861	1	1	1	1	1	390.829749514143	1	1	1	1	1	1	1	1	1	1	1	1	339.780667302337	1	1	1	1	1	1	1
FBLN7	1	1	1	87.760676141869	1	1	1	80.3504476482854	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBN1	1	432.823217682451	1	1	1	1	1	217.821183974578	1	82.5532558374046	1	1	1	1	1	66.9818494134726	1	1	1	1	74.7611600363529	1	46.5707360592036	1	1	1	1	158.906008175462
FBP1	1	1	116.058124448645	1	246.060844117602	71.0811455993981	1	1	1	1	1	1	1	1	116.869225285723	1	1	91.9060406355979	115.538610236874	1	1	67.8052730730563	1	1	1	75.7740147010221	1	1
FBXL13	1	1	1	1	1	1	1	1	64.7960261924186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
FBXL3	1	1	1	1	34.1855525131858	29.6098812081002	1	1	1	1	1	1	1	1	1	1	1	39.4618604055898	1	1	1	1	1	1	1	1	1	1
FBXO11	1	34.0894219766578	1	1	37.4278008753784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	56.7499227337524	1	1	1	1	1	1	1
FBXO17	1	1	1	1	1	1	1	92.2235777185765	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.764251423526	1	1	1	1
FBXO2	1	1	1	1	1	25.1810529379103	99.1774357340431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	23.8423956567813	1	250.529168221784	1	1	1	1
FBXO21	1	1	1	1	45.8892442940905	36.1235575186898	1	1	1	41.805902922589	1	1	1	1	1	1	1	30.512381014927	1	1	55.0032019099291	1	1	47.203766194366	1	1	41.4481898125675	1
FBXO22	1	1	1	1	24.9764153756004	43.4101946116794	51.7283536104048	1	1	1	59.2378666098602	1	1	32.767565248262	1	1	1	27.6767820520204	1	1	1	43.1471136879502	1	1	1	1	1	1
FBXO25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109.494402355557
FBXO3	1	1	1	1	41.4093052139541	23.1178018975763	1	1	1	1	1	1	1	1	37.0097480017993	1	1	1	1	1	38.2529910857125	1	1	1	1	1	1	100.112896511432
FBXO31	1	1	1	1	1	1	1	1	1	79.5407839467656	1	1	1	1	1	1	1	1	1	1	1	1	32.2149608551531	1	1	1	1	1
FBXO32	1	139.209103266472	1	1	1	78.1192150017295	45.7859224961474	83.357513984962	195.277783203517	1	1	1	1	100.097841788652	77.7310033931847	103.305540877489	1	96.1834930731867	1	1	1	44.474630627965	1	1345.2045688538	1	1	85.5519213672013	1
FBXO34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	103.661546217584	1	1	1	1	1	1	1	1	1	1	26.8316537526389
FBXO44	1	1	1	1	1	29.540791215862	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	51.3341514245559	1	1	1	1
FBXO6	1	1	1	1	1	27.4797859332055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44.8118667303198	1	1
FBXW11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	113.729521461561	1	1	1	1	1	46.6952734358028	1	74.0040562109998
